Date,NO,NO2,NOx,PM10,PM2.5,RH,Temp
2019-09-30,14.3,18.8,32.8,22.1,9.9,84.3,18.0
2019-10-01,31.4,47.9,79.3,29.2,8.3,84.2,15.0
2019-10-02,17.1,25.9,43.0,29.7,14.8,78.7,14.0
2019-10-03,60.0,51.8,111.8,30.1,11.4,81.7,14.0
2019-10-04,42.9,48.1,87.7,17.2,7.8,84.1,16.0
2019-10-05,24.8,43.6,68.4,17.2,6.7,81.9,17.0
2019-10-06,7.8,16.6,23.1,17.8,7.4,84.4,17.0
2019-10-07,8.5,9.8,16.2,19.5,8.3,88.5,15.0
2019-10-08,58.0,43.5,101.5,16.2,7.6,89.3,19.0
2019-10-09,202.1,37.5,238.0,21.6,9.2,87.5,18.0
2019-10-10,4.6,6.9,11.2,25.8,10.0,87.4,18.0
2019-10-11,24.1,42.8,66.8,29.0,7.5,87.9,18.0
2019-10-12,14.5,28.2,40.0,25.7,9.5,83.9,18.0
2019-10-13,29.1,44.3,59.6,13.3,6.1,84.6,19.0
2019-10-14,13.9,28.5,42.5,21.9,9.5,83.7,15.0
2019-10-15,9.7,29.5,33.6,23.3,10.8,89.0,17.0
2019-10-16,21.0,23.0,44.1,24.1,9.5,81.1,17.0
2019-10-17,17.1,28.1,45.1,21.6,7.9,84.0,17.0
2019-10-18,65.3,38.2,103.4,15.6,6.3,85.7,20.0
2019-10-19,9.0,25.7,33.9,26.5,12.8,84.3,18.0
2019-10-20,11.3,37.5,48.8,23.4,11.4,75.4,18.0
2019-10-21,91.2,54.3,145.5,21.2,8.0,82.5,18.0
2019-10-22,15.0,13.9,28.5,27.2,8.6,78.0,17.0
2019-10-23,12.2,12.8,25.0,32.0,14.9,76.5,15.0
2019-10-24,19.4,26.2,45.6,28.4,11.1,79.8,16.0
2019-10-25,15.0,21.8,36.8,29.9,12.2,67.6,15.0
2019-10-26,8.0,15.0,23.0,26.5,10.5,79.8,17.0
2019-10-27,15.9,25.3,41.2,17.3,7.8,84.5,21.0
2019-10-28,8.5,13.5,18.7,15.5,6.3,84.8,20.0
2019-10-29,32.8,41.8,74.7,14.4,6.9,85.5,17.0
2019-10-30,20.7,29.0,49.7,18.7,9.1,71.6,17.0
2019-10-31,19.4,32.3,51.7,30.1,13.5,81.5,18.0
2019-11-01,14.3,19.3,31.9,20.9,10.0,63.6,16.0
2019-11-02,12.4,22.0,34.4,19.9,9.5,77.8,18.0
2019-11-03,12.7,24.2,36.9,48.6,8.2,83.8,22.0
2019-11-04,40.1,31.8,71.8,17.5,9.1,84.2,24.0
2019-11-05,45.6,36.9,82.5,71.3,32.1,85.9,27.0
2019-11-06,87.9,42.2,127.7,34.8,26.8,79.5,23.0
2019-11-07,9.9,20.6,29.0,16.8,8.5,87.3,20.0
2019-11-08,93.0,35.4,128.4,21.9,10.6,86.8,21.0
2019-11-09,5.1,4.8,9.8,21.9,10.1,84.7,20.0
2019-11-10,4.3,5.9,9.8,24.2,10.2,89.3,20.0
2019-11-11,40.2,44.8,85.0,22.7,16.1,81.0,18.0
2019-11-12,53.8,46.7,100.5,22.7,7.2,83.6,16.0
2019-11-13,122.9,43.2,166.1,24.8,7.5,81.5,19.0
2019-11-14,18.8,29.3,48.0,27.8,10.6,84.5,20.0
2019-11-15,18.8,27.5,40.4,29.1,11.7,73.3,18.0
2019-11-16,17.8,27.9,42.7,31.1,11.9,81.5,21.0
2019-11-17,5.2,9.3,13.7,44.6,14.0,84.3,21.0
2019-11-18,25.8,44.3,60.2,36.4,17.8,88.1,21.0
2019-11-19,126.1,47.1,173.2,23.6,8.3,85.8,18.0
2019-11-20,47.0,41.1,88.1,23.3,8.0,79.7,21.0
2019-11-21,11.9,19.5,31.5,25.7,9.2,74.4,17.0
2019-11-22,47.2,34.2,81.4,24.9,9.1,80.4,19.0
2019-11-23,8.4,7.9,15.3,21.8,13.8,80.0,20.0
2019-11-24,5.5,8.0,12.6,28.4,17.4,79.6,20.0
2019-11-25,12.5,19.4,30.2,25.7,11.0,82.9,22.0
2019-11-26,27.0,37.6,64.6,28.6,12.0,80.9,21.0
2019-11-27,98.5,30.4,124.8,28.2,16.3,84.4,22.0
2019-11-28,92.3,38.9,131.1,30.8,16.6,80.1,21.0
2019-11-29,30.1,28.6,58.7,20.3,11.1,80.9,21.0
2019-11-30,30.6,25.4,54.7,20.4,7.6,84.9,21.0
2019-12-01,9.1,13.6,22.7,15.5,6.4,85.4,22.0
2019-12-02,30.0,15.5,45.5,18.6,9.1,84.4,22.0
2019-12-03,15.9,24.0,39.9,30.2,15.5,83.0,22.0
2019-12-04,43.5,48.8,91.1,34.5,15.8,87.0,24.0
2019-12-05,90.6,39.8,130.4,46.2,16.1,82.8,24.0
2019-12-06,43.7,49.7,89.3,55.9,22.3,87.4,22.0
2019-12-07,11.3,16.5,24.6,41.1,14.7,86.7,26.0
2019-12-08,8.9,8.6,17.5,32.6,17.9,84.4,24.0
2019-12-09,25.5,29.0,54.1,25.1,14.7,84.7,20.0
2019-12-10,21.3,25.6,46.8,21.0,6.5,69.4,22.0
2019-12-11,41.4,32.0,73.4,34.5,36.9,80.6,23.0
2019-12-12,38.1,27.5,65.6,24.7,8.9,81.4,24.0
2019-12-13,31.8,40.7,72.6,19.9,7.8,79.7,22.0
2019-12-14,17.4,22.4,38.6,20.9,8.7,86.4,22.0
2019-12-15,20.6,22.3,39.5,18.7,5.8,79.8,21.0
2019-12-16,12.9,12.5,25.4,24.0,7.1,83.8,22.0
2019-12-17,12.8,33.3,46.1,23.6,10.1,87.8,21.0
2019-12-18,13.5,14.7,28.2,77.1,14.8,86.6,19.0
2019-12-19,42.3,40.0,82.2,26.9,10.8,68.4,20.0
2019-12-20,41.4,35.7,77.1,32.3,11.0,84.2,21.0
2019-12-21,21.6,24.0,45.1,19.3,6.8,81.5,20.0
2019-12-22,6.2,12.9,16.0,27.7,7.6,73.2,20.0
2019-12-23,10.7,13.4,21.5,24.9,11.9,79.0,21.0
2019-12-24,18.5,17.4,35.7,33.3,14.3,81.3,22.0
2019-12-25,6.5,13.4,19.9,27.0,11.9,80.1,22.0
2019-12-26,12.4,19.2,31.5,30.7,9.3,81.3,22.0
2019-12-27,20.7,19.2,39.9,33.6,8.1,84.1,21.0
2019-12-28,8.2,13.3,18.5,23.7,9.1,80.1,20.0
2019-12-29,7.2,11.1,18.3,24.4,8.5,66.6,20.0
2019-12-30,15.1,22.7,37.4,38.8,13.5,77.6,21.0
2019-12-31,7.0,16.3,20.6,24.3,14.1,76.9,23.0
2020-01-01,7.3,20.3,25.9,22.0,14.5,83.3,22.0
2020-01-02,4.5,7.7,10.9,13.9,6.2,74.1,22.0
2020-01-03,8.8,8.7,16.9,22.5,19.8,82.1,22.0
2020-01-04,5.3,4.0,9.1,27.2,11.6,66.4,20.0
2020-01-05,6.3,7.9,14.2,23.7,12.4,75.6,19.0
2020-01-06,10.4,15.0,25.4,33.4,16.5,86.6,20.0
2020-01-07,10.8,9.7,19.9,39.2,10.7,68.2,19.0
2020-01-08,34.7,31.6,66.3,21.3,7.0,81.6,19.0
2020-01-09,35.5,26.8,60.9,20.2,7.2,73.1,21.0
2020-01-10,35.6,28.4,63.9,20.8,9.2,75.7,21.0
2020-01-11,16.5,18.1,34.6,18.2,7.0,79.7,24.0
2020-01-12,15.3,29.3,34.8,19.9,10.5,82.5,24.0
2020-01-13,94.8,35.1,129.9,18.9,11.1,81.9,25.0
2020-01-14,24.3,21.7,46.0,27.1,9.3,84.5,19.0
2020-01-15,31.4,24.1,54.1,16.0,7.4,80.2,20.0
2020-01-16,18.3,19.0,37.2,15.0,6.3,72.7,21.0
2020-01-17,26.8,25.8,48.9,11.9,3.3,67.2,22.0
2020-01-18,52.9,24.9,77.8,24.1,5.6,80.3,24.0
2020-01-19,16.7,17.3,34.0,19.3,6.2,81.3,25.0
2020-01-20,42.8,26.5,66.8,21.0,7.5,81.5,27.0
2020-01-21,20.3,31.5,51.8,15.8,8.0,81.1,25.0
2020-01-22,33.4,32.9,66.3,14.6,4.1,78.9,23.0
2020-01-23,38.4,21.6,60.0,27.7,4.4,82.7,24.0
2020-01-24,22.0,18.7,40.7,14.9,5.5,86.8,27.0
2020-01-25,14.3,20.2,34.6,13.4,7.5,83.0,24.0
2020-01-26,5.1,6.2,10.3,16.5,5.6,78.7,25.0
2020-01-27,5.8,9.5,15.2,12.4,6.9,77.2,26.0
2020-01-28,60.8,24.3,85.1,20.0,6.1,84.6,24.0
2020-01-29,28.7,15.6,44.3,17.9,6.4,85.1,26.0
2020-01-30,34.9,26.1,61.0,17.9,6.8,85.0,26.0
2020-01-31,30.6,42.6,71.1,16.1,8.1,77.9,26.0
2020-02-01,10.3,10.8,21.1,28.3,20.4,81.7,26.0
2020-02-02,6.4,7.9,12.7,47.2,6.2,80.6,26.0
2020-02-03,35.7,17.6,53.3,35.7,4.9,82.8,27.0
2020-02-04,58.6,18.2,76.8,23.7,9.2,86.3,28.0
2020-02-05,11.9,15.6,27.0,26.6,11.8,69.2,22.0
2020-02-06,9.7,32.8,42.5,19.6,6.6,66.4,21.0
2020-02-07,11.6,14.6,26.2,25.8,9.1,70.5,24.0
2020-02-08,54.6,28.5,83.0,29.2,8.9,79.0,24.0
2020-02-09,6.4,13.8,19.8,20.3,7.4,65.4,21.0
2020-02-10,32.8,31.7,64.5,24.8,7.8,71.1,23.0
2020-02-11,61.4,29.8,91.2,14.9,6.5,78.9,24.0
2020-02-12,100.9,36.2,137.1,22.2,6.3,76.8,24.0
2020-02-13,105.8,29.0,132.1,95.7,7.4,82.8,25.0
2020-02-14,62.2,30.0,92.3,21.6,9.4,82.2,24.0
2020-02-15,5.1,5.0,9.6,21.9,8.0,70.7,23.0
2020-02-16,3.6,3.6,6.7,26.1,7.5,76.1,23.0
2020-02-17,17.2,14.6,31.8,33.1,8.0,81.7,23.0
2020-02-18,70.1,33.9,104.1,20.3,6.1,82.3,24.0
2020-02-19,35.5,27.2,62.7,26.6,8.8,82.1,26.0
2020-02-20,39.6,28.9,67.1,9.9,4.5,83.8,27.0
2020-02-21,53.2,31.8,78.9,18.7,5.7,77.0,25.0
2020-02-22,16.0,13.8,29.5,21.8,4.5,86.0,24.0
2020-02-23,11.3,20.6,32.0,15.5,6.5,77.3,22.0
2020-02-24,18.4,21.6,34.3,13.5,4.2,64.4,24.0
2020-02-25,72.0,38.7,110.7,19.5,4.8,78.7,24.0
2020-02-26,71.1,33.3,104.4,15.5,5.7,83.4,25.0
2020-02-27,25.7,30.8,56.5,67.1,6.6,84.6,25.0
2020-02-28,42.1,33.0,75.1,23.8,6.7,82.6,25.0
2020-02-29,28.5,23.0,51.5,15.6,6.8,84.5,26.0
2020-03-01,7.6,19.0,26.7,30.6,13.9,77.9,23.0
2020-03-02,8.6,10.0,18.1,18.6,9.5,71.6,22.0
2020-03-03,12.9,16.1,29.0,17.0,6.2,83.9,23.0
2020-03-04,75.5,20.9,96.4,26.7,11.6,88.9,24.0
2020-03-05,11.6,14.7,26.3,26.4,9.0,77.0,21.0
2020-03-06,7.5,14.5,19.4,11.9,5.0,65.8,21.0
2020-03-07,4.3,13.4,17.3,11.9,5.2,67.2,22.0
2020-03-08,18.3,28.9,47.1,15.2,4.6,78.1,22.0
2020-03-09,16.4,23.4,38.8,26.5,6.3,86.5,23.0
2020-03-10,34.3,34.7,68.7,18.5,4.7,84.8,22.0
2020-03-11,33.8,33.2,67.0,31.2,4.7,84.2,22.0
2020-03-12,85.2,27.7,110.1,13.5,5.7,85.7,21.0
2020-03-13,99.7,43.0,142.7,17.9,4.2,72.1,21.0
2020-03-14,37.3,35.3,72.6,10.9,4.1,76.0,22.0
2020-03-15,27.2,26.0,53.1,15.6,5.0,82.9,24.0
2020-03-16,70.1,28.4,97.5,18.0,5.1,82.7,20.0
2020-03-17,13.2,30.6,43.3,21.2,6.2,70.8,22.0
2020-03-18,33.0,45.4,78.4,14.5,5.4,68.7,20.0
2020-03-19,89.3,46.8,136.1,28.1,8.7,80.3,21.0
2020-03-20,48.7,42.9,90.2,18.1,5.6,85.8,22.0
2020-03-21,107.4,29.0,136.5,22.7,6.8,87.7,21.0
2020-03-22,9.8,19.3,26.1,16.6,5.8,85.1,24.0
2020-03-23,25.5,28.3,53.8,18.4,7.2,83.5,22.0
2020-03-24,11.9,15.4,26.6,20.7,9.9,78.9,18.0
2020-03-25,35.5,33.3,68.7,15.0,5.5,80.5,19.0
2020-03-26,46.7,22.6,64.8,20.8,6.0,86.1,21.0
2020-03-27,22.0,27.4,49.3,17.4,6.4,83.4,19.0
2020-03-28,8.7,18.8,27.5,14.5,5.5,75.7,18.0
2020-03-29,3.5,21.1,23.7,22.9,6.8,74.6,20.0
2020-03-30,9.3,23.3,28.5,13.6,5.5,80.5,21.0
2020-03-31,49.8,19.8,67.1,16.5,5.3,85.8,23.0
2020-04-01,21.1,18.9,37.8,9.6,5.7,86.7,22.0
2020-04-02,34.5,25.2,59.7,12.0,5.1,82.9,22.0
2020-04-03,40.6,21.9,62.5,11.1,5.1,84.8,20.0
2020-04-04,48.0,18.1,64.5,9.7,4.7,82.6,20.0
2020-04-05,4.0,21.2,23.9,9.8,4.9,70.7,20.0
2020-04-06,6.3,23.7,28.2,13.7,7.3,67.5,19.0
2020-04-07,39.4,27.1,66.6,17.8,8.2,77.5,20.0
2020-04-08,11.6,22.5,31.3,18.9,5.9,76.3,21.0
2020-04-09,2.9,4.6,7.5,18.9,6.5,71.9,18.0
2020-04-10,7.1,15.7,22.8,14.3,6.7,78.8,19.0
2020-04-11,37.5,19.2,56.6,19.5,5.8,85.2,19.0
2020-04-12,21.6,18.0,38.6,15.8,6.9,83.3,21.0
2020-04-13,2.6,17.5,20.1,301.1,12.1,86.8,20.0
2020-04-14,2.9,3.2,6.1,22.4,9.6,74.0,17.0
2020-04-15,4.4,20.7,25.1,17.9,9.2,84.0,17.0
2020-04-16,3.9,7.2,10.5,14.3,6.8,83.7,19.0
2020-04-17,3.8,4.8,8.2,147.3,9.4,82.2,21.0
2020-04-18,10.5,24.1,34.6,29.5,11.0,86.5,21.0
2020-04-19,4.5,18.7,23.2,20.9,10.2,88.9,20.0
2020-04-20,41.6,30.9,62.9,40.9,11.3,89.6,19.0
2020-04-21,72.8,26.5,90.2,19.7,8.7,89.8,18.0
2020-04-22,68.5,28.2,90.0,15.3,7.1,88.0,20.0
2020-04-23,58.7,28.2,79.8,19.8,7.3,83.7,20.0
2020-04-24,7.2,16.3,23.3,12.7,6.3,81.8,20.0
2020-04-25,12.0,23.7,35.8,15.3,8.3,83.9,19.0
2020-04-26,18.8,25.8,37.2,19.1,10.0,86.3,20.0
2020-04-27,25.7,27.2,42.7,20.7,16.1,86.5,20.0
2020-04-28,14.4,29.9,44.3,25.2,9.3,87.4,18.0
2020-04-29,206.7,46.7,253.4,20.6,9.5,86.4,19.0
2020-04-30,180.2,45.6,225.7,17.6,9.0,85.5,18.0
2020-05-01,118.3,52.4,170.6,16.4,9.7,75.1,18.0
2020-05-02,2.3,6.6,8.5,19.2,8.1,83.7,19.0
2020-05-03,1.3,2.1,2.6,27.5,13.7,88.5,20.0
2020-05-04,22.2,25.1,46.7,22.3,10.4,88.1,20.0
2020-05-05,24.6,37.5,61.0,21.5,7.9,80.2,16.0
2020-05-06,29.5,31.7,59.1,21.4,7.9,80.0,15.0
2020-05-07,179.7,45.3,222.2,16.6,6.1,84.3,18.0
2020-05-08,76.0,53.2,129.2,23.4,15.8,81.5,19.0
2020-05-09,65.6,37.6,103.2,22.9,13.4,86.4,18.0
2020-05-10,49.2,21.8,67.9,18.6,14.1,85.8,19.0
2020-05-11,6.7,15.7,22.4,14.2,5.5,78.4,17.0
2020-05-12,12.9,19.8,32.7,14.2,7.6,76.3,17.0
2020-05-13,10.6,33.8,44.4,15.2,7.4,80.9,16.0
2020-05-14,72.9,49.5,114.9,20.6,11.1,85.0,17.0
2020-05-15,175.4,49.1,224.4,21.6,12.9,86.2,17.0
2020-05-16,88.9,48.0,123.4,27.7,22.2,83.1,19.0
2020-05-17,40.7,41.0,70.9,28.3,16.9,80.1,17.0
2020-05-18,115.7,49.9,165.6,18.3,12.5,83.6,17.0
2020-05-19,122.3,44.9,167.1,23.5,11.0,84.5,17.0
2020-05-20,113.5,58.1,171.6,34.2,27.4,79.2,15.0
2020-05-21,79.7,52.1,127.7,25.3,27.3,84.5,16.0
2020-05-22,81.8,53.9,130.7,25.2,15.1,79.8,17.0
2020-05-23,129.9,43.8,168.8,19.9,13.6,86.3,15.0
2020-05-24,4.0,4.8,8.6,18.2,9.0,88.6,17.0
2020-05-25,38.0,49.8,87.9,17.4,8.2,88.9,19.0
2020-05-26,46.4,52.7,95.8,13.8,5.6,89.9,17.0
2020-05-27,44.8,31.9,75.5,19.2,13.2,88.8,15.0
2020-05-28,143.3,40.9,184.2,19.7,8.7,84.5,16.0
2020-05-29,10.2,14.7,24.9,11.6,4.6,89.0,16.0
2020-05-30,49.0,34.2,83.1,10.8,5.4,88.7,17.0
2020-05-31,1.2,2.9,3.2,12.4,5.8,86.0,16.0
2020-06-01,5.9,14.4,16.9,10.8,6.3,85.1,17.0
2020-06-02,49.6,39.2,82.1,289.9,13.2,84.6,18.0
2020-06-03,423.8,60.6,484.4,32.8,12.7,87.9,17.0
2020-06-04,27.6,45.4,61.5,32.2,11.7,82.9,19.0
2020-06-05,18.3,35.7,52.5,14.9,7.5,86.9,16.0
2020-06-06,56.9,45.2,94.4,28.5,26.4,85.5,15.0
2020-06-07,8.2,22.7,28.9,18.6,11.1,88.3,14.0
2020-06-08,122.1,56.3,177.9,29.1,22.9,81.1,15.0
2020-06-09,207.9,63.0,270.9,17.9,15.1,86.1,15.0
2020-06-10,367.8,62.1,426.4,34.4,18.8,87.7,15.0
2020-06-11,150.6,53.6,197.4,21.3,16.1,86.9,16.0
2020-06-12,70.3,53.5,120.2,24.1,15.6,86.4,16.0
2020-06-13,81.2,32.2,113.4,16.7,14.5,88.7,15.0
2020-06-14,4.1,6.5,10.1,12.4,5.4,81.6,15.0
2020-06-15,33.0,31.1,64.1,12.1,5.8,71.8,16.0
2020-06-16,11.7,19.6,30.5,10.9,8.4,82.9,16.0
2020-06-17,324.2,56.1,380.3,32.0,16.0,84.1,17.0
2020-06-18,13.4,31.7,35.5,13.3,8.9,87.9,16.0
2020-06-19,244.6,72.3,316.8,27.7,24.8,79.6,15.0
2020-06-20,43.0,51.3,94.3,32.2,14.8,87.2,16.0
2020-06-21,10.1,26.4,34.5,7.9,6.3,87.4,16.0
2020-06-22,84.5,51.3,125.7,27.4,19.0,82.6,18.0
2020-06-23,59.8,40.9,89.2,22.5,14.6,84.6,17.0
2020-06-24,8.1,9.4,17.6,21.4,8.4,88.3,16.0
2020-06-25,38.1,53.9,91.9,22.3,9.9,88.2,16.0
2020-06-26,9.6,29.3,37.1,20.5,8.5,86.5,17.0
2020-06-27,5.0,26.4,30.3,22.4,10.1,87.2,17.0
2020-06-28,13.7,38.3,48.9,23.7,10.4,86.1,15.0
2020-06-29,21.6,36.0,57.8,18.9,16.2,86.2,15.0
2020-06-30,47.0,43.8,90.8,23.9,16.1,88.4,14.0
2020-07-01,51.2,49.9,101.1,36.6,33.1,78.7,12.0
2020-07-02,104.1,63.9,168.0,19.8,8.4,85.4,14.0
2020-07-03,350.4,65.1,415.6,33.1,31.2,80.4,14.0
2020-07-04,93.4,48.6,142.0,31.5,24.6,74.8,14.0
2020-07-05,5.6,19.2,24.7,37.4,14.9,85.6,16.0
2020-07-06,102.0,62.8,164.8,15.5,13.8,86.8,13.0
2020-07-07,18.9,41.4,57.8,25.7,11.1,85.7,15.0
2020-07-08,15.6,25.6,40.1,21.2,8.6,86.3,12.0
2020-07-09,137.2,57.6,182.2,41.0,42.0,82.3,13.0
2020-07-10,257.3,56.2,311.9,25.8,25.3,86.3,14.0
2020-07-11,79.9,48.8,113.2,29.9,19.7,87.0,14.0
2020-07-12,89.1,33.5,117.3,17.8,16.5,88.3,15.0
2020-07-13,117.8,58.4,176.1,20.7,15.6,88.5,17.0
2020-07-14,75.8,42.7,99.2,26.5,23.8,89.7,15.0
2020-07-15,42.1,31.8,59.8,16.9,20.0,90.0,14.0
2020-07-16,3.9,6.1,9.2,7.0,6.8,87.1,15.0
2020-07-17,60.6,54.0,114.6,10.9,5.1,88.2,16.0
2020-07-18,42.7,43.4,86.1,13.3,7.3,85.6,16.0
2020-07-19,9.6,39.6,49.2,20.6,6.2,85.7,16.0
2020-07-20,61.9,50.7,112.6,14.5,6.2,88.7,16.0
2020-07-21,48.1,52.6,92.0,25.0,13.7,89.3,15.0
2020-07-22,23.4,38.0,61.3,36.7,12.3,83.2,13.0
2020-07-23,12.4,20.5,31.7,25.1,10.2,80.9,16.0
2020-07-24,39.1,45.8,84.2,123.1,26.5,82.3,15.0
2020-07-25,85.2,44.2,129.5,26.8,19.3,83.4,14.0
2020-07-26,59.0,44.6,94.1,36.3,33.1,85.0,14.0
2020-07-27,273.4,53.1,326.5,32.9,26.2,85.7,15.0
2020-07-28,26.5,30.8,57.3,16.2,9.5,81.7,15.0
2020-07-29,195.7,53.6,249.3,18.0,6.7,84.3,15.0
2020-07-30,12.3,22.2,34.1,13.4,5.0,74.9,15.0
2020-07-31,8.6,13.3,21.6,66.7,6.7,78.5,15.0
2020-08-01,4.1,5.8,9.5,18.8,9.4,79.7,14.0
2020-08-02,2.8,4.7,7.1,27.1,14.0,79.9,15.0
2020-08-03,45.2,38.8,75.3,21.8,11.4,84.9,15.0
2020-08-04,234.4,48.4,282.8,37.4,33.4,87.6,17.0
2020-08-05,279.5,43.4,322.9,33.1,26.9,88.0,15.0
2020-08-06,21.6,29.7,51.3,13.6,7.2,88.5,15.0
2020-08-07,48.2,59.1,107.2,23.5,10.2,87.9,17.0
2020-08-08,35.7,49.9,85.6,27.6,10.5,83.8,14.0
2020-08-09,40.1,28.9,68.7,18.9,11.1,86.6,15.0
2020-08-10,120.9,60.1,178.6,38.1,38.0,86.7,15.0
2020-08-11,50.5,52.0,80.9,24.4,30.5,88.2,16.0
2020-08-12,33.9,53.6,84.2,20.4,10.8,87.8,18.0
2020-08-13,228.3,48.3,276.6,21.6,10.1,80.3,15.0
2020-08-14,107.2,58.8,166.0,14.0,9.4,83.6,13.0
2020-08-15,112.2,36.2,147.2,23.0,26.9,80.4,14.0
2020-08-16,41.6,21.5,63.0,31.9,25.8,86.7,13.0
2020-08-17,38.4,49.2,87.6,12.2,6.0,80.3,14.0
2020-08-18,6.1,10.7,16.8,26.5,11.9,79.4,15.0
2020-08-19,12.2,22.8,34.0,31.9,15.9,89.0,15.0
2020-08-20,21.7,36.6,58.3,36.5,15.0,86.7,19.0
2020-08-21,23.2,43.0,66.2,28.0,10.5,81.7,17.0
2020-08-22,68.8,45.9,114.7,25.7,10.9,87.7,17.0
2020-08-23,7.2,18.2,25.0,20.7,9.3,88.8,16.0
2020-08-24,15.4,36.6,51.3,20.8,14.6,81.9,15.0
2020-08-25,19.7,32.7,52.3,18.3,8.9,85.7,14.0
2020-08-26,26.3,39.1,65.4,24.6,13.6,79.9,14.0
2020-08-27,100.2,62.0,162.2,18.3,10.4,84.1,14.0
2020-08-28,65.8,56.2,111.4,39.7,30.4,81.9,15.0
2020-08-29,64.6,35.1,95.9,28.6,22.4,85.3,18.0
2020-08-30,7.0,21.8,25.6,23.1,16.1,88.8,17.0
2020-08-31,29.1,39.3,67.3,26.5,13.7,79.8,16.0
2020-09-01,44.3,54.5,98.8,16.3,8.5,81.6,18.0
2020-09-02,25.4,42.5,67.9,20.4,8.5,81.8,14.0
2020-09-03,13.9,35.9,45.7,19.1,15.3,75.2,13.0
2020-09-04,120.9,48.2,169.1,19.0,16.1,78.3,15.0
2020-09-05,10.4,31.1,34.0,17.9,7.9,78.1,15.0
2020-09-06,10.1,17.5,25.7,21.8,8.1,85.5,16.0
2020-09-07,31.6,48.6,80.0,16.3,6.2,86.3,15.0
2020-09-08,103.8,59.0,162.9,27.5,20.2,76.2,15.0
2020-09-09,128.9,49.7,178.6,23.6,17.1,82.9,15.0
2020-09-10,40.9,55.7,96.6,14.5,5.3,85.0,15.0
2020-09-11,43.1,46.8,89.9,21.8,9.5,77.1,15.0
2020-09-12,8.2,25.9,34.1,18.8,9.2,67.6,14.0
2020-09-13,5.4,10.6,14.6,15.5,6.9,66.8,15.0
2020-09-14,14.5,30.3,44.8,19.1,6.5,70.9,16.0
2020-09-15,15.0,19.9,34.9,42.9,13.9,77.3,17.0
2020-09-16,16.3,36.7,51.2,33.3,16.9,77.7,16.0
2020-09-17,117.1,46.7,160.7,185.9,13.8,80.4,17.0
2020-09-18,19.1,27.6,46.6,32.9,11.7,82.8,16.0
2020-09-19,12.8,30.9,43.6,21.2,14.2,82.8,16.0
2020-09-20,56.0,24.9,72.9,18.0,12.2,86.0,16.0
2020-09-21,52.6,40.1,92.7,14.3,8.8,81.0,16.0
2020-09-22,196.0,47.4,237.5,15.3,15.7,85.3,16.0
2020-09-23,25.0,33.3,58.3,18.1,5.7,85.6,19.0
2020-09-24,19.7,27.3,46.6,20.3,7.5,81.1,20.0
2020-09-25,20.6,36.7,57.2,22.0,8.1,85.1,20.0
2020-09-26,11.1,27.3,38.4,17.9,7.7,88.3,18.0
2020-09-27,7.9,13.5,19.8,34.1,13.5,85.0,18.0
2020-09-28,15.5,25.1,40.6,25.9,11.6,79.7,15.0
2020-09-29,9.3,11.1,20.4,22.4,10.1,76.4,15.0
2020-09-30,53.0,56.9,109.9,20.0,10.1,76.2,14.0
2020-10-01,247.8,48.9,296.7,16.6,8.6,82.4,16.0
2020-10-02,272.6,42.5,315.1,19.4,9.8,85.4,16.0
2020-10-03,129.1,41.4,157.3,15.2,9.9,84.5,18.0
2020-10-04,18.0,26.2,44.3,15.2,9.4,87.0,19.0
2020-10-05,19.8,40.4,59.0,19.5,6.2,81.6,21.0
2020-10-06,20.8,35.3,54.9,17.6,6.1,84.0,18.0
2020-10-07,51.7,48.3,100.1,25.3,8.5,75.1,18.0
2020-10-08,14.5,33.3,47.8,18.1,8.2,78.0,16.0
2020-10-09,6.7,7.8,14.5,25.5,8.7,67.3,16.0
2020-10-10,4.5,4.7,9.2,19.2,7.2,62.6,17.0
2020-10-11,5.0,3.7,8.6,22.4,9.6,75.5,17.0
2020-10-12,9.4,11.3,20.7,55.9,13.0,85.3,17.0
2020-10-13,25.3,40.4,61.9,26.8,12.4,87.8,16.0
2020-10-14,69.0,36.7,105.5,11.1,6.1,86.6,17.0
2020-10-15,31.5,41.7,73.2,24.1,9.7,85.9,15.0
2020-10-16,31.6,33.5,64.2,10.8,7.3,79.9,16.0
2020-10-17,83.0,37.2,116.1,15.4,9.7,80.8,16.0
2020-10-18,39.0,27.1,58.3,15.4,7.8,83.1,16.0
2020-10-19,24.5,27.7,52.1,33.1,17.3,82.5,21.0
2020-10-20,22.9,35.1,58.1,18.8,8.1,77.6,21.0
2020-10-21,36.5,41.7,71.3,25.3,9.0,83.6,21.0
2020-10-22,106.5,28.7,135.2,14.5,8.9,83.1,20.0
2020-10-23,43.4,29.6,67.2,9.7,5.2,84.3,18.0
2020-10-24,6.4,4.9,11.3,11.6,3.8,86.7,19.0
2020-10-25,3.7,2.6,6.2,11.4,3.2,83.1,20.0
2020-10-26,15.8,15.1,28.4,8.3,5.1,82.6,20.0
2020-10-27,102.1,27.6,125.7,21.6,5.4,84.2,22.0
2020-10-28,54.3,23.0,77.3,14.9,7.1,86.3,18.0
2020-10-29,11.5,11.5,23.0,18.4,7.1,79.7,19.0
2020-10-30,15.2,17.1,31.7,14.4,6.5,82.9,20.0
2020-10-31,14.4,14.9,29.0,20.2,9.0,82.0,21.0
2020-11-01,8.0,29.0,37.0,30.0,9.6,83.0,21.0
