Date,NO,NO2,NOx,PM10,PM2.5,RH,Temp
2018-08-27,175.6,61.1,234.8,31.7,39.6,84.8,15.0
2018-08-28,115.1,51.8,167.0,28.4,25.5,87.8,15.0
2018-08-29,34.8,50.0,81.7,22.4,27.7,90.8,17.0
2018-08-30,48.2,43.4,81.2,20.9,24.1,90.2,17.0
2018-08-31,73.4,57.2,119.5,20.8,28.3,90.3,16.0
2018-09-01,69.1,37.0,104.0,18.8,18.8,91.1,17.0
2018-09-02,7.9,15.7,23.0,29.5,14.9,87.4,16.0
2018-09-03,74.0,67.3,141.3,22.5,18.6,86.7,13.0
2018-09-04,122.9,55.8,178.7,15.9,17.8,89.1,13.0
2018-09-05,22.6,37.1,59.6,22.3,17.4,74.9,15.0
2018-09-06,20.6,40.7,55.9,9.6,18.5,84.4,12.0
2018-09-07,15.6,24.1,38.4,21.5,16.8,71.0,14.0
2018-09-08,12.3,16.5,27.8,17.2,28.2,75.1,16.0
2018-09-09,6.5,11.6,16.7,15.3,18.4,69.9,14.0
2018-09-10,23.3,38.1,56.8,11.8,17.4,84.4,13.0
2018-09-11,43.2,58.4,101.6,21.3,25.4,84.5,15.0
2018-09-12,168.7,45.5,210.3,23.5,40.5,88.0,16.0
2018-09-13,18.9,33.8,52.7,21.8,20.7,82.7,15.0
2018-09-14,17.9,32.1,46.8,18.5,12.1,78.2,17.0
2018-09-15,9.8,32.3,40.6,18.2,14.2,84.0,17.0
2018-09-16,5.2,7.0,12.3,13.9,29.1,82.3,16.0
2018-09-17,14.1,18.8,32.3,17.8,15.5,88.2,17.0
2018-09-18,20.4,40.0,54.9,15.5,19.7,88.8,17.0
2018-09-19,8.0,29.0,32.0,15.2,7.4,84.6,18.0
2018-09-20,34.5,39.0,73.5,16.9,13.5,81.3,20.0
2018-09-21,39.2,45.2,80.4,24.7,17.4,83.3,17.0
2018-09-22,15.0,33.9,46.9,15.7,16.9,87.9,17.0
2018-09-23,16.2,24.4,37.4,25.5,21.9,87.5,16.0
2018-09-24,28.2,35.0,63.2,18.3,17.4,85.6,16.0
2018-09-25,16.6,21.4,37.9,25.9,18.1,69.0,13.0
2018-09-26,14.0,22.8,34.9,25.4,11.7,74.2,15.0
2018-09-27,61.0,56.1,117.1,19.5,19.6,78.0,15.0
2018-09-28,123.5,49.9,173.4,18.0,20.7,83.3,16.0
2018-09-29,72.7,45.8,112.2,19.6,25.2,82.5,16.0
2018-09-30,86.1,39.1,120.8,26.4,21.1,84.8,18.0
2018-10-01,18.1,40.5,57.0,14.2,27.7,72.6,17.0
2018-10-02,25.5,37.4,61.9,14.4,40.8,87.8,18.0
2018-10-03,51.7,44.6,81.6,18.2,25.2,87.9,16.0
2018-10-04,135.2,39.4,171.5,18.8,28.4,87.3,16.0
2018-10-05,204.3,53.2,248.2,19.5,17.1,88.8,19.0
2018-10-06,67.4,38.5,105.6,23.5,15.2,85.7,17.0
2018-10-07,68.0,37.3,105.3,28.2,14.5,83.5,18.0
2018-10-08,46.4,44.4,90.8,22.7,14.6,81.1,18.0
2018-10-09,125.2,51.4,176.6,19.0,27.2,83.1,16.0
2018-10-10,84.7,54.6,137.1,22.4,15.2,73.7,17.0
2018-10-11,308.3,64.1,372.5,22.2,16.6,88.7,17.0
2018-10-12,23.3,36.5,59.8,35.9,28.2,85.8,16.0
2018-10-13,13.7,31.0,44.7,22.1,15.2,84.1,13.0
2018-10-14,21.9,33.4,55.3,19.9,17.7,82.1,16.0
2018-10-15,239.6,51.7,290.5,21.9,33.7,85.4,18.0
2018-10-16,70.7,44.2,113.6,20.2,16.8,82.2,15.0
2018-10-17,22.2,35.2,57.2,15.7,26.5,83.6,15.0
2018-10-18,25.0,40.4,63.6,22.3,13.6,84.1,16.0
2018-10-19,226.3,39.3,265.7,22.1,35.7,87.1,18.0
2018-10-20,145.6,38.9,180.8,21.6,18.1,85.2,20.0
2018-10-21,14.6,30.6,45.2,20.2,11.7,83.0,20.0
2018-10-22,19.1,27.9,47.0,16.5,19.7,86.6,20.0
2018-10-23,107.1,46.8,154.0,16.9,19.2,85.0,20.0
2018-10-24,161.8,46.7,202.7,19.3,12.4,84.8,19.0
2018-10-25,124.3,48.8,170.2,20.3,11.5,83.3,19.0
2018-10-26,25.1,39.3,61.5,25.2,14.1,87.2,18.0
2018-10-27,13.2,29.7,42.3,20.0,9.8,88.8,19.0
2018-10-28,13.4,30.2,40.9,11.9,18.2,88.5,19.0
2018-10-29,24.4,28.1,52.5,30.3,13.7,83.8,18.0
2018-10-30,46.8,49.6,96.5,45.4,21.9,83.5,15.0
2018-10-31,52.5,42.9,95.4,25.1,24.0,85.5,19.0
2018-11-01,30.2,37.5,67.8,26.1,18.1,80.0,15.0
2018-11-02,36.7,37.8,74.5,39.7,27.1,69.1,18.0
2018-11-03,22.9,25.6,48.4,30.4,9.5,80.4,19.0
2018-11-04,6.9,6.2,12.2,34.6,20.5,86.6,18.0
2018-11-05,36.6,38.3,74.9,24.0,12.6,77.9,18.0
2018-11-06,86.8,44.4,131.2,40.7,16.4,81.9,21.0
2018-11-07,182.6,33.4,216.1,43.7,38.5,86.5,19.0
2018-11-08,40.2,29.5,69.7,24.7,14.7,89.3,20.0
2018-11-09,13.8,22.8,36.6,21.7,19.0,88.2,21.0
2018-11-10,16.4,32.1,48.5,29.1,26.9,87.0,17.0
2018-11-11,16.9,25.1,38.5,24.9,36.2,88.9,17.0
2018-11-12,49.8,38.8,88.6,17.1,12.7,89.6,20.0
2018-11-13,56.2,30.1,86.3,19.9,16.7,82.8,20.0
2018-11-14,153.4,39.3,192.7,18.6,11.7,84.5,19.0
2018-11-15,11.0,12.6,23.5,18.9,10.6,73.9,19.0
2018-11-16,97.7,34.0,129.6,13.7,3.2,83.6,19.0
2018-11-17,79.5,34.0,107.1,20.2,3.9,82.6,20.0
2018-11-18,18.1,21.5,37.0,26.1,3.9,82.5,21.0
2018-11-19,25.5,31.4,55.6,23.2,2.6,86.6,17.0
2018-11-20,98.1,44.3,142.4,21.6,2.2,84.1,16.0
2018-11-21,42.2,35.5,77.2,13.1,3.2,83.7,17.0
2018-11-22,104.9,49.2,154.1,11.6,3.4,87.5,18.0
2018-11-23,187.7,45.9,233.6,18.6,3.3,83.8,19.0
2018-11-24,7.2,6.3,12.1,17.9,2.5,89.2,17.0
2018-11-25,12.6,27.4,37.9,50.7,4.0,90.6,20.0
2018-11-26,149.4,44.8,194.2,40.1,4.3,88.0,21.0
2018-11-27,34.2,37.2,64.1,17.0,3.8,88.8,20.0
2018-11-28,51.0,32.5,83.5,21.9,5.2,82.8,23.0
2018-11-29,45.0,39.5,84.5,23.3,5.3,85.3,21.0
2018-11-30,9.6,7.1,16.6,24.9,4.2,82.1,20.0
2018-12-01,4.4,0.7,5.1,51.6,15.8,88.3,19.0
2018-12-02,4.4,-0.7,3.5,31.9,13.1,87.8,21.0
2018-12-03,27.8,20.6,45.4,20.6,8.6,89.2,20.0
2018-12-04,32.4,37.9,70.2,28.3,9.8,89.2,21.0
2018-12-05,40.8,31.7,72.3,31.5,11.6,84.3,20.0
2018-12-06,34.0,28.0,61.1,24.2,9.1,79.0,17.0
2018-12-07,83.7,31.7,109.7,23.1,6.7,84.4,19.0
2018-12-08,28.8,19.8,48.6,25.1,6.7,81.2,20.0
2018-12-09,6.7,5.1,10.8,27.7,10.7,74.0,21.0
2018-12-10,18.4,20.9,33.1,27.3,13.0,78.1,22.0
2018-12-11,65.3,32.5,97.8,27.8,13.8,85.3,21.0
2018-12-12,32.8,25.3,58.1,35.6,7.8,83.8,20.0
2018-12-13,71.6,24.8,96.4,18.1,6.2,79.0,22.0
2018-12-14,12.5,34.9,45.2,23.4,7.6,85.0,21.0
2018-12-15,9.5,26.6,33.7,12.6,6.3,85.1,21.0
2018-12-16,26.4,16.9,43.3,12.3,4.2,86.8,23.0
2018-12-17,87.5,29.2,116.7,15.3,7.0,83.0,23.0
2018-12-18,41.7,23.9,65.6,15.2,6.5,84.5,25.0
2018-12-19,57.7,26.4,84.1,27.5,7.1,85.0,23.0
2018-12-20,44.0,46.5,90.5,14.3,5.6,88.6,21.0
2018-12-21,47.7,28.9,76.6,18.5,6.2,86.7,20.0
2018-12-22,26.7,25.1,51.8,13.6,4.1,84.0,22.0
2018-12-23,7.2,18.5,24.2,10.8,5.3,90.3,20.0
2018-12-24,5.7,22.7,27.8,19.0,7.1,91.0,20.0
2018-12-25,2.7,9.5,11.6,23.3,6.4,88.7,21.0
2018-12-26,4.6,4.2,8.5,33.5,13.9,86.4,22.0
2018-12-27,18.0,18.9,36.9,29.0,11.9,73.9,21.0
2018-12-28,27.7,24.9,52.6,29.6,6.6,76.1,23.0
2018-12-29,20.9,16.4,37.2,18.2,7.8,83.3,23.0
2018-12-30,16.6,14.8,31.4,15.5,8.2,85.3,24.0
2018-12-31,14.7,14.8,27.9,21.0,10.2,79.9,22.0
2019-01-01,5.4,12.8,17.2,21.5,10.3,78.7,22.0
2019-01-02,7.6,10.5,16.8,15.8,6.0,82.0,24.0
2019-01-03,19.6,15.1,34.8,22.3,8.0,81.7,24.0
2019-01-04,9.5,6.0,14.9,25.3,10.6,78.6,23.0
2019-01-05,38.9,22.8,61.8,36.9,11.5,80.4,24.0
2019-01-06,17.0,10.9,27.5,14.2,8.1,86.6,25.0
2019-01-07,32.4,26.4,54.9,22.0,9.0,80.4,26.0
2019-01-08,12.0,13.7,25.3,17.7,8.1,78.8,24.0
2019-01-09,24.5,23.4,47.8,20.4,9.7,81.0,23.0
2019-01-10,12.4,15.8,23.0,20.4,10.6,85.3,25.0
2019-01-11,44.1,19.9,64.0,24.1,9.9,86.9,27.0
2019-01-12,9.9,12.3,22.1,23.1,11.5,75.9,25.0
2019-01-13,7.4,8.6,14.8,27.2,11.5,78.9,25.0
2019-01-14,23.3,25.7,46.0,23.9,7.4,84.1,21.0
2019-01-15,33.4,30.6,64.1,17.1,6.4,85.3,20.0
2019-01-16,66.7,33.6,100.3,21.6,9.1,83.0,24.0
2019-01-17,14.3,11.8,24.4,29.5,8.7,75.9,24.0
2019-01-18,23.0,18.1,41.1,19.3,9.0,82.7,24.0
2019-01-19,18.7,17.4,35.0,18.2,9.6,82.4,25.0
2019-01-20,7.4,8.6,15.8,27.8,12.6,81.6,24.0
2019-01-21,33.2,23.2,56.4,25.6,10.8,70.6,23.0
2019-01-22,13.5,9.7,22.0,27.6,13.2,71.6,23.0
2019-01-23,55.2,28.6,83.8,36.3,7.8,78.0,24.0
2019-01-24,27.1,15.1,41.2,78.9,12.0,84.7,22.0
2019-01-25,29.6,25.0,54.6,36.2,9.8,81.8,23.0
2019-01-26,20.8,17.7,38.3,18.4,6.8,75.4,23.0
2019-01-27,12.9,9.8,22.6,14.9,6.0,84.6,23.0
2019-01-28,8.3,5.2,13.6,14.3,6.3,87.9,26.0
2019-01-29,14.1,21.6,35.7,29.0,10.9,82.6,28.0
2019-01-30,22.1,18.1,40.1,28.3,12.3,82.5,25.0
2019-01-31,12.3,17.2,27.7,23.7,13.8,79.9,23.0
2019-02-01,33.8,33.6,62.9,29.2,9.3,76.2,24.0
2019-02-02,44.9,21.6,64.3,33.5,9.8,85.2,26.0
2019-02-03,4.0,2.2,5.9,28.4,11.2,70.4,23.0
2019-02-04,20.4,19.7,40.1,28.0,9.0,75.6,24.0
2019-02-05,109.0,29.6,132.4,37.7,11.6,83.8,25.0
2019-02-06,19.2,20.9,37.3,20.5,10.9,85.3,27.0
2019-02-07,19.7,16.4,36.1,17.6,6.7,73.0,20.0
2019-02-08,11.5,14.6,23.7,22.1,6.4,71.5,21.0
2019-02-09,5.6,17.1,20.0,23.9,6.9,72.1,23.0
2019-02-10,21.2,25.4,43.0,17.7,6.2,79.3,25.0
2019-02-11,61.1,31.4,92.5,23.3,6.9,80.7,27.0
2019-02-12,43.4,23.3,65.5,23.4,6.3,85.5,26.0
2019-02-13,51.2,21.6,72.7,18.4,6.7,82.9,26.0
2019-02-14,50.6,28.2,70.3,20.0,4.9,84.5,25.0
2019-02-15,52.2,21.4,73.0,22.4,7.3,83.4,26.0
2019-02-16,7.8,12.7,16.9,36.0,9.2,73.8,23.0
2019-02-17,17.3,16.2,33.4,26.5,8.9,81.1,23.0
2019-02-18,106.0,35.5,141.5,30.1,8.5,83.2,23.0
2019-02-19,36.9,32.6,68.5,17.9,5.2,74.1,24.0
2019-02-20,105.6,28.4,134.0,23.1,6.2,82.8,23.0
2019-02-21,16.7,10.0,25.7,19.2,7.4,83.6,24.0
2019-02-22,17.5,18.6,36.1,19.6,7.1,89.4,22.0
2019-02-23,17.7,23.4,39.6,20.4,7.9,90.1,21.0
2019-02-24,22.7,28.1,50.8,20.0,6.5,80.4,22.0
2019-02-25,27.4,26.7,54.1,21.7,5.2,63.4,22.0
2019-02-26,58.1,38.2,96.3,13.0,3.8,62.9,22.0
2019-02-27,135.1,38.5,173.6,17.1,5.4,78.2,23.0
2019-02-28,13.2,22.6,29.3,22.5,8.5,76.7,21.0
2019-03-01,15.3,31.6,38.4,52.2,7.4,69.1,21.0
2019-03-02,43.7,42.3,85.9,19.8,7.1,73.6,21.0
2019-03-03,51.8,30.1,74.8,23.2,5.7,78.1,25.0
2019-03-04,3.0,6.5,9.6,19.3,7.0,85.7,24.0
2019-03-05,13.5,14.8,24.8,14.8,4.5,76.6,22.0
2019-03-06,135.4,36.1,171.5,21.5,6.9,83.7,23.0
2019-03-07,146.4,43.4,188.4,19.8,6.8,82.5,23.0
2019-03-08,38.7,41.3,80.0,17.3,7.6,86.8,23.0
2019-03-09,30.0,26.1,50.0,19.4,7.9,87.6,19.0
2019-03-10,13.6,20.5,29.6,16.2,6.5,83.4,23.0
2019-03-11,175.6,40.7,216.4,37.2,10.1,86.5,23.0
2019-03-12,123.3,34.4,152.7,45.3,6.9,83.7,22.0
2019-03-13,92.0,33.2,119.8,24.8,4.8,83.1,25.0
2019-03-14,87.9,31.9,119.2,20.7,5.0,89.0,25.0
2019-03-15,29.4,28.9,58.4,21.6,4.6,84.1,23.0
2019-03-16,47.0,23.7,65.5,15.5,6.5,84.9,24.0
2019-03-17,31.8,18.7,45.0,18.7,8.5,85.9,24.0
2019-03-18,19.0,21.4,40.4,21.8,7.3,82.2,22.0
2019-03-19,22.0,28.9,49.7,16.7,6.9,87.0,20.0
2019-03-20,69.7,37.4,101.3,21.9,8.5,77.5,22.0
2019-03-21,202.1,38.3,240.4,26.9,10.6,85.8,23.0
2019-03-22,80.8,25.3,106.1,13.2,5.9,86.6,23.0
2019-03-23,69.1,33.1,90.5,18.3,9.2,88.7,24.0
2019-03-24,5.8,19.7,23.9,13.6,6.8,88.8,22.0
2019-03-25,23.6,22.3,44.2,13.6,4.5,72.8,22.0
2019-03-26,166.9,47.5,201.2,25.1,7.0,82.0,23.0
2019-03-27,57.2,39.6,94.2,20.7,7.0,75.3,23.0
2019-03-28,53.4,35.0,88.5,14.2,5.3,88.3,22.0
2019-03-29,9.4,9.7,18.8,42.9,5.9,80.1,23.0
2019-03-30,7.8,11.7,19.5,19.6,7.1,77.3,22.0
2019-03-31,5.2,3.6,8.4,27.7,9.7,82.6,23.0
2019-04-01,21.5,25.3,46.7,25.2,11.0,88.3,22.0
2019-04-02,40.5,40.7,81.2,21.1,9.4,86.6,20.0
2019-04-03,47.2,37.1,82.2,14.9,6.1,79.2,18.0
2019-04-04,62.3,36.3,98.6,20.0,6.2,78.7,20.0
2019-04-05,136.8,47.3,182.9,76.3,12.2,80.9,21.0
2019-04-06,65.1,35.5,100.5,15.4,8.1,87.5,17.0
2019-04-07,11.7,14.5,24.0,18.2,6.6,87.8,13.0
2019-04-08,9.4,18.7,28.1,14.7,6.7,78.0,16.0
2019-04-09,128.9,48.7,177.6,16.8,6.5,77.0,21.0
2019-04-10,212.8,43.1,255.9,17.4,5.4,83.0,21.0
2019-04-11,39.8,34.6,74.4,22.0,7.0,81.3,21.0
2019-04-12,30.0,33.2,63.2,24.5,8.1,77.6,19.0
2019-04-13,26.3,34.7,61.0,17.8,8.9,79.0,17.0
2019-04-14,61.5,37.7,92.9,19.9,8.8,80.8,19.0
2019-04-15,281.5,47.4,328.9,27.5,8.8,86.2,19.0
2019-04-16,123.2,53.8,160.1,24.7,9.6,84.1,19.0
2019-04-17,129.3,47.2,176.5,18.4,10.2,84.5,18.0
2019-04-18,96.0,55.7,139.8,19.7,11.1,81.5,19.0
2019-04-19,92.0,49.3,127.6,21.0,14.2,84.9,19.0
2019-04-20,91.9,48.5,116.6,25.0,18.5,84.2,19.0
2019-04-21,76.1,34.0,110.1,33.8,17.9,86.2,20.0
2019-04-22,35.5,41.5,77.0,7.9,6.7,88.3,18.0
2019-04-23,124.4,45.9,165.4,16.2,6.4,89.5,18.0
2019-04-24,91.9,35.9,127.9,16.5,6.6,86.9,19.0
2019-04-25,28.5,25.4,53.2,12.2,5.8,86.0,20.0
2019-04-26,33.8,35.0,63.0,14.9,6.2,86.4,21.0
2019-04-27,38.8,32.8,60.5,16.9,7.1,89.5,22.0
2019-04-28,65.1,40.3,100.0,14.5,8.7,88.2,19.0
2019-04-29,34.4,36.8,69.6,30.5,11.6,88.9,18.0
2019-04-30,28.7,43.9,72.6,23.7,11.9,78.8,18.0
2019-05-01,70.7,47.6,115.9,17.8,10.4,77.7,16.0
2019-05-02,168.3,47.8,216.1,25.6,10.9,83.4,18.0
2019-05-03,250.9,54.2,305.1,29.6,13.8,85.3,20.0
2019-05-04,112.5,35.7,142.3,20.8,13.6,88.6,18.0
2019-05-05,105.6,41.0,139.5,19.5,13.5,87.0,19.0
2019-05-06,307.5,47.1,354.6,28.7,10.8,87.8,18.0
2019-05-07,66.7,33.2,100.0,21.4,10.8,85.5,19.0
2019-05-08,138.9,57.0,195.9,23.9,10.1,78.6,19.0
2019-05-09,230.8,44.6,274.1,22.1,8.9,85.0,20.0
2019-05-10,76.0,49.1,117.7,21.4,10.5,87.6,21.0
2019-05-11,77.6,28.4,98.9,19.0,8.6,89.7,18.0
2019-05-12,6.5,21.0,27.5,28.2,13.6,87.6,20.0
2019-05-13,11.3,30.2,39.5,40.0,16.7,79.9,18.0
2019-05-14,153.0,62.9,215.9,40.6,14.0,85.3,17.0
2019-05-15,54.1,54.8,109.0,26.1,10.1,83.2,19.0
2019-05-16,17.3,28.0,45.3,20.9,10.3,79.9,18.0
2019-05-17,28.0,45.0,73.0,24.0,12.8,75.6,16.0
2019-05-18,47.0,41.2,80.5,23.8,11.1,85.8,18.0
2019-05-19,12.1,32.2,44.3,25.2,9.8,84.3,18.0
2019-05-20,24.2,39.1,59.3,22.9,9.5,83.4,17.0
2019-05-21,37.2,50.6,87.8,14.6,5.8,85.4,17.0
2019-05-22,47.9,55.5,103.4,13.9,5.7,84.6,17.0
2019-05-23,121.8,51.2,169.9,13.7,7.5,88.5,17.0
2019-05-24,266.9,54.3,316.6,29.8,17.2,87.2,17.0
2019-05-25,208.8,53.7,248.2,36.8,31.9,88.6,17.0
2019-05-26,80.6,48.5,104.7,33.0,27.3,87.3,18.0
2019-05-27,65.9,41.3,94.4,18.7,12.0,86.9,19.0
2019-05-28,18.6,30.5,49.1,22.3,11.6,88.3,19.0
2019-05-29,129.4,62.9,191.1,38.4,19.8,81.7,19.0
2019-05-30,225.4,57.3,282.6,21.8,8.2,82.4,20.0
2019-05-31,40.7,53.5,94.2,16.8,10.1,86.0,17.0
2019-06-01,21.7,39.5,61.2,19.4,8.2,75.6,14.0
2019-06-02,29.8,43.6,73.4,25.1,21.3,87.3,14.0
2019-06-03,89.1,50.6,137.6,33.0,37.7,87.1,14.0
2019-06-04,124.6,58.3,182.9,22.7,24.0,81.2,16.0
2019-06-05,22.5,49.3,71.8,26.9,13.2,88.0,16.0
2019-06-06,23.4,40.9,61.9,21.6,7.7,88.2,14.0
2019-06-07,43.3,49.5,92.8,19.7,9.5,88.1,13.0
2019-06-08,6.0,7.8,13.3,41.5,19.7,70.2,16.0
2019-06-09,83.7,58.0,138.9,40.0,29.3,74.4,16.0
2019-06-10,81.6,62.7,144.3,29.3,15.6,84.7,16.0
2019-06-11,117.6,56.1,165.6,25.4,22.6,88.5,16.0
2019-06-12,302.2,62.1,364.2,34.3,28.8,87.8,16.0
2019-06-13,286.9,66.9,351.4,35.0,30.7,89.2,16.0
2019-06-14,181.6,54.2,229.7,25.5,21.1,89.4,17.0
2019-06-15,18.3,30.1,48.3,13.3,8.0,86.1,17.0
2019-06-16,14.0,29.8,43.8,20.8,9.3,81.4,16.0
2019-06-17,112.2,71.6,183.8,24.7,11.9,82.1,15.0
2019-06-18,156.3,69.6,225.9,48.4,45.8,82.8,14.0
2019-06-19,381.6,66.5,448.2,43.7,36.3,87.1,14.0
2019-06-20,10.0,13.3,22.2,16.7,7.2,88.5,15.0
2019-06-21,63.8,58.8,122.6,28.5,23.3,89.3,16.0
2019-06-22,140.0,55.8,184.4,44.0,42.2,87.4,14.0
2019-06-23,69.0,47.9,93.0,43.0,38.1,87.4,15.0
2019-06-24,223.3,63.1,286.4,15.9,9.3,88.1,15.0
2019-06-25,143.8,53.5,180.6,35.1,35.3,84.5,15.0
2019-06-26,306.1,57.6,349.9,42.9,44.5,87.7,14.0
2019-06-27,382.4,65.7,448.1,42.8,40.3,87.4,14.0
2019-06-28,382.6,70.6,453.2,43.6,39.0,86.9,15.0
2019-06-29,118.8,48.8,161.5,32.3,28.7,83.9,15.0
2019-06-30,62.9,34.5,94.3,30.4,23.8,86.3,14.0
2019-07-01,85.4,60.8,146.3,20.8,9.9,89.1,16.0
2019-07-02,18.3,35.2,53.5,23.3,9.0,86.1,16.0
2019-07-03,10.7,16.1,26.4,36.4,15.1,88.7,17.0
2019-07-04,12.9,25.8,35.3,23.4,11.3,90.5,17.0
2019-07-05,113.0,54.6,164.0,22.6,19.2,88.6,12.0
2019-07-06,91.3,45.0,127.1,35.6,32.3,87.3,14.0
2019-07-07,138.0,45.1,172.3,32.0,30.4,87.6,13.0
2019-07-08,26.0,41.7,67.7,28.3,15.1,86.9,15.0
2019-07-09,148.3,68.3,216.6,30.9,33.2,88.8,14.0
2019-07-10,93.0,61.9,135.2,22.5,17.3,89.8,15.0
2019-07-11,97.9,59.1,144.6,28.0,22.7,90.2,17.0
2019-07-12,289.5,51.5,332.7,27.6,12.3,89.4,15.0
2019-07-13,117.8,52.2,170.1,25.8,12.0,89.3,17.0
2019-07-14,12.4,28.2,40.7,21.1,9.6,85.7,17.0
2019-07-15,98.5,69.6,168.2,21.1,8.3,84.2,16.0
2019-07-16,53.1,54.3,107.4,22.8,16.3,85.8,15.0
2019-07-17,23.3,45.5,68.3,79.0,12.4,85.4,15.0
2019-07-18,234.8,70.7,305.5,30.4,29.3,86.4,16.0
2019-07-19,34.7,59.3,93.9,23.1,11.1,87.3,15.0
2019-07-20,50.0,52.5,102.5,18.9,12.3,88.0,15.0
2019-07-21,75.4,55.7,127.5,36.9,31.2,89.6,15.0
2019-07-22,298.0,54.6,345.1,33.8,27.2,88.5,16.0
2019-07-23,306.0,63.0,369.0,31.3,34.1,89.5,15.0
2019-07-24,256.3,54.7,310.3,42.8,44.2,88.4,15.0
2019-07-25,245.2,46.7,291.9,30.6,39.3,88.6,14.0
2019-07-26,13.0,31.3,44.3,14.9,5.1,86.3,15.0
2019-07-27,33.9,44.9,73.6,17.2,8.5,86.7,16.0
2019-07-28,45.5,39.9,82.4,15.8,9.0,85.2,15.0
2019-07-29,23.3,39.5,62.9,17.3,7.5,86.4,16.0
2019-07-30,86.6,59.8,146.4,53.2,14.9,89.6,16.0
2019-07-31,74.7,68.7,139.1,18.6,10.0,84.9,13.0
2019-08-01,137.8,57.6,195.4,27.8,11.8,87.6,12.0
2019-08-02,15.5,30.5,46.0,36.1,14.8,78.2,15.0
2019-08-03,8.0,14.1,20.7,30.3,9.9,77.7,13.0
2019-08-04,7.2,12.0,18.7,19.0,10.6,82.2,14.0
2019-08-05,16.3,28.3,44.6,26.6,10.5,73.5,12.0
2019-08-06,120.8,69.5,190.2,18.6,12.3,82.7,14.0
2019-08-07,219.6,73.3,289.1,18.9,9.1,85.5,15.0
2019-08-08,55.3,68.5,118.5,20.2,13.3,88.1,16.0
2019-08-09,36.0,53.0,88.5,10.8,7.4,89.2,14.0
2019-08-10,20.7,47.4,68.1,36.4,17.7,85.3,18.0
2019-08-11,8.8,20.4,28.5,35.9,15.1,82.3,19.0
2019-08-12,33.1,57.9,91.0,30.3,11.4,86.7,16.0
2019-08-13,14.8,22.8,37.7,19.5,8.3,87.2,15.0
2019-08-14,16.9,38.8,55.2,19.7,13.4,79.8,15.0
2019-08-15,135.4,55.6,187.6,25.4,22.2,86.9,14.0
2019-08-16,35.5,57.2,92.7,14.8,7.0,86.6,15.0
2019-08-17,26.2,41.5,65.2,21.3,7.4,88.4,16.0
2019-08-18,7.7,31.6,38.0,14.2,7.3,88.3,11.0
2019-08-19,56.7,51.2,107.9,14.9,5.6,74.6,12.0
2019-08-20,12.5,13.0,25.5,20.4,10.6,88.6,14.0
2019-08-21,24.5,45.2,68.2,21.2,9.2,86.5,15.0
2019-08-22,29.4,50.5,74.8,29.2,19.9,86.5,15.0
2019-08-23,63.5,60.7,124.3,17.0,12.7,87.1,13.0
2019-08-24,8.5,22.1,30.7,21.4,10.5,81.9,15.0
2019-08-25,6.9,15.4,21.0,20.6,9.5,83.1,16.0
2019-08-26,13.9,22.4,36.3,26.2,14.8,80.9,16.0
2019-08-27,31.4,46.2,77.6,24.3,16.9,77.8,15.0
2019-08-28,54.1,59.9,113.6,25.1,15.8,83.0,15.0
2019-08-29,130.2,50.2,173.8,18.1,12.4,87.8,15.0
2019-08-30,284.4,69.0,353.4,27.7,9.8,85.6,16.0
2019-08-31,13.6,39.7,52.0,20.2,14.6,86.4,14.0
2019-09-01,61.1,50.9,98.3,31.1,28.2,86.9,14.0
2019-09-02,139.4,41.2,178.2,64.7,22.1,85.7,15.0
2019-09-03,9.1,14.0,23.2,17.0,7.0,90.1,15.0
2019-09-04,16.2,23.0,39.2,29.1,10.8,89.9,16.0
2019-09-05,12.1,41.2,52.7,22.4,9.3,87.3,16.0
2019-09-06,19.1,47.7,66.8,25.3,11.8,82.2,14.0
2019-09-07,10.9,36.9,46.4,26.3,12.8,81.3,16.0
2019-09-08,10.8,42.1,52.9,32.5,15.7,87.6,17.0
2019-09-09,69.2,40.7,109.8,25.3,17.6,89.4,15.0
2019-09-10,12.9,24.4,32.4,11.0,5.9,85.7,14.0
2019-09-11,46.1,43.8,83.2,17.5,7.7,81.4,15.0
2019-09-12,25.6,39.9,65.5,22.3,9.5,79.7,16.0
2019-09-13,79.6,54.6,134.2,19.9,8.9,82.6,16.0
2019-09-14,9.2,34.2,43.4,38.2,9.7,86.7,16.0
2019-09-15,61.2,49.8,103.2,26.2,18.3,86.1,17.0
2019-09-16,49.2,42.0,90.5,25.4,13.4,87.7,16.0
2019-09-17,18.7,28.2,46.7,25.5,10.7,84.4,18.0
2019-09-18,15.9,39.6,55.5,24.3,11.7,71.4,16.0
2019-09-19,29.8,52.1,81.9,19.8,9.1,88.4,15.0
2019-09-20,183.4,47.9,230.1,26.9,13.3,84.2,16.0
2019-09-21,133.2,46.3,179.5,40.5,16.0,85.9,17.0
2019-09-22,23.0,29.2,52.2,14.6,8.8,84.2,15.0
2019-09-23,61.2,65.9,127.1,18.1,7.7,72.1,17.0
2019-09-24,18.8,27.8,46.6,36.9,11.0,85.4,16.0
2019-09-25,18.0,26.7,42.9,35.0,10.1,74.6,15.0
2019-09-26,11.6,16.9,26.8,26.8,9.7,69.9,14.0
2019-09-27,18.6,27.8,46.4,22.2,10.2,77.6,16.0
2019-09-28,30.7,43.3,74.0,18.8,7.5,83.7,16.0
2019-09-29,26.8,31.3,58.0,16.3,6.9,87.5,19.0
