Date,PM10,TEMP,Temp,WS
2019-12-08,25.9,24.0,,3.8
2019-12-09,27.8,20.0,,1.9
2019-12-10,22.0,22.0,,1.8
2019-12-11,21.8,22.0,,1.8
2019-12-12,35.0,25.0,,1.3
2019-12-13,31.0,22.0,,2.0
2019-12-14,25.6,21.0,,1.6
2019-12-15,18.4,22.0,,2.8
2019-12-16,80.4,23.0,,4.1
2019-12-17,26.6,22.0,,4.8
2019-12-18,41.1,19.0,,3.8
2019-12-19,35.3,20.0,,1.6
2019-12-20,30.1,22.0,,1.6
2019-12-21,20.5,20.0,,1.9
2019-12-22,28.1,21.0,,2.5
2019-12-23,29.9,20.0,,1.9
2019-12-24,38.6,22.0,,1.6
2019-12-25,34.5,21.0,,1.5
2019-12-26,27.7,22.0,,1.3
2019-12-27,21.8,20.0,,1.8
2019-12-28,29.9,20.0,,2.4
2019-12-29,25.8,19.0,,1.9
2019-12-30,42.7,21.0,,2.3
2019-12-31,35.9,23.0,,1.3
2020-01-01,29.4,21.0,,1.6
