Date,lungs_unscaled,lungs_monthly,isPartial,scale,lungs
2019-02-08,0,12.0,,0.12,0.0
2019-02-09,0,12.0,,0.12,0.0
2019-02-10,0,36.0,False,0.36,0.0
2019-02-11,0,36.0,,0.36,0.0
2019-02-12,0,36.0,,0.36,0.0
2019-02-13,0,36.0,,0.36,0.0
2019-02-14,88,36.0,,0.36,31.68
2019-02-15,100,36.0,,0.36,36.0
2019-02-16,0,36.0,,0.36,0.0
2019-02-17,0,12.0,False,0.12,0.0
2019-02-18,0,12.0,,0.12,0.0
