Date,AQI,Temp,WS
2020-12-18,44.7,22,3.8
2020-12-19,46.16,24,4.1
2020-12-20,40.02,24,5.1
2020-12-21,35.24,24,4.0
2020-12-22,24.38,22,5.0
2020-12-23,24.16,23,4.7
2020-12-24,30.42,22,7.6
2020-12-25,41.64,20,6.0
2020-12-26,39.36,20,6.3
2020-12-27,25.38,19,6.5
2020-12-28,21.12,19,6.6
2020-12-29,26.4,20,7.3
2020-12-30,27.98,20,6.7
2020-12-31,28.38,23,3.5
2021-01-01,28.3,24,3.6
