Date,AQI,WS
2019-09-10,37.0,5.4
2019-09-11,23.0,4.1
2019-09-12,28.0,4.5
2019-09-13,30.0,5.1
2019-09-14,29.0,4.7
2019-09-15,26.0,3.4
2019-09-16,34.0,4.5
2019-09-17,26.0,7.3
2019-09-18,36.0,2.9
2019-09-19,36.0,2.5
2019-09-20,30.0,3.3
2019-09-21,38.0,4.5
2019-09-22,34.0,4.1
2019-09-23,33.0,4.9
2019-09-24,24.0,7.4
2019-09-25,31.0,7.7
2019-09-26,33.0,6.9
2019-09-27,33.0,6.7
2019-09-28,30.0,5.1
2019-09-29,23.0,4.9
2019-09-30,30.0,6.9
2019-10-01,32.0,7.4
2019-10-02,29.0,7.8
2019-10-03,38.0,5.0
2019-10-04,32.0,4.1
2019-10-05,23.0,5.9
2019-10-06,24.0,4.2
2019-10-07,26.0,4.5
2019-10-08,26.0,3.6
2019-10-09,25.0,4.3
2019-10-10,31.0,4.6
2019-10-11,32.0,3.2
2019-10-12,28.0,3.1
2019-10-13,27.0,2.9
2019-10-14,26.0,8.0
2019-10-15,30.0,7.8
2019-10-16,29.0,6.2
2019-10-17,31.0,5.1
2019-10-18,29.0,4.3
2019-10-19,35.0,6.3
2019-10-20,40.0,3.9
2019-10-21,32.0,6.8
2019-10-22,30.0,6.8
2019-10-23,33.0,8.6
2019-10-24,37.0,8.3
2019-10-25,43.0,5.7
2019-10-26,43.0,5.4
2019-10-27,39.0,5.0
2019-10-28,24.0,5.1
2019-10-29,23.0,4.0
2019-10-30,28.0,4.5
2019-10-31,43.0,4.0
2019-11-01,43.0,4.7
2019-11-02,35.0,4.1
2019-11-03,33.0,3.7
2019-11-04,29.0,3.3
2019-11-05,38.0,2.4
2019-11-06,59.0,3.4
2019-11-07,47.0,4.4
2019-11-08,38.0,5.1
2019-11-09,38.0,5.6
2019-11-10,36.0,5.8
2019-11-11,33.0,4.1
2019-11-12,31.0,4.2
2019-11-13,31.0,4.8
2019-11-14,31.0,6.5
2019-11-15,43.0,6.2
2019-11-16,45.0,5.6
2019-11-17,40.0,4.5
2019-11-18,52.0,4.7
2019-11-19,47.0,4.0
2019-11-20,26.0,4.9
2019-11-21,31.0,4.8
2019-11-22,33.0,4.5
2019-11-23,34.0,4.4
2019-11-24,51.0,4.7
2019-11-25,46.0,4.1
2019-11-26,45.0,4.0
2019-11-27,50.0,3.3
2019-11-28,61.0,4.0
2019-11-29,49.0,4.3
2019-11-30,35.0,4.5
2019-12-01,26.0,5.4
2019-12-02,24.0,5.1
2019-12-03,40.0,6.7
2019-12-04,57.0,2.9
2019-12-05,59.0,4.4
2019-12-06,86.0,4.5
2019-12-07,77.0,4.1
2019-12-08,43.0,4.9
2019-12-09,34.0,3.8
2019-12-10,30.0,3.8
2019-12-11,29.0,4.1
2019-12-12,37.0,4.0
2019-12-13,37.0,5.4
2019-12-14,27.0,4.5
2019-12-15,24.0,4.3
2019-12-16,24.0,4.3
2019-12-17,29.0,5.6
2019-12-18,43.0,7.1
2019-12-19,53.0,4.2
2019-12-20,42.0,7.0
2019-12-21,34.0,4.1
2019-12-22,24.0,4.9
2019-12-23,32.0,4.1
2019-12-24,47.0,4.7
2019-12-25,46.0,3.5
2019-12-26,36.0,3.8
2019-12-27,37.0,4.1
2019-12-28,28.0,4.8
2019-12-29,35.0,4.3
2019-12-30,37.0,4.9
2019-12-31,38.0,3.6
2020-01-01,40.0,3.7
2020-01-02,30.0,4.2
2020-01-03,40.0,6.1
2020-01-04,43.0,5.6
2020-01-05,42.0,6.2
2020-01-06,46.0,6.8
2020-01-07,51.0,4.7
2020-01-08,39.0,3.3
2020-01-09,28.0,3.7
2020-01-10,29.0,4.4
2020-01-11,28.0,2.7
2020-01-12,24.0,3.7
2020-01-13,24.0,3.2
2020-01-14,27.0,3.3
2020-01-15,19.0,3.6
2020-01-16,19.0,3.9
2020-01-17,15.0,3.6
2020-01-18,21.0,2.9
2020-01-19,23.0,4.1
2020-01-20,23.0,4.7
2020-01-21,24.0,3.1
2020-01-22,19.0,3.3
2020-01-23,15.0,4.4
2020-01-24,18.0,3.9
2020-01-25,19.0,4.2
2020-01-26,18.0,3.7
2020-01-27,18.0,3.9
2020-01-28,23.0,4.6
2020-01-29,22.0,4.7
2020-01-30,27.0,5.7
2020-01-31,25.0,5.0
2020-02-01,34.0,4.1
2020-02-02,34.0,4.3
2020-02-03,28.0,3.7
2020-02-04,23.0,4.9
2020-02-05,37.0,3.7
2020-02-06,38.0,4.0
2020-02-07,33.0,4.2
2020-02-08,37.0,4.1
2020-02-09,30.0,4.2
2020-02-10,33.0,3.5
2020-02-11,32.0,4.2
2020-02-12,23.0,3.3
2020-02-13,35.0,3.4
2020-02-14,36.0,4.5
2020-02-15,28.0,5.6
2020-02-16,31.0,5.8
2020-02-17,31.0,4.5
2020-02-18,30.0,3.7
2020-02-19,26.0,3.4
2020-02-20,24.0,3.3
2020-02-21,18.0,4.2
2020-02-22,18.0,4.8
2020-02-23,18.0,5.1
2020-02-24,17.0,3.7
2020-02-25,22.0,3.3
2020-02-26,24.0,3.5
2020-02-27,33.0,3.3
2020-02-28,34.0,3.6
2020-02-29,22.0,3.8
2020-03-01,30.0,4.4
2020-03-02,36.0,5.0
2020-03-03,28.0,5.2
2020-03-04,26.0,3.8
2020-03-05,32.0,4.4
2020-03-06,16.0,5.4
2020-03-07,14.0,4.8
2020-03-08,17.0,4.5
2020-03-09,19.0,4.6
2020-03-10,19.0,5.7
2020-03-11,17.0,5.1
2020-03-12,16.0,4.6
2020-03-13,22.0,4.0
2020-03-14,18.0,3.1
2020-03-15,18.0,4.2
2020-03-16,19.0,2.9
2020-03-17,26.0,5.7
2020-03-18,25.0,3.5
2020-03-19,26.0,5.0
2020-03-20,25.0,3.4
2020-03-21,21.0,2.5
2020-03-22,24.0,5.1
2020-03-23,21.0,5.1
2020-03-24,25.0,4.3
2020-03-25,25.0,3.5
2020-03-26,17.0,4.1
2020-03-27,17.0,5.1
2020-03-28,19.0,5.3
2020-03-29,17.0,3.6
2020-03-30,13.0,3.0
2020-03-31,15.0,2.4
2020-04-01,13.0,2.6
2020-04-02,13.0,3.5
2020-04-03,15.0,3.9
2020-04-04,14.0,4.4
2020-04-05,11.0,4.6
2020-04-06,14.0,3.6
2020-04-07,19.0,3.8
2020-04-08,14.0,4.3
2020-04-09,20.0,4.9
2020-04-10,19.0,3.8
2020-04-11,17.0,3.4
2020-04-12,14.0,4.2
2020-04-13,47.0,7.5
2020-04-14,56.0,6.5
2020-04-15,31.0,5.8
2020-04-16,22.0,6.0
2020-04-17,49.0,6.5
2020-04-18,49.0,6.4
2020-04-19,33.0,4.6
2020-04-20,25.0,2.3
2020-04-21,29.0,2.5
2020-04-22,23.0,2.5
2020-04-23,20.0,4.5
2020-04-24,20.0,3.4
2020-04-25,17.0,3.8
2020-04-26,20.0,3.3
2020-04-27,22.0,2.9
2020-04-28,30.0,3.9
2020-04-29,32.0,4.3
2020-04-30,29.0,2.6
2020-05-01,27.0,2.2
2020-05-02,25.0,4.3
2020-05-03,40.0,3.9
2020-05-04,39.0,5.6
2020-05-05,28.0,5.0
2020-05-06,25.0,4.9
2020-05-07,24.0,3.6
2020-05-08,27.0,3.2
2020-05-09,37.0,3.2
2020-05-10,39.0,4.1
2020-05-11,33.0,4.1
2020-05-12,17.0,4.8
2020-05-13,23.0,4.5
2020-05-14,25.0,3.5
2020-05-15,35.0,2.5
2020-05-16,35.0,2.9
2020-05-17,39.0,4.0
2020-05-18,27.0,3.1
2020-05-19,24.0,2.9
2020-05-20,35.0,2.3
2020-05-21,50.0,3.2
2020-05-22,39.0,1.8
2020-05-23,33.0,2.9
2020-05-24,33.0,4.9
2020-05-25,28.0,4.0
2020-05-26,27.0,4.8
2020-05-27,21.0,4.9
2020-05-28,27.0,3.5
2020-05-29,22.0,3.8
2020-05-30,17.0,4.6
2020-05-31,16.0,5.7
2020-06-01,19.0,5.2
2020-06-02,54.0,5.3
2020-06-03,61.0,5.8
2020-06-04,38.0,4.0
2020-06-05,38.0,2.6
2020-06-06,31.0,3.8
2020-06-07,33.0,3.5
2020-06-08,31.0,3.2
2020-06-09,35.0,3.5
2020-06-10,37.0,2.6
2020-06-11,39.0,3.2
2020-06-12,28.0,4.2
2020-06-13,35.0,3.3
2020-06-14,27.0,3.6
2020-06-15,16.0,3.9
2020-06-16,14.0,3.5
2020-06-17,30.0,3.7
2020-06-18,20.0,3.4
2020-06-19,38.0,2.9
2020-06-20,29.0,3.2
2020-06-21,25.0,3.6
2020-06-22,27.0,3.7
2020-06-23,34.0,4.4
2020-06-24,30.0,6.4
2020-06-25,28.0,5.3
2020-06-26,23.0,5.9
2020-06-27,32.0,5.8
2020-06-28,30.0,4.6
2020-06-29,29.0,2.1
2020-06-30,27.0,3.7
2020-07-01,34.0,3.3
2020-07-02,36.0,4.2
2020-07-03,46.0,2.2
2020-07-04,60.0,2.2
2020-07-05,43.0,6.7
2020-07-06,33.0,3.1
2020-07-07,31.0,6.9
2020-07-08,32.0,6.8
2020-07-09,46.0,3.5
2020-07-10,67.0,2.3
2020-07-11,50.0,2.6
2020-07-12,35.0,4.9
2020-07-13,31.0,4.2
2020-07-14,27.0,1.7
2020-07-15,38.0,6.6
2020-07-16,24.0,6.4
2020-07-17,28.0,3.5
2020-07-18,22.0,2.7
2020-07-19,20.0,5.4
2020-07-20,26.0,3.2
2020-07-21,27.0,3.2
2020-07-22,32.0,7.7
2020-07-23,34.0,7.5
2020-07-24,40.0,4.1
2020-07-25,42.0,3.1
2020-07-26,34.0,3.1
2020-07-27,53.0,3.2
2020-07-28,38.0,4.4
2020-07-29,29.0,3.8
2020-07-30,16.0,4.5
2020-07-31,23.0,5.8
2020-08-01,30.0,6.3
2020-08-02,39.0,6.0
2020-08-03,38.0,4.0
2020-08-04,49.0,1.9
2020-08-05,66.0,2.3
2020-08-06,53.0,4.0
2020-08-07,31.0,4.8
2020-08-08,27.0,4.2
2020-08-09,29.0,5.2
2020-08-10,37.0,3.9
2020-08-11,52.0,6.3
2020-08-12,34.0,3.8
2020-08-13,30.0,3.2
2020-08-14,31.0,4.4
2020-08-15,22.0,2.6
2020-08-16,48.0,3.0
2020-08-17,40.0,5.1
2020-08-18,33.0,6.9
2020-08-19,47.0,7.2
2020-08-20,39.0,6.6
2020-08-21,39.0,6.7
2020-08-22,33.0,3.5
2020-08-23,32.0,4.0
2020-08-24,30.0,5.9
2020-08-25,29.0,6.8
2020-08-26,30.0,5.9
2020-08-27,32.0,6.0
2020-08-28,34.0,4.4
2020-08-29,38.0,3.2
2020-08-30,38.0,4.7
2020-08-31,30.0,3.7
2020-09-01,29.0,5.6
2020-09-02,26.0,4.0
2020-09-03,24.0,5.8
2020-09-04,30.0,2.4
2020-09-05,26.0,4.8
2020-09-06,20.0,6.3
2020-09-07,25.0,4.9
2020-09-08,31.0,3.2
2020-09-09,41.0,3.7
2020-09-10,31.0,4.7
2020-09-11,24.0,4.3
2020-09-12,22.0,4.1
2020-09-13,19.0,4.6
2020-09-14,20.0,6.0
2020-09-15,40.0,7.4
2020-09-16,48.0,5.5
2020-09-17,60.0,5.2
2020-09-18,56.0,5.8
2020-09-19,35.0,4.0
2020-09-20,33.0,4.2
2020-09-21,28.0,4.3
2020-09-22,26.0,4.1
2020-09-23,21.0,5.2
2020-09-24,21.0,5.1
2020-09-25,28.0,5.3
2020-09-26,28.0,4.2
2020-09-27,34.0,7.6
2020-09-28,44.0,7.1
2020-09-29,33.0,7.3
2020-09-30,32.0,3.9
2020-10-01,28.0,2.7
2020-10-02,26.0,4.5
2020-10-03,25.0,3.1
2020-10-04,24.0,4.0
2020-10-05,23.0,2.8
2020-10-06,23.0,3.1
2020-10-07,25.0,5.1
2020-10-08,24.0,6.4
2020-10-09,30.0,6.9
2020-10-10,30.0,6.8
2020-10-11,33.0,6.1
2020-10-12,48.0,3.8
2020-10-13,49.0,2.9
2020-10-14,25.0,3.3
2020-10-15,22.0,4.3
2020-10-16,21.0,3.3
2020-10-17,19.0,3.4
2020-10-18,23.0,4.1
2020-10-19,25.0,5.6
2020-10-20,27.0,5.7
2020-10-21,27.0,3.6
2020-10-22,25.0,4.5
2020-10-23,22.0,4.2
2020-10-24,13.0,4.9
2020-10-25,13.0,4.8
2020-10-26,12.0,4.2
2020-10-27,17.0,3.5
2020-10-28,22.0,4.6
2020-10-29,25.0,3.8
2020-10-30,24.0,4.5
2020-10-31,25.0,4.3
2020-11-01,27.0,4.5
2020-11-02,19.0,4.0
2020-11-03,24.0,5.6
2020-11-04,31.0,5.6
2020-11-05,39.0,7.5
2020-11-06,34.0,4.2
2020-11-07,22.0,5.6
2020-11-08,25.0,5.7
2020-11-09,102.0,4.1
2020-11-10,102.0,2.3
2020-11-11,19.0,4.4
2020-11-12,21.0,3.9
2020-11-13,21.0,2.4
2020-11-14,17.0,3.2
2020-11-15,15.0,3.5
2020-11-16,15.0,4.2
2020-11-17,34.0,4.3
2020-11-18,36.0,6.8
2020-11-19,30.0,4.6
2020-11-20,24.0,4.5
2020-11-21,25.0,5.1
2020-11-22,32.0,4.2
2020-11-23,32.0,3.0
2020-11-24,20.0,6.4
2020-11-25,33.0,5.0
2020-11-26,36.0,5.8
2020-11-27,27.0,5.9
2020-11-28,35.0,4.6
2020-11-29,35.0,6.6
2020-11-30,46.0,4.8
2020-12-01,37.0,5.9
2020-12-02,30.0,4.3
2020-12-03,41.0,5.7
2020-12-04,46.0,3.7
2020-12-05,39.0,5.7
2020-12-06,28.0,4.8
2020-12-07,28.0,5.9
2020-12-08,25.0,6.9
2020-12-09,25.0,4.0
2020-12-10,27.0,6.3
2020-12-11,32.0,6.0
2020-12-12,27.0,4.8
2020-12-13,30.0,4.8
2020-12-14,32.0,3.5
2020-12-15,33.0,5.3
2020-12-16,33.0,3.7
2020-12-17,23.0,4.4
2020-12-18,34.0,4.0
2020-12-19,39.0,3.8
2020-12-20,36.0,3.6
2020-12-21,33.0,4.5
2020-12-22,21.0,4.4
2020-12-23,21.0,4.4
2020-12-24,24.0,6.7
2020-12-25,33.0,4.0
2020-12-26,33.0,4.0
2020-12-27,21.0,5.7
2020-12-28,16.0,4.7
2020-12-29,24.0,4.9
2020-12-30,36.0,4.1
2020-12-31,37.0,3.9
2021-01-01,24.0,4.6
