Date(NZST),RH(%)_m,Tmax(C)_m,Tmin(C)_m,Dir(DegT)_m,Speed(m/s)_m,Pmsl(hPa),Prec,RH(%)_s,Tmax(C)_s,Tmin(C)_s,Dir(DegT)_s,Speed(m/s)_s,MaxTemp,MinTemp,RelHum,WindSpeed,Pressure
2019-04-23,100,17.2,10.9,105.0,0.6,1018.2,16.6,,,,,,19.5,13.9,73.04166666666667,0.3756944444444443,1016.5583333333333
2019-04-24,100,19.3,9.0,169.0,1.4,1016.3,17.8,,,,,,20.7,14.1,70.40714285714286,0.5381294964028774,1014.2410071942447
2019-04-25,80,20.7,13.8,209.0,2.8,1015.2,0.0,,,,,,21.1,16.5,68.32198581560284,0.5468085106382984,1013.336170212766
2019-04-26,74,21.3,14.4,230.0,2.8,1016.5,0.0,,,,,,21.0,16.4,64.16250000000001,0.3895833333333336,1014.7590277777775
2019-04-27,100,22.0,11.4,319.0,1.6,1017.8,0.0,,,,,,22.7,16.5,72.32569444444447,0.3090277777777777,1015.0319444444444
2019-04-28,94,22.2,14.0,1.0,1.6,1013.6,0.0,,,,,,19.4,15.6,75.32013888888892,0.2847222222222223,1011.3944444444444
2019-04-29,82,19.3,10.3,5.0,3.7,1006.8,1.6,,,,,,18.5,14.2,69.5986111111111,0.36250000000000027,1006.909027777778
2019-04-30,59,19.3,12.2,169.0,4.6,1014.4,4.6,,,,,,18.0,13.0,53.74545454545454,0.6090909090909089,1014.018181818182
2019-05-01,68,18.7,4.1,156.0,1.4,1026.2,0.0,,,,,,17.2,10.6,52.73125000000002,0.5277777777777781,1023.465972222222
2019-05-02,90,17.5,4.4,161.0,1.1,1024.3,0.0,,,,,,18.6,11.3,62.02083333333334,0.4305555555555553,1022.2541666666667
2019-05-03,92,19.2,9.6,97.0,0.4,1024.1,0.0,,,,,,20.4,15.2,68.6236111111111,0.3611111111111109,1022.6166666666666
2019-05-04,100,20.5,7.9,194.0,0.3,1027.0,0.0,,,,,,19.3,13.2,72.5576388888889,0.3208333333333334,1024.95625
2019-05-05,100,20.8,7.5,197.0,0.3,1026.5,0.0,,,,,,20.1,14.2,69.7711111111111,0.34296296296296297,1024.297037037037
2019-05-06,100,21.3,9.7,168.0,0.7,1027.4,0.0,,,,,,18.5,14.9,71.73819444444446,0.44583333333333336,1025.9375
2019-05-07,82,19.8,11.0,104.0,2.9,1027.3,0.0,,,,,,19.5,15.4,67.63541666666667,0.4590277777777773,1025.3069444444445
2019-05-08,95,20.5,12.2,114.0,0.9,1024.2,0.0,,,,,,20.4,16.7,63.26319444444446,0.4312500000000001,1022.8326388888886
2019-05-09,100,21.5,8.7,210.0,0.2,1024.2,0.0,,,,,,21.4,15.8,65.83286713286715,0.4531468531468532,1021.9636363636363
2019-05-10,98,21.4,14.2,325.0,0.9,1023.3,4.0,,,,,,22.7,16.1,71.44583333333333,0.2979166666666668,1022.1958333333334
2019-05-11,100,22.1,11.2,235.0,1.2,1025.3,0.2,,,,,,19.4,13.1,75.82638888888886,0.4236111111111109,1022.8361111111113
2019-05-12,85,20.3,12.2,29.0,5.5,1014.8,0.0,,,,,,20.1,17.1,77.04444444444444,0.7791666666666666,1010.9180555555554
2019-05-13,66,21.1,15.2,232.0,6.2,1013.8,12.8,,,,,,19.6,14.9,62.31805555555556,0.5124999999999997,1013.3993055555558
2019-05-14,98,19.2,9.3,102.0,0.6,1025.8,0.0,,,,,,17.4,13.9,62.6298611111111,0.30972222222222223,1023.2298611111113
2019-05-15,92,17.3,9.2,334.0,1.7,1019.6,0.2,,,,,,20.6,14.3,66.5479166666667,0.2805555555555555,1016.9256944444446
2019-05-16,84,20.1,13.9,235.0,2.6,1014.4,3.0,,,,,,20.0,15.1,65.06249999999993,0.3659722222222222,1012.7368055555555
2019-05-17,70,19.2,14.0,221.0,3.5,1017.7,0.6,,,,,,17.7,13.8,58.738888888888894,0.4923611111111112,1017.3895833333332
2019-05-18,88,17.4,7.9,350.0,0.8,1023.1,0.0,,,,,,18.3,12.7,67.12291666666667,0.30555555555555586,1020.1486111111113
2019-05-19,82,18.4,11.6,250.0,2.8,1016.0,1.6,,,,,,20.4,14.0,70.04722222222222,0.2881944444444443,1015.5055555555556
2019-05-20,71,19.0,10.9,222.0,3.5,1020.5,0.2,,,,,,17.6,13.9,60.58472222222224,0.4305555555555557,1019.0993055555556
2019-05-21,66,17.8,13.1,233.0,1.4,1024.6,0.0,,,,,,17.5,14.1,59.429861111111144,0.3569444444444443,1023.0486111111113
2019-05-22,84,17.4,12.4,269.0,1.1,1026.2,0.2,,,,,,17.7,14.4,65.7770833333334,0.3729166666666666,1024.0194444444444
2019-05-23,99,18.6,10.5,280.0,1.1,1025.3,0.0,,,,,,18.0,13.5,69.88888888888887,0.3729166666666666,1023.7576388888887
2019-05-24,100,18.0,7.0,161.0,0.9,1027.3,0.0,,,,,,18.4,13.5,65.8901408450704,0.3307692307692311,1025.0591549295777
2019-05-25,100,19.6,6.7,166.0,0.2,1025.2,0.0,,,,,,19.2,13.1,66.17222222222225,0.2375000000000002,1022.9527777777776
2019-05-26,100,19.4,7.1,87.0,0.4,1022.2,0.0,,,,,,18.1,12.1,69.09930555555553,0.3548611111111113,1019.873611111111
2019-05-27,94,20.0,11.6,98.0,0.5,1017.0,0.0,,,,,,19.1,15.3,75.38749999999997,0.34097222222222245,1014.9874999999997
2019-05-28,98,20.8,11.2,37.0,4.1,1007.8,2.6,,,,,,19.2,16.6,76.24166666666662,0.6173611111111112,1005.1173611111113
2019-05-29,76,20.3,13.2,240.0,2.4,1012.5,7.6,,,,,,20.8,14.5,62.0458333333333,0.28263888888888866,1010.8125
2019-05-30,100,20.1,6.4,327.0,0.2,1015.1,0.0,,,,,,20.2,14.0,62.21527777777778,0.4388888888888889,1012.1583333333333
2019-05-31,95,20.6,11.7,324.0,3.6,1003.0,11.2,,,,,,17.3,11.9,74.03749999999997,0.3965277777777779,1000.4159722222216
2019-06-01,71,14.4,9.4,275.0,3.6,997.8,15.4,,,,,,16.7,10.5,65.2181818181818,0.35804195804195793,995.8342657342657
2019-06-02,93,14.6,5.0,201.0,2.3,999.8,7.8,,,,,,14.5,9.0,62.06249999999999,0.5340277777777778,1000.7395833333336
2019-06-03,100,13.6,1.7,190.0,0.4,1014.9,0.2,,,,,,14.4,9.3,55.30277777777778,0.32013888888888925,1012.6076388888894
2019-06-04,95,14.4,4.4,328.0,0.5,1013.0,0.0,,,,,,16.7,11.3,59.201388888888886,0.2902777777777778,1011.1076388888894
2019-06-05,93,15.3,9.8,26.0,6.2,997.6,0.8,,,,,,16.6,13.3,75.57013888888892,0.4874999999999996,995.7201388888884
2019-06-06,89,15.3,9.6,218.0,3.9,1003.4,19.8,,,,,,15.6,11.6,67.3270833333333,0.4437499999999999,1000.5006944444444
2019-06-07,80,14.2,9.6,235.0,2.0,1002.0,11.8,,,,,,13.7,10.8,69.48958333333331,0.4840277777777779,1003.1201388888893
2019-06-08,66,14.6,8.4,230.0,7.0,1009.0,4.6,,,,,,17.1,13.6,60.97013888888888,0.7951388888888886,1007.4173611111114
2019-06-09,92,15.9,6.6,205.0,0.7,1018.5,0.4,,,,,,16.9,12.8,54.39722222222221,0.38402777777777797,1016.4041666666667
2019-06-10,99,15.7,7.7,335.0,0.8,1020.9,0.0,,,,,,16.6,12.8,67.78472222222223,0.2229166666666668,1019.475
2019-06-11,100,15.4,6.4,256.0,0.7,1019.9,0.0,,,,,,16.8,11.1,71.04861111111114,0.34583333333333344,1017.334722222222
2019-06-12,100,16.4,7.5,292.0,0.5,1011.3,0.0,,,,,,16.7,12.2,74.3298611111111,0.3062500000000001,1009.23125
2019-06-13,100,14.5,5.8,319.0,0.9,1008.4,0.0,,,,,,16.4,9.2,79.08124999999997,0.4048611111111116,1006.5458333333332
2019-06-14,100,13.2,4.0,151.0,0.5,1007.7,2.2,,,,,,17.5,9.3,75.50972222222225,0.4659722222222221,1005.8923611111113
2019-06-15,84,16.9,7.1,251.0,2.9,1007.4,0.0,,,,,,19.0,14.2,72.55277777777778,0.34166666666666673,1006.3881944444445
2019-06-16,82,17.2,9.0,244.0,0.6,1013.6,2.6,,,,,,18.5,12.9,66.20138888888887,0.31319444444444433,1012.123611111111
2019-06-17,87,16.1,5.3,227.0,1.0,1017.0,0.8,,,,,,16.5,12.1,64.12152777777777,0.3368055555555556,1015.425
2019-06-18,99,14.7,4.8,236.0,0.1,1019.6,2.4,,,,,,15.3,10.4,59.99097222222221,0.45,1018.6583333333333
2019-06-19,100,14.5,0.2,158.0,1.5,1024.9,0.0,,,,,,13.9,8.9,59.92430555555554,0.4944444444444445,1023.11875
2019-06-20,72,14.4,3.4,87.0,2.9,1023.4,0.0,,,,,,15.7,12.0,66.22291666666663,0.8437500000000001,1020.1333333333333
2019-06-21,99,15.2,12.0,358.0,0.7,1015.3,3.8,,,,,,16.8,14.0,77.0638888888889,0.4763888888888889,1013.786111111111
2019-06-22,100,15.5,5.7,309.0,0.5,1012.6,0.6,,,,,,14.6,11.7,70.03958333333337,0.3951388888888892,1010.3097222222225
2019-06-23,92,12.3,7.4,34.0,4.7,1004.3,4.4,,,,,,16.8,11.7,70.96249999999998,0.3680555555555557,1004.6472222222225
2019-06-24,100,15.4,4.9,174.0,0.7,1011.1,1.6,,,,,,15.5,11.0,71.31388888888887,0.477777777777778,1011.9194444444445
2019-06-25,75,15.1,6.7,168.0,2.9,1025.2,0.2,,,,,,14.7,10.1,59.62916666666666,0.5041666666666664,1024.40625
2019-06-26,100,14.1,0.8,178.0,0.1,1032.1,0.0,,,,,,14.4,9.5,65.45208333333333,0.5680555555555554,1030.038888888889
2019-06-27,100,14.6,-0.5,213.0,0.4,1034.1,0.0,,,,,,14.2,8.8,65.72013888888887,0.4576388888888889,1032.5277777777776
2019-06-28,100,14.2,3.1,164.0,1.0,1036.4,0.0,,,,,,16.1,10.6,62.351388888888856,0.3743055555555556,1034.94375
2019-06-29,85,15.6,3.0,143.0,2.1,1037.0,0.0,,,,,,15.2,10.3,56.84166666666668,0.4416666666666668,1034.4541666666667
2019-06-30,91,15.1,4.1,173.0,2.4,1033.0,0.2,,,,,,15.1,8.9,62.58958333333336,0.5500000000000003,1030.8916666666667
2019-07-01,88,14.8,7.2,175.0,1.3,1030.3,0.0,,,,,,16.1,12.2,72.78888888888892,0.6124999999999998,1028.6708333333333
2019-07-02,87,16.6,9.6,76.0,3.7,1029.9,2.8,,,,,,16.6,13.4,74.17916666666662,0.5805555555555557,1027.9250000000004
2019-07-03,91,16.4,13.0,34.0,3.4,1026.5,0.0,,,,,,17.9,15.4,80.13541666666667,0.8680555555555558,1024.4131944444443
2019-07-04,100,17.1,14.7,18.0,2.6,1018.6,10.2,,,,,,16.8,12.3,83.03263888888887,0.8895833333333333,1016.1479166666666
2019-07-05,87,15.7,6.7,174.0,2.0,1015.1,27.2,,,,,,13.0,9.9,69.43194444444447,0.530555555555556,1015.0729166666664
2019-07-06,100,11.0,0.6,150.0,1.0,1023.8,0.6,,,,,,14.6,7.7,63.89583333333334,0.5812499999999999,1022.497222222222
2019-07-07,100,13.0,-0.4,190.0,0.5,1024.7,0.0,,,,,,13.2,7.6,62.7723404255319,0.4319148936170215,1020.886524822695
2019-07-08,73,13.2,3.4,250.0,2.6,1013.9,0.2,,,,,,15.8,10.9,66.74097222222224,0.4743055555555555,1012.3673611111113
2019-07-09,100,14.6,4.2,340.0,0.8,1014.2,0.8,,,,,,15.1,10.2,75.31527777777775,0.3965277777777781,1012.6388888888887
2019-07-10,100,13.9,2.5,315.0,1.7,1016.9,0.0,,,,,,15.2,9.2,74.37777777777778,0.4076388888888887,1015.0076388888893
2019-07-11,100,15.6,7.9,318.0,1.0,1018.7,0.4,,,,,,16.5,11.9,76.96041666666667,0.2555555555555559,1017.0368055555556
2019-07-12,100,16.9,4.8,322.0,0.5,1015.3,0.8,,,,,,15.5,12.1,80.48680555555558,0.3611111111111114,1013.501388888889
2019-07-13,100,14.3,5.0,321.0,1.2,1017.5,8.2,,,,,,18.5,12.5,71.65763888888887,0.2729166666666667,1014.7159722222225
2019-07-14,79,17.2,10.2,12.0,4.0,1003.3,0.0,,,,,,17.0,10.5,75.02083333333336,0.3888888888888889,1002.8847222222224
2019-07-15,95,15.8,6.9,83.0,0.9,1006.7,19.4,,,,,,17.2,10.6,63.92569444444442,0.3881944444444444,1003.5208333333336
2019-07-16,96,15.1,9.4,330.0,1.3,995.4,3.0,,,,,,16.2,11.9,70.21527777777773,0.4680555555555556,995.8923611111106
2019-07-17,79,15.2,8.4,350.0,1.6,998.7,2.4,,,,,,17.3,11.7,66.23006993006996,0.4027972027972029,998.3573426573427
2019-07-18,100,15.0,4.3,79.0,0.7,1009.0,1.4,,,,,,16.2,11.1,66.27499999999999,0.3333333333333333,1006.9409722222223
2019-07-19,88,16.2,6.0,21.0,5.4,1001.4,1.4,,,,,,15.6,12.2,78.4520833333333,0.6270833333333335,1000.9083333333333
2019-07-20,99,13.7,6.3,330.0,1.2,1004.4,18.6,,,,,,17.2,11.1,74.37916666666669,0.26805555555555594,1002.8173611111113
2019-07-21,100,15.3,3.8,185.0,0.8,1006.7,1.8,,,,,,16.1,9.7,68.64722222222225,0.340277777777778,1006.1833333333336
2019-07-22,100,15.0,2.5,161.0,0.5,1014.1,0.0,,,,,,15.8,9.9,72.96597222222219,0.5381944444444445,1012.3548611111113
2019-07-23,100,15.4,4.0,152.0,0.6,1015.9,0.0,,,,,,15.7,10.6,71.91805555555558,0.5340277777777777,1013.9736111111107
2019-07-24,100,14.9,3.0,303.0,0.4,1015.5,0.0,,,,,,15.3,9.4,70.41319444444441,0.5590277777777776,1014.0041666666667
2019-07-25,100,14.5,2.4,146.0,0.1,1016.9,0.0,,,,,,14.6,8.4,75.70347222222222,0.5298611111111112,1015.390972222222
2019-07-26,86,14.9,5.4,101.0,3.5,1019.4,0.4,,,,,,15.9,12.8,76.6854166666667,0.6576388888888889,1018.7569444444447
2019-07-27,89,15.6,8.7,159.0,1.8,1024.5,0.2,,,,,,16.4,12.3,71.36666666666662,0.6375000000000004,1023.1520833333336
2019-07-28,88,16.3,5.7,109.0,2.2,1025.1,0.0,,,,,,15.6,12.0,68.71041666666663,0.5888888888888889,1022.3923611111113
2019-07-29,96,16.1,7.3,141.0,1.3,1016.7,0.0,,,,,,16.2,12.9,74.82916666666672,0.6055555555555555,1013.4465277777775
2019-07-30,99,17.0,9.4,322.0,1.7,1006.0,2.4,,,,,,17.2,12.2,71.52777777777783,0.2715277777777779,1004.157638888889
2019-07-31,82,16.4,6.1,229.0,1.1,1002.6,1.8,,,,,,16.3,8.3,66.50486111111111,0.3777777777777776,1000.6847222222225
2019-08-01,99,12.6,1.8,152.0,1.2,1003.9,7.2,,,,,,12.9,8.4,65.25138888888885,0.5145833333333331,1003.7416666666666
2019-08-02,70,12.1,5.6,245.0,5.3,1010.3,0.2,,,,,,17.3,10.5,60.62222222222224,0.5666666666666668,1007.5694444444442
2019-08-03,77,14.9,7.5,241.0,5.4,1010.3,7.8,,,,,,14.8,9.5,66.29097222222225,0.7194444444444447,1008.8159722222223
2019-08-04,91,13.3,9.4,293.0,4.9,1007.3,5.6,,,,,,15.8,9.6,70.11134751773051,0.5014184397163122,1005.8226950354608
2019-08-05,82,14.7,6.2,225.0,3.9,1010.2,15.0,,,,,,12.3,8.7,62.15069444444447,0.7083333333333333,1010.1111111111113
2019-08-06,79,11.5,5.9,245.0,1.3,1018.8,2.6,,,,,,16.1,10.4,63.16874999999998,0.3826388888888891,1017.215972222222
2019-08-07,98,14.2,4.0,309.0,1.1,1018.5,0.6,,,,,,16.5,10.0,68.26875000000004,0.2569444444444446,1016.2506944444444
2019-08-08,98,15.4,8.2,346.0,1.4,1014.8,24.6,,,,,,16.7,10.9,78.16875,0.3013888888888888,1011.44375
2019-08-09,99,15.2,9.7,358.0,0.4,998.1,13.8,,,,,,15.3,12.2,81.53819444444447,0.4166666666666669,996.8145833333336
2019-08-10,84,14.3,10.0,332.0,2.4,1001.9,13.4,,,,,,18.3,13.2,71.0451388888889,0.33680555555555536,999.5791666666664
2019-08-11,90,17.6,10.9,22.0,2.3,1001.0,4.6,,,,,,19.2,11.7,69.44236111111111,0.4076388888888888,997.463194444444
2019-08-12,83,18.3,9.6,306.0,4.5,998.4,7.2,,,,,,16.8,11.0,71.8307692307692,0.39720279720279744,996.0587412587421
2019-08-13,73,15.9,8.5,254.0,3.6,1005.3,13.8,,,,,,16.6,11.1,68.1943661971831,0.5139860139860138,1003.1528169014084
2019-08-14,71,14.9,8.7,238.0,4.5,1012.4,6.8,,,,,,17.0,11.6,64.80833333333337,0.6013888888888888,1011.3479166666671
2019-08-15,100,14.8,4.6,11.0,0.7,1018.6,1.0,,,,,,14.8,10.2,67.57916666666671,0.6111111111111113,1016.5611111111112
2019-08-16,90,13.3,6.4,303.0,1.1,1017.9,0.2,,,,,,15.9,10.6,66.02569444444447,0.37291666666666695,1015.345138888889
2019-08-17,91,14.4,6.8,323.0,2.7,1013.3,0.2,,,,,,16.5,11.2,72.06250000000001,0.24583333333333315,1011.1340277777775
2019-08-18,93,15.5,7.9,138.0,3.0,1016.4,7.2,,,,,,12.6,8.3,72.14444444444446,0.5173611111111109,1015.9500000000003
2019-08-19,75,9.0,1.8,150.0,1.7,1024.9,4.0,,,,,,13.4,6.4,55.02916666666666,0.7395833333333331,1022.021527777778
2019-08-20,66,12.6,6.4,16.0,4.4,1014.8,0.4,,,,,,14.2,10.3,67.3291666666667,1.0270833333333331,1009.6618055555556
2019-08-21,86,14.0,9.1,227.0,4.6,997.3,13.0,,,,219.0,13.2,16.5,11.4,67.64513888888885,0.4993055555555558,996.7888888888884
2019-08-22,91,14.1,9.1,344.0,3.9,995.1,6.2,,,,323.0,9.6,16.1,11.3,72.2909090909091,0.4069930069930073,995.2867132867129
2019-08-23,97,14.2,9.0,15.0,3.0,994.9,10.2,,,,335.0,9.1,14.0,10.5,77.46071428571426,0.3921428571428572,994.194285714285
2019-08-24,69,12.1,4.8,187.0,6.3,1002.3,4.4,,,,194.0,6.1,16.0,10.4,60.65555555555558,0.86875,1002.4256944444444
2019-08-25,80,14.4,10.2,239.0,3.3,1013.5,0.0,,,,228.0,9.5,16.7,12.2,59.649305555555564,0.6500000000000001,1011.9291666666666
2019-08-26,81,15.5,10.7,296.0,5.9,1011.7,0.0,,,,278.0,6.9,17.0,13.1,63.913888888888906,0.5000000000000001,1011.6381944444446
2019-08-27,62,15.9,7.5,239.0,2.8,1018.3,3.4,,,,223.0,10.8,15.9,11.5,55.10416666666667,0.64375,1016.8027777777777
2019-08-28,68,14.5,4.7,270.0,1.1,1022.4,0.0,,,,209.0,5.3,17.2,11.0,59.56736111111107,0.5999999999999996,1020.55
2019-08-29,96,15.1,3.9,317.0,1.2,1022.7,0.2,,,,235.0,5.8,17.2,9.8,66.19999999999996,0.4256944444444447,1020.2666666666668
2019-08-30,90,15.3,3.4,326.0,1.1,1022.7,0.0,,,,221.0,4.2,16.7,11.1,66.75277777777778,0.274305555555556,1020.6840277777777
2019-08-31,64,15.5,9.1,236.0,3.1,1024.9,3.8,,,,221.0,10.0,16.4,11.8,61.82708333333333,0.6784722222222221,1023.084027777778
2019-09-01,97,14.1,2.8,108.0,0.1,1028.5,0.0,,,,63.0,0.9,16.8,9.7,65.06115107913668,0.5338129496402871,1025.8330935251795
2019-09-02,99,15.1,4.7,223.0,0.1,1022.9,0.0,,,,174.0,2.6,16.6,11.2,66.87777777777775,0.6152777777777778,1019.9256944444444
2019-09-03,75,16.2,9.3,79.0,4.9,1012.6,0.0,,,,74.0,14.8,15.6,13.1,76.85,1.1173611111111106,1008.9354166666666
2019-09-04,93,15.5,12.7,36.0,3.6,999.0,31.6,,,,41.0,12.5,18.2,14.8,79.69930555555557,0.8159722222222221,996.4687499999997
2019-09-05,84,17.2,12.7,34.0,3.6,989.4,1.6,,,,20.0,9.4,17.7,12.6,76.85069444444446,0.931944444444444,987.7368055555554
2019-09-06,73,16.9,9.6,243.0,4.8,994.6,20.8,,,,239.0,13.7,16.6,10.8,62.984722222222224,0.7097222222222217,993.3347222222217
2019-09-07,74,14.3,6.5,220.0,3.5,1005.4,3.4,,,,208.0,9.3,18.0,10.1,59.3638888888889,0.5319444444444441,1003.671527777778
2019-09-08,81,15.9,7.7,325.0,2.9,1001.4,6.8,,,,285.0,11.3,18.7,11.6,70.05486111111118,0.39097222222222255,1000.8291666666668
2019-09-09,95,16.9,7.8,32.0,1.8,998.3,11.2,,,,23.0,6.2,16.8,12.5,76.07500000000002,0.7694444444444443,996.4506944444445
2019-09-10,77,16.5,9.4,97.0,6.2,996.7,13.6,88.0,13.5,9.3,88.0,12.0,14.1,11.7,68.65833333333333,0.8527777777777776,997.0979166666671
2019-09-11,74,14.1,6.2,273.0,1.1,1008.7,0.2,87.0,11.1,8.5,217.0,6.6,16.3,10.1,63.68402777777776,0.6708333333333332,1007.9673611111107
2019-09-12,69,14.8,9.6,238.0,3.5,1017.2,0.0,76.0,11.4,8.2,221.0,9.1,16.5,10.8,59.42083333333331,0.6625000000000002,1015.6694444444445
2019-09-13,88,16.8,10.8,306.0,1.9,1017.7,0.0,94.0,12.2,9.7,255.0,6.3,18.6,12.7,64.69791666666666,0.3111111111111113,1015.8784722222224
2019-09-14,65,16.8,11.4,8.0,2.9,1014.8,1.0,78.0,12.9,10.2,350.0,6.5,17.6,12.4,67.44027777777778,0.6027777777777779,1011.4770833333334
2019-09-15,86,18.0,5.9,330.0,1.2,1012.5,0.4,90.0,13.4,9.2,289.0,3.8,17.5,11.6,62.3263888888889,0.3187500000000001,1010.6013888888887
2019-09-16,77,18.3,6.6,227.0,2.0,1016.7,1.0,81.0,14.2,9.9,213.0,8.0,17.8,11.8,61.34236111111114,0.5861111111111108,1015.59375
2019-09-17,74,17.4,12.3,283.0,5.1,1019.3,0.0,88.0,13.3,10.9,264.0,11.7,20.2,13.5,64.70486111111113,0.4375,1019.1104166666668
2019-09-18,60,18.5,11.1,166.0,3.6,1028.7,0.2,64.0,14.0,9.0,165.0,5.0,16.8,12.3,50.65624999999999,0.5638888888888887,1027.3694444444445
2019-09-19,87,16.8,9.4,163.0,2.1,1032.8,2.4,84.0,12.8,9.0,102.0,2.0,17.1,11.4,65.29861111111114,0.557638888888889,1031.2118055555557
2019-09-20,81,15.7,4.9,336.0,0.7,1032.7,0.2,78.0,14.0,9.1,184.0,3.5,16.1,11.0,60.64166666666666,0.5249999999999997,1031.3159722222224
2019-09-21,74,16.9,5.1,330.0,0.5,1035.7,0.2,56.0,14.6,9.2,116.0,0.7,18.9,11.4,54.40208333333333,0.5097222222222224,1033.1854166666667
2019-09-22,74,17.8,6.2,200.0,3.8,1032.3,0.0,83.0,14.4,9.6,195.0,8.5,17.4,12.2,59.97291666666669,0.6409722222222222,1029.8201388888888
2019-09-23,63,16.3,10.0,262.0,3.6,1023.8,0.0,70.0,12.2,10.1,248.0,8.2,18.6,13.4,53.65555555555554,0.32847222222222244,1020.9805555555556
2019-09-24,92,18.1,12.7,352.0,5.0,1004.5,6.8,91.0,13.7,11.0,336.0,12.3,16.3,11.4,70.71944444444446,0.5395833333333334,1005.1131944444443
2019-09-25,84,16.3,9.0,256.0,4.2,1008.7,15.4,82.0,13.6,7.4,244.0,14.7,15.9,10.1,66.08819444444444,0.5479166666666668,1004.934722222222
2019-09-26,69,16.3,8.5,238.0,7.3,1010.4,6.8,70.0,12.1,6.7,227.0,19.0,15.4,10.0,56.13333333333332,0.8868055555555554,1008.8722222222225
2019-09-27,63,14.6,10.2,254.0,3.8,1014.8,0.4,68.0,11.5,7.1,242.0,11.5,17.6,11.8,61.2208333333333,0.5541666666666666,1013.9465277777775
2019-09-28,73,17.4,10.0,266.0,2.5,1019.1,0.4,86.0,12.7,9.7,243.0,6.8,17.6,12.0,66.27152777777782,0.3506944444444447,1018.025
2019-09-29,93,17.6,6.9,329.0,2.4,1020.2,0.0,93.0,13.3,10.0,273.0,7.8,19.5,12.2,64.05138888888888,0.2381944444444445,1017.9895833333335
2019-09-30,89,19.2,12.2,18.0,5.9,1007.1,0.2,100.0,15.0,11.5,6.0,16.7,19.7,14.1,68.91180555555557,0.4305555555555555,1008.7201388888884
2019-10-01,79,18.6,11.1,298.0,2.5,1009.6,3.2,76.0,14.2,10.1,277.0,7.5,16.6,9.8,63.41111111111115,0.3888888888888889,1008.2395833333336
2019-10-02,54,15.7,8.4,233.0,4.7,1013.1,4.8,61.0,12.0,6.9,223.0,14.0,17.0,9.8,61.417361111111106,0.7277777777777776,1010.6708333333332
2019-10-03,83,15.3,7.4,295.0,0.9,1015.8,4.8,87.0,11.4,7.1,213.0,5.6,15.9,9.7,62.696527777777796,0.5743055555555555,1014.0055555555556
2019-10-04,86,14.9,8.1,257.0,1.4,1017.3,2.4,87.0,11.2,7.7,204.0,6.8,16.8,10.4,62.58541666666666,0.5416666666666664,1015.984722222222
2019-10-05,88,16.8,8.2,333.0,2.3,1016.5,0.0,91.0,12.2,8.9,285.0,7.0,19.0,12.0,68.90069444444445,0.21041666666666686,1015.1902777777775
2019-10-06,88,17.5,10.6,185.0,1.5,1017.3,1.2,95.0,13.1,8.3,187.0,5.9,17.9,11.6,64.83405797101447,0.5108695652173914,1016.9739130434784
2019-10-07,90,17.8,11.7,50.0,3.5,1021.7,0.0,100.0,15.1,8.8,55.0,9.8,16.8,13.8,74.0847222222222,0.7062500000000004,1020.7083333333336
2019-10-08,99,17.3,11.0,310.0,0.6,1022.5,1.2,91.0,13.2,11.1,278.0,3.4,19.7,14.0,69.42916666666665,0.2486111111111113,1021.2888888888887
2019-10-09,100,18.8,8.2,31.0,0.6,1022.5,0.0,88.0,15.1,12.1,44.0,4.2,19.5,13.7,72.78958333333334,0.7187499999999999,1020.645138888889
2019-10-10,93,20.2,13.2,28.0,4.5,1016.9,0.0,100.0,16.3,13.1,17.0,16.1,18.3,16.1,78.3701388888889,1.116666666666667,1015.2618055555553
2019-10-11,97,19.9,15.1,20.0,1.0,1012.8,8.6,98.0,15.5,13.4,334.0,5.7,18.6,15.3,76.20138888888894,0.4861111111111107,1012.365972222222
2019-10-12,85,18.9,13.1,196.0,2.2,1015.3,0.0,88.0,15.3,12.0,176.0,5.9,18.7,14.1,61.320138888888856,0.5395833333333333,1014.5180555555555
2019-10-13,79,19.3,6.1,232.0,1.4,1019.3,0.0,87.0,15.3,11.3,195.0,6.6,19.3,13.0,55.490972222222226,0.5430555555555555,1017.1868055555552
2019-10-14,76,19.5,9.9,66.0,6.1,1012.3,1.4,84.0,16.0,11.2,66.0,17.6,15.6,13.0,70.43263888888889,1.1236111111111111,1006.9805555555556
2019-10-15,98,15.5,12.4,112.0,5.6,988.9,53.0,100.0,13.8,10.0,88.0,16.6,17.7,13.3,78.55624999999998,0.9986111111111116,990.3270833333332
2019-10-16,80,18.6,12.1,227.0,5.9,998.3,4.6,90.0,15.8,10.9,218.0,14.6,17.5,13.3,63.765972222222224,0.7902777777777775,1000.2909722222223
2019-10-17,80,17.9,12.3,234.0,2.9,1013.5,0.0,89.0,13.4,10.1,218.0,10.2,18.6,13.1,63.35734265734261,0.3972027972027972,1013.8475524475523
2019-10-18,86,18.1,11.5,357.0,2.2,1017.7,0.0,96.0,14.0,10.7,304.0,5.9,20.3,13.4,63.232638888888886,0.3611111111111111,1015.0430555555556
2019-10-19,83,20.2,14.1,318.0,4.6,1011.1,1.6,91.0,16.1,11.4,295.0,10.4,20.1,15.0,65.43749999999997,0.4361111111111112,1011.6291666666671
2019-10-20,71,19.1,12.7,250.0,1.6,1017.8,0.2,82.0,14.7,11.1,243.0,5.6,20.7,14.3,53.990277777777756,0.3111111111111111,1015.6430555555554
