Date,NO,NO2,NOx,PM10,PM2.5,RH,SO2
2019-02-27,186.4,64.5,250.9,35.2,10.1,71.6,9.7
2019-02-28,25.2,33.2,58.4,33.5,9.3,80.6,2.6
2019-03-01,0.0,42.9,88.8,29.0,8.3,65.8,2.8
2019-03-02,42.4,44.7,83.0,28.6,8.9,74.6,6.0
2019-03-03,42.0,30.9,72.8,22.6,8.5,79.5,2.6
2019-03-04,92.4,48.4,140.7,46.7,12.8,82.4,3.3
2019-03-05,37.6,36.3,74.0,25.1,6.0,77.2,2.1
2019-03-06,153.4,44.0,197.5,31.4,8.7,86.8,16.0
2019-03-07,139.6,55.0,194.7,49.4,12.3,85.4,4.3
2019-03-08,7.3,25.4,32.6,90.8,10.0,88.1,0.6
2019-03-09,14.1,26.9,40.6,36.3,9.7,89.3,2.7
2019-03-10,8.1,19.4,23.6,103.5,6.3,78.5,0.8
2019-03-11,138.8,44.8,183.5,28.2,7.6,88.1,6.6
2019-03-12,82.3,36.9,119.2,24.5,7.3,84.0,3.4
2019-03-13,24.9,29.9,47.9,45.7,5.6,83.6,0.5
2019-03-14,167.9,45.9,213.8,35.6,11.1,88.3,5.7
2019-03-15,70.7,39.1,109.9,16.9,7.4,86.2,2.7
2019-03-16,64.0,37.2,101.2,29.8,10.1,85.8,2.7
2019-03-17,25.4,26.1,50.8,61.2,10.7,85.1,13.7
2019-03-18,13.1,35.4,48.1,33.0,8.8,88.6,0.7
2019-03-19,6.7,26.3,31.0,22.0,7.8,88.9,1.0
2019-03-20,132.1,46.8,178.6,90.1,8.7,79.5,5.7
2019-03-21,263.2,61.9,312.2,52.8,14.6,88.9,12.3
2019-03-22,195.2,47.7,235.8,30.1,12.6,87.0,8.8
2019-03-23,64.0,30.1,91.8,24.6,12.5,90.8,3.6
2019-03-24,42.9,25.2,68.1,17.1,8.3,84.7,2.7
2019-03-25,67.9,41.7,109.6,16.9,5.2,81.2,3.3
2019-03-26,7.0,18.4,24.0,21.8,4.3,78.9,4.1
2019-03-27,5.8,19.2,25.0,24.9,7.0,74.5,7.5
2019-03-28,12.9,28.8,40.9,16.7,5.6,89.3,2.1
2019-03-29,47.1,30.8,76.6,30.1,8.5,85.2,2.0
2019-03-30,8.3,22.0,30.3,30.2,9.6,77.1,0.7
2019-03-31,1.2,4.4,5.4,24.6,9.1,81.8,0.7
2019-04-01,8.9,20.3,28.8,32.2,11.4,89.6,0.4
2019-04-02,50.6,52.8,103.5,28.2,10.7,86.3,1.9
2019-04-03,85.5,45.3,129.7,27.8,8.4,72.6,3.9
2019-04-04,138.3,45.5,183.7,29.6,9.3,74.3,6.9
2019-04-05,171.6,68.7,240.3,25.7,9.1,80.2,16.0
2019-04-06,82.7,43.1,102.2,16.6,9.4,89.5,4.8
2019-04-07,21.0,19.1,39.6,10.5,6.2,86.1,2.2
2019-04-08,27.0,34.7,49.5,0.0,9.6,0.0,3.4
2019-04-09,14.1,34.2,45.7,15.3,9.7,71.3,1.3
2019-04-10,87.9,38.2,126.1,14.8,5.2,82.8,5.3
2019-04-11,12.0,26.8,37.1,20.9,7.9,82.5,1.7
2019-04-12,27.1,38.3,65.4,28.5,7.7,80.2,1.8
2019-04-13,49.5,37.6,69.0,23.8,0.0,77.7,11.2
2019-04-14,41.0,32.2,63.1,26.5,0.0,84.7,2.3
2019-04-15,137.5,39.6,153.2,33.9,9.0,87.2,7.7
2019-04-16,180.3,48.9,202.2,31.5,20.3,81.6,6.6
2019-04-17,184.4,39.7,216.3,39.5,13.2,81.8,7.0
2019-04-18,123.2,47.0,158.1,65.0,12.9,79.7,18.0
2019-04-19,0.0,0.0,0.0,21.9,13.2,81.1,7.6
2019-04-20,46.9,43.1,84.4,30.2,23.4,85.6,5.9
2019-04-21,43.0,36.5,79.5,20.8,13.3,87.9,2.4
2019-04-22,17.5,34.6,52.1,12.0,8.1,89.6,0.9
2019-04-23,185.3,57.8,230.4,23.7,14.4,90.7,7.5
2019-04-24,175.3,48.7,223.9,27.7,10.4,91.0,5.9
2019-04-25,14.3,29.3,43.6,24.8,6.4,84.3,1.0
2019-04-26,27.8,38.3,66.1,18.8,7.0,84.3,1.2
2019-04-27,34.9,34.4,69.3,18.3,7.5,90.5,1.7
2019-04-28,65.4,43.8,109.2,22.3,10.7,89.0,3.9
2019-04-29,18.1,32.5,44.5,29.8,13.1,89.8,1.8
2019-04-30,55.3,46.0,101.3,31.4,12.0,79.1,5.6
2019-05-01,174.8,64.3,239.1,25.9,10.1,74.5,17.1
2019-05-02,151.6,61.4,205.0,36.0,9.2,85.1,4.7
2019-05-03,223.8,61.2,285.0,51.6,12.5,88.7,9.0
2019-05-04,70.0,35.3,99.3,24.2,13.8,91.7,3.1
2019-05-05,77.1,37.4,99.5,21.2,11.9,89.2,3.8
2019-05-06,195.7,45.9,231.5,29.5,11.8,89.8,7.7
2019-05-07,42.1,47.1,89.2,30.9,17.0,87.2,1.9
2019-05-08,86.4,52.0,138.2,35.3,18.1,85.3,4.6
2019-05-09,38.3,43.2,79.1,23.3,14.1,86.0,2.2
2019-05-10,115.1,52.9,157.1,23.8,18.5,90.3,4.9
2019-05-11,83.3,37.2,120.5,24.9,12.1,92.0,3.7
2019-05-12,0.3,9.8,10.0,34.1,13.8,89.1,0.9
2019-05-13,17.4,38.0,51.6,52.0,18.0,78.5,1.0
2019-05-14,70.7,56.6,113.6,34.2,17.1,85.1,3.5
2019-05-15,15.9,46.3,60.4,26.7,10.1,83.0,1.0
2019-05-16,16.0,22.4,37.7,26.4,11.5,84.0,0.7
2019-05-17,40.1,46.8,85.1,31.0,13.4,78.3,1.5
2019-05-18,32.9,38.4,71.3,25.4,13.5,85.2,1.7
2019-05-19,6.6,19.1,25.3,29.3,9.4,88.8,0.7
2019-05-20,26.1,40.0,62.3,30.8,9.4,78.2,1.3
2019-05-21,64.2,67.8,132.0,31.7,8.1,80.2,2.3
2019-05-22,32.8,55.5,87.2,18.5,12.5,85.3,1.2
2019-05-23,43.3,53.0,94.4,22.8,9.2,89.7,1.2
2019-05-24,173.1,61.5,224.6,36.7,18.4,89.3,8.6
2019-05-25,130.3,46.6,165.9,30.9,22.4,89.2,4.9
2019-05-26,32.8,43.0,71.2,25.7,18.7,91.0,8.0
2019-05-27,44.8,39.9,76.9,24.7,13.6,88.7,1.1
2019-05-28,4.2,17.7,20.9,52.3,12.7,88.2,0.4
2019-05-29,95.5,64.6,160.1,40.7,18.8,82.3,3.7
2019-05-30,49.4,46.9,96.4,22.7,8.6,81.3,2.1
2019-05-31,12.5,41.2,53.7,21.3,10.6,87.4,0.1
2019-06-01,7.8,17.7,23.2,26.0,9.0,73.5,0.5
2019-06-02,14.8,37.6,52.4,21.6,8.6,86.9,0.6
2019-06-03,92.6,51.8,135.4,53.7,58.7,80.6,4.3
2019-06-04,45.1,56.0,101.1,21.0,10.5,78.2,3.4
2019-06-05,10.0,47.0,51.4,26.2,13.7,89.4,1.9
2019-06-06,48.8,57.3,103.0,22.4,9.1,89.5,2.4
2019-06-07,23.8,42.2,65.8,23.6,11.3,88.9,2.5
2019-06-08,8.0,10.3,18.3,50.9,23.0,73.5,0.9
2019-06-09,49.2,57.4,106.5,46.5,38.9,77.2,7.7
2019-06-10,29.5,58.9,79.2,30.1,16.0,85.6,1.8
2019-06-11,58.1,47.6,99.1,24.7,12.6,90.0,7.1
2019-06-12,50.0,65.8,115.8,46.6,10.9,89.0,1.9
2019-06-13,299.7,82.7,371.7,42.7,31.4,90.6,11.2
2019-06-14,254.0,61.8,315.9,43.7,23.4,91.4,9.5
2019-06-15,14.6,29.6,41.1,16.4,6.8,86.3,1.3
2019-06-16,5.5,20.2,23.1,23.6,9.3,81.9,1.5
2019-06-17,24.6,53.0,72.5,21.7,9.0,78.5,1.9
2019-06-18,188.1,75.2,261.2,41.1,33.0,82.7,9.3
2019-06-19,235.6,64.6,300.2,36.9,28.2,85.6,9.6
2019-06-20,23.1,49.4,72.5,43.0,12.2,89.0,1.9
2019-06-21,28.2,56.3,80.5,27.0,16.7,91.1,1.8
2019-06-22,170.9,50.5,221.4,46.7,46.1,88.0,6.5
2019-06-23,22.4,48.0,53.1,31.3,33.9,87.5,1.5
2019-06-24,106.5,56.9,163.4,21.7,14.3,89.1,13.7
2019-06-25,108.5,56.5,165.0,19.8,14.4,83.1,3.9
2019-06-26,333.8,67.1,393.7,42.1,0.0,89.0,11.5
2019-06-27,298.1,63.4,361.5,50.6,22.1,90.3,11.0
2019-06-28,165.2,53.8,215.5,34.1,33.1,87.9,6.7
2019-06-29,77.0,49.5,120.5,31.3,29.5,86.3,12.3
2019-06-30,30.7,41.2,63.5,29.6,29.9,85.3,9.7
2019-07-01,115.4,62.1,167.9,26.3,14.0,89.2,5.7
2019-07-02,14.9,42.4,57.3,27.3,12.3,86.0,1.6
2019-07-03,6.9,16.9,22.2,46.2,13.3,87.5,0.8
2019-07-04,25.0,44.8,69.8,20.1,11.1,91.4,1.5
2019-07-05,118.8,80.4,199.2,12.8,6.3,86.7,4.8
2019-07-06,240.8,59.8,300.6,43.9,44.7,87.3,9.4
2019-07-07,59.0,42.3,89.2,24.2,18.8,88.3,3.5
2019-07-08,21.8,39.7,59.7,32.0,12.5,86.8,2.0
2019-07-09,85.4,57.8,140.5,23.0,18.7,89.6,4.1
2019-07-10,65.4,45.8,109.4,25.4,13.1,91.3,3.5
2019-07-11,28.3,55.3,83.6,27.3,21.1,91.8,1.7
2019-07-12,0.0,0.0,0.0,20.5,12.4,92.0,1.7
2019-07-15,0.0,0.0,0.0,0.0,0.0,0.0,1.1
2019-07-16,0.0,0.0,0.0,0.0,0.0,0.0,1.8
2019-07-17,0.0,0.0,0.0,0.0,12.2,0.0,1.6
2019-07-18,0.0,0.0,0.0,26.6,16.3,88.3,3.4
2019-07-19,0.0,0.0,0.0,22.7,7.7,88.5,1.2
2019-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-22,0.0,0.0,0.0,98.7,0.0,89.2,8.5
2019-07-23,0.0,0.0,0.0,39.8,0.0,91.3,9.0
2019-07-24,351.0,74.1,425.0,44.5,0.0,90.0,12.8
2019-07-25,159.7,50.7,201.5,40.0,22.3,90.9,4.2
2019-07-26,23.2,50.7,73.9,29.0,8.0,88.9,0.2
2019-07-27,97.5,59.1,156.6,25.8,14.1,88.7,2.5
2019-07-28,73.9,35.4,109.3,21.9,9.1,87.3,3.4
2019-07-29,93.0,65.0,157.9,27.7,13.5,87.5,4.7
2019-07-30,0.0,0.0,0.0,19.0,8.9,91.4,1.8
2019-07-31,0.0,0.0,0.0,20.1,7.9,87.9,2.5
2019-08-01,172.0,65.6,237.6,27.0,17.6,87.8,6.9
2019-08-02,12.2,28.3,38.3,33.9,14.3,78.5,1.2
2019-08-03,7.2,16.0,22.2,27.6,10.1,78.9,0.8
2019-08-04,3.9,9.2,12.2,26.0,17.0,82.0,0.9
2019-08-05,19.9,27.7,47.2,25.9,10.2,71.7,1.1
2019-08-06,26.7,50.3,77.1,28.2,13.5,79.3,1.1
2019-08-07,108.0,70.6,178.6,18.3,6.2,85.9,4.8
2019-08-08,33.4,58.0,91.4,18.6,8.0,89.8,2.5
2019-08-09,30.2,50.3,75.8,15.0,8.2,90.2,1.9
2019-08-10,5.4,28.8,30.2,36.8,15.7,84.7,0.5
2019-08-11,1.8,6.6,7.0,39.6,15.4,84.2,0.5
2019-08-12,9.3,38.1,43.8,36.5,13.1,86.1,0.2
2019-08-13,47.0,39.5,86.5,21.4,7.7,88.3,1.4
2019-08-14,15.9,39.5,49.4,21.3,8.7,77.0,0.7
2019-08-15,108.2,63.9,172.1,21.5,16.3,88.8,3.0
2019-08-16,23.0,55.1,78.1,21.8,11.2,85.4,1.4
2019-08-17,4.8,24.7,25.3,23.8,10.2,88.2,1.6
2019-08-18,12.9,35.8,48.3,16.7,12.8,89.4,1.8
2019-08-19,141.8,66.5,208.4,35.6,9.2,77.2,5.9
2019-08-20,2.9,7.5,7.8,24.9,11.6,89.1,1.1
2019-08-21,16.9,33.0,49.4,28.2,9.4,88.0,1.7
2019-08-22,12.0,44.8,48.1,27.4,14.5,87.2,0.9
2019-08-23,20.4,40.2,60.6,16.3,7.7,88.2,0.9
2019-08-24,11.3,25.6,34.9,24.9,9.8,73.5,0.7
2019-08-25,5.2,13.6,16.8,70.4,10.1,79.9,0.4
2019-08-26,12.2,19.3,31.1,36.9,13.0,78.2,0.5
2019-08-27,28.8,49.6,71.9,32.6,12.8,75.9,1.2
2019-08-28,47.5,62.0,109.5,32.5,10.2,79.9,1.2
2019-08-29,160.3,54.2,214.5,20.6,17.0,86.6,4.9
2019-08-30,112.6,58.3,170.8,20.3,7.1,85.1,2.9
2019-08-31,13.6,28.5,39.3,19.2,10.4,87.2,0.1
2019-09-01,26.0,39.8,65.0,25.0,18.3,88.3,1.1
2019-09-02,229.7,76.0,305.7,53.6,21.5,85.3,9.0
2019-09-03,6.0,18.5,24.0,35.0,11.2,89.9,3.3
2019-09-04,2.0,9.0,9.9,18.3,9.1,89.5,0.5
2019-09-05,8.9,37.2,45.0,23.7,10.8,89.8,0.7
2019-09-06,14.7,37.0,46.4,38.9,13.7,84.9,1.1
2019-09-07,16.4,36.6,53.0,82.2,15.6,79.9,1.2
2019-09-08,1.4,19.4,19.1,39.6,15.8,87.9,0.2
2019-09-09,10.0,34.1,43.2,37.4,13.9,90.6,0.5
2019-09-10,8.8,33.1,41.9,19.3,7.0,84.6,1.1
2019-09-11,86.6,50.2,134.2,23.3,7.6,80.4,3.5
2019-09-12,35.6,48.7,84.3,29.1,9.2,75.9,0.2
2019-09-13,17.3,40.3,56.9,27.7,9.9,84.2,0.2
2019-09-14,2.3,12.8,14.1,22.0,9.9,85.9,0.7
2019-09-15,62.9,43.7,101.8,26.5,19.6,82.9,2.3
2019-09-16,50.5,49.3,99.8,23.1,12.8,87.1,1.5
2019-09-17,16.4,29.5,41.3,24.7,12.1,83.2,0.5
2019-09-18,41.6,55.4,96.9,30.4,12.4,76.6,10.0
2019-09-19,37.5,48.2,77.9,26.7,8.4,88.1,6.2
2019-09-20,184.1,67.9,252.0,34.8,14.5,87.0,6.6
2019-09-21,116.1,53.4,169.5,34.5,15.2,81.2,5.6
2019-09-22,12.4,28.3,40.6,25.1,13.3,84.8,2.1
2019-09-23,18.0,39.9,57.4,19.4,7.4,73.2,1.8
2019-09-24,12.4,20.9,29.4,37.6,12.1,87.1,1.9
2019-09-25,18.4,29.0,47.4,22.9,10.3,73.3,0.5
2019-09-26,14.8,16.4,29.1,29.9,11.0,70.5,0.9
2019-09-27,19.0,35.2,54.2,26.3,11.0,77.9,0.7
2019-09-28,13.6,30.3,43.9,19.5,7.3,78.3,0.3
2019-09-29,6.8,31.8,38.7,14.9,7.1,84.7,0.6
2019-09-30,5.3,16.7,19.7,30.2,10.4,84.9,0.1
2019-10-01,7.7,27.3,32.4,21.6,7.5,82.3,0.3
2019-10-02,21.6,33.1,54.8,36.7,15.6,75.1,0.3
2019-10-03,77.8,56.9,134.7,32.2,11.3,82.4,1.7
2019-10-04,39.5,58.4,97.9,29.0,6.9,83.5,0.5
2019-10-05,4.8,23.1,26.1,21.8,7.1,80.4,1.1
2019-10-06,5.5,21.1,26.6,21.8,8.6,85.6,0.3
2019-10-07,1.3,9.2,10.3,20.6,8.6,89.4,0.3
2019-10-08,44.0,43.9,87.9,12.9,6.1,90.3,0.4
2019-10-09,52.6,29.3,81.8,14.5,9.1,90.9,1.5
2019-10-10,1.3,3.7,4.6,25.9,9.1,85.9,1.5
2019-10-11,20.7,42.9,58.0,17.8,8.6,89.6,1.5
2019-10-12,35.6,40.8,76.2,28.1,9.5,83.0,1.8
2019-10-13,17.8,34.9,52.7,16.4,8.8,82.1,0.7
2019-10-14,4.5,18.7,19.5,43.0,12.4,84.7,0.1
2019-10-15,14.3,34.1,48.3,19.2,9.6,89.3,1.0
2019-10-16,19.1,22.6,41.7,36.1,11.6,79.0,0.7
2019-10-17,18.2,29.1,47.2,25.1,8.6,82.1,0.3
2019-10-18,7.3,26.5,29.9,19.0,11.4,87.7,1.3
2019-10-19,3.1,17.3,19.8,31.7,13.2,85.9,1.3
2019-10-20,5.7,22.1,23.1,58.7,12.4,72.8,1.2
2019-10-21,22.0,42.5,59.4,24.3,8.7,79.8,1.8
2019-10-22,27.2,24.5,51.7,27.4,8.2,81.6,1.7
2019-10-23,18.7,21.6,37.2,30.7,12.6,76.5,1.7
2019-10-24,17.3,29.6,47.0,33.7,11.1,77.0,1.7
2019-10-25,18.7,22.6,40.0,38.3,12.9,65.0,1.8
2019-10-26,12.9,19.4,32.3,36.7,12.0,76.7,1.2
2019-10-27,5.8,16.5,18.5,18.1,7.2,82.2,1.2
2019-10-28,4.6,14.4,18.0,19.8,6.6,84.0,1.3
2019-10-29,28.0,37.7,56.6,19.5,7.9,84.2,1.7
2019-10-30,32.0,42.6,74.7,34.4,10.5,69.7,1.7
2019-10-31,21.6,33.9,55.4,40.8,15.5,80.1,1.6
2019-11-01,21.4,25.4,46.7,29.7,9.9,63.4,1.7
2019-11-02,14.2,20.9,35.0,26.4,8.8,78.2,1.8
2019-11-03,7.0,8.0,14.4,37.4,11.8,81.6,1.8
2019-11-04,29.8,35.6,65.4,27.0,9.1,83.5,2.2
2019-11-05,38.8,44.8,76.7,75.1,35.9,83.9,3.2
2019-11-06,116.0,47.2,163.1,75.5,30.5,79.5,5.8
2019-11-07,2.5,15.0,17.5,20.4,8.5,87.9,1.9
2019-11-08,3.4,16.7,20.2,25.9,10.4,87.9,1.2
2019-11-09,1.4,1.2,2.5,23.7,9.0,84.8,1.0
2019-11-10,1.5,4.6,5.0,24.0,10.1,89.0,1.6
2019-11-11,24.0,26.1,48.9,25.5,13.2,80.9,2.1
2019-11-12,23.3,38.3,59.4,17.9,6.5,83.1,1.7
2019-11-13,32.2,41.8,74.0,23.5,7.6,74.0,2.3
2019-11-14,19.3,26.1,39.9,29.1,11.0,85.4,1.7
2019-11-15,18.9,29.3,44.0,33.7,11.5,74.8,1.8
2019-11-16,4.5,17.2,20.6,33.1,12.2,84.2,1.9
2019-11-17,1.0,6.0,5.6,26.1,13.0,84.7,1.5
2019-11-18,25.3,32.9,57.5,35.2,16.2,89.1,1.5
2019-11-19,119.1,56.1,175.1,22.9,8.1,81.6,7.4
2019-11-20,19.7,26.6,41.9,29.4,9.6,77.5,2.5
2019-11-21,23.4,25.4,45.2,27.1,9.8,73.9,4.9
2019-11-22,36.0,36.5,72.5,31.9,10.3,77.8,3.3
2019-11-23,15.9,13.3,29.1,31.3,14.6,79.5,3.4
2019-11-24,6.3,8.9,14.6,30.1,16.3,84.6,1.3
2019-11-25,24.0,28.9,50.3,31.1,11.8,86.2,1.9
2019-11-26,14.1,32.7,42.2,33.2,12.5,81.9,1.5
2019-11-27,41.2,36.0,69.1,39.3,17.3,81.8,3.7
2019-11-28,18.7,39.0,51.5,35.8,18.1,79.9,1.7
2019-11-29,23.0,30.2,50.9,27.5,10.6,80.8,1.2
2019-11-30,21.0,20.7,41.7,22.7,10.0,87.6,1.1
2019-12-01,1.4,16.3,17.2,18.1,6.7,85.6,0.9
2019-12-02,2.6,5.3,7.9,22.9,8.5,85.0,1.2
2019-12-03,2.7,16.7,15.6,34.1,15.4,84.4,1.5
2019-12-04,3.9,29.2,33.1,39.0,16.6,86.3,1.6
2019-12-05,34.4,48.7,72.2,52.1,18.9,84.2,1.9
2019-12-06,4.2,30.7,34.9,70.5,23.5,86.4,1.7
2019-12-07,2.2,12.6,12.2,50.2,13.1,87.0,1.2
2019-12-08,1.3,6.5,7.4,20.3,16.4,85.4,0.1
2019-12-09,36.7,38.5,74.8,30.8,14.8,76.2,2.1
2019-12-10,14.2,33.6,43.6,24.2,7.0,65.3,8.4
2019-12-11,76.6,41.7,118.3,28.4,9.0,73.3,5.4
2019-12-12,45.3,38.0,83.3,37.6,10.2,79.8,2.4
2019-12-13,17.6,33.3,43.1,22.3,7.7,81.0,0.4
2019-12-14,20.0,27.7,45.1,23.4,9.3,87.7,0.2
2019-12-15,8.1,14.5,22.6,18.7,5.8,78.6,2.1
2019-12-16,4.3,10.7,14.0,43.5,7.2,82.1,0.6
2019-12-17,3.4,21.3,24.7,29.3,8.8,87.4,0.2
2019-12-18,14.0,15.7,25.2,49.2,14.6,87.1,0.5
2019-12-19,19.6,30.1,43.4,31.4,11.3,67.4,0.2
2019-12-20,11.4,21.6,28.6,34.0,11.0,84.7,0.4
2019-12-21,32.5,34.5,63.3,23.7,6.9,81.4,1.1
2019-12-22,16.8,15.2,30.9,27.5,7.9,72.7,6.3
2019-12-23,21.5,23.7,44.4,34.0,12.5,79.2,0.8
2019-12-24,22.7,26.5,49.2,47.8,14.9,82.1,0.8
2019-12-25,4.6,10.6,12.9,32.7,12.6,79.0,0.9
2019-12-26,5.4,12.6,16.1,29.0,8.9,78.0,0.9
2019-12-27,16.1,26.1,42.0,28.7,8.4,77.7,0.1
2019-12-28,7.6,8.7,16.3,27.8,9.0,79.8,0.3
2019-12-29,6.2,10.1,15.7,25.6,7.8,61.8,0.1
2019-12-30,11.2,14.6,22.2,28.5,13.9,77.8,0.4
2019-12-31,14.0,24.4,35.8,23.4,11.6,75.2,3.7
2020-01-01,6.6,17.1,23.7,21.1,18.4,80.6,0.3
2020-01-02,6.1,6.2,11.4,17.7,16.9,72.0,0.1
2020-01-03,9.1,11.8,20.8,27.9,23.4,82.1,0.2
2020-01-04,8.8,6.2,15.0,34.5,29.7,66.0,0.2
2020-01-05,6.0,9.0,13.3,31.2,22.9,76.2,0.5
2020-01-06,15.8,19.8,35.6,46.8,21.8,87.3,0.5
2020-01-07,17.0,17.8,34.7,41.8,33.5,67.3,0.4
2020-01-08,52.2,39.7,91.9,50.5,29.6,80.6,0.5
2020-01-09,43.9,40.4,84.2,28.4,27.2,71.8,0.8
2020-01-10,26.8,30.8,57.6,54.9,24.5,72.6,0.2
2020-01-11,27.7,29.8,57.5,26.6,28.2,79.9,1.8
2020-01-12,13.2,27.1,31.5,20.9,39.0,82.7,7.1
2020-01-13,41.5,31.9,73.4,25.5,17.0,82.3,1.4
2020-01-14,32.1,30.2,62.3,33.1,15.8,84.9,1.4
2020-01-15,54.5,30.2,84.5,21.4,54.8,82.6,2.3
2020-01-16,28.2,31.2,58.9,25.5,12.8,73.0,4.0
2020-01-17,38.6,30.1,68.7,16.8,38.0,67.6,18.3
2020-01-18,32.1,26.8,58.5,23.2,31.1,81.4,12.3
2020-01-19,24.2,21.1,45.3,66.9,44.8,79.9,12.8
2020-01-20,73.8,39.6,113.5,25.8,12.3,85.0,1.9
2020-01-21,20.6,19.7,40.4,20.9,20.1,79.2,0.0
2020-01-22,19.4,28.6,43.6,32.7,18.2,76.6,0.1
2020-01-23,45.8,29.1,74.9,19.9,55.7,78.1,0.5
2020-01-24,34.3,33.2,66.3,18.4,19.4,86.5,0.5
2020-01-25,21.6,46.9,68.5,20.0,19.2,83.0,1.2
2020-01-26,8.5,12.6,21.1,20.4,18.6,77.6,1.8
2020-01-27,11.5,11.4,22.3,21.1,21.8,78.5,0.0
2020-01-28,24.3,22.9,47.3,30.7,19.0,81.4,0.0
2020-01-29,37.2,24.5,61.7,23.0,9.6,81.3,0.0
2020-01-30,29.3,29.0,58.3,26.6,26.9,83.2,0.0
2020-01-31,25.5,40.4,65.9,20.2,23.9,76.8,0.0
2020-02-01,15.5,16.6,32.1,31.7,30.2,78.8,0.2
2020-02-02,5.6,8.2,13.4,28.5,14.3,80.9,0.1
2020-02-03,33.0,21.3,54.3,19.3,15.7,81.9,0.8
2020-02-04,29.1,18.7,46.2,24.5,19.3,86.9,1.0
2020-02-05,24.4,27.9,49.1,37.8,18.7,67.9,0.5
2020-02-06,11.4,39.0,50.3,29.8,33.1,66.2,1.7
2020-02-07,37.9,32.6,70.5,37.9,26.3,73.7,2.3
2020-02-08,31.9,28.5,60.4,38.1,30.9,79.8,0.5
2020-02-09,12.6,13.3,25.9,24.9,19.7,65.7,8.2
2020-02-10,53.7,45.1,98.8,42.8,0.0,72.3,1.7
2020-02-11,83.8,35.6,119.4,31.8,0.0,79.5,2.9
2020-02-12,78.3,31.0,106.8,34.9,0.0,79.6,3.5
2020-02-13,184.3,41.1,225.4,35.1,0.0,82.6,6.2
2020-02-14,54.7,40.0,94.7,27.0,0.0,78.9,1.9
2020-02-15,0.7,3.9,4.6,126.2,0.0,71.4,0.9
2020-02-16,0.0,0.4,-0.1,23.4,0.0,71.6,0.1
2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-18,4.3,11.2,14.5,104.9,0.0,70.6,2.6
2020-02-19,34.2,33.6,67.7,31.8,0.0,82.0,2.6
2020-02-20,57.0,39.2,96.2,19.1,0.0,81.3,1.4
2020-02-21,46.8,35.1,80.3,28.7,0.0,83.6,1.1
2020-02-22,6.0,11.8,17.0,21.1,0.0,87.7,0.2
2020-02-23,9.5,22.2,31.7,21.8,0.0,76.4,4.0
2020-02-24,39.2,32.8,68.7,23.6,8.5,68.8,13.2
2020-02-25,105.3,49.8,155.2,43.9,0.0,77.7,6.0
2020-02-26,80.0,50.5,130.5,31.4,0.0,82.1,3.0
2020-02-27,48.2,45.9,94.2,36.2,0.0,78.9,3.6
2020-02-28,48.6,41.8,90.3,36.8,0.0,83.3,4.1
2020-02-29,17.5,26.5,41.0,32.2,0.0,82.7,1.5
2020-03-01,0.0,0.0,0.0,36.4,0.0,80.1,11.2
2020-03-02,2.2,5.8,8.0,41.5,0.0,73.7,0.7
2020-03-03,5.2,27.2,32.4,31.7,0.0,83.3,0.3
2020-03-04,25.0,25.5,47.1,45.9,0.0,90.0,0.2
2020-03-05,25.0,35.4,60.4,35.0,0.0,72.8,2.9
2020-03-06,60.6,54.5,115.1,24.6,0.0,68.2,3.4
2020-03-07,19.0,30.5,48.0,22.6,0.0,65.3,3.7
2020-03-08,12.3,29.0,37.7,25.7,0.0,78.8,5.1
2020-03-09,3.6,12.2,15.7,21.9,0.0,88.8,1.4
2020-03-10,22.3,33.5,55.8,51.8,0.0,85.5,1.0
2020-03-11,24.4,35.6,60.0,20.5,0.0,82.9,0.6
2020-03-12,121.0,40.3,158.1,27.9,0.0,86.3,6.3
2020-03-13,143.7,51.7,195.3,31.4,0.0,72.5,4.8
2020-03-14,58.5,35.9,86.9,34.1,0.0,76.8,18.2
2020-03-15,33.4,32.3,63.2,25.5,0.0,85.9,2.7
2020-03-16,121.8,54.4,173.0,33.7,0.0,84.7,3.6
2020-03-17,32.8,39.1,71.7,54.5,0.0,73.7,24.1
2020-03-18,119.4,62.2,181.6,20.0,0.0,69.0,21.2
2020-03-19,32.1,40.3,70.1,21.6,0.0,79.4,2.5
2020-03-20,20.8,34.6,44.6,19.2,0.0,80.9,1.3
2020-03-21,68.4,35.3,103.6,30.1,0.0,88.7,5.5
2020-03-22,2.9,18.3,19.1,21.6,0.0,85.0,1.2
2020-03-23,8.1,22.1,29.0,20.0,0.0,85.1,1.6
2020-03-24,19.4,24.3,42.8,35.2,0.0,74.5,1.9
2020-03-25,24.8,40.3,65.1,64.6,0.0,82.3,2.0
2020-03-26,25.3,28.4,49.6,28.3,0.0,84.1,1.2
2020-03-27,7.8,21.1,22.8,21.8,0.0,85.3,0.8
2020-03-28,5.1,12.2,17.2,17.4,0.0,73.6,1.6
2020-03-29,8.5,19.2,21.4,15.3,0.0,75.7,9.6
2020-03-30,29.4,33.0,62.4,15.1,0.0,82.2,5.4
2020-03-31,79.5,26.0,105.5,22.9,0.0,87.1,2.5
2020-04-01,53.3,35.6,89.0,19.7,0.0,89.4,7.9
2020-04-02,100.9,44.0,144.9,23.5,0.0,88.6,3.1
