Date,NO,NO2,NOx,PM10,PM2.5,RH,SO2
2018-01-25,47.2,32.7,65.6,19.5,9.5,0.0,2.6
2018-01-26,0.0,0.0,0.0,37.1,15.3,0.0,6.0
2018-01-27,0.0,0.0,0.0,32.6,23.0,0.0,3.5
2018-01-28,0.0,0.0,0.0,17.4,12.4,0.0,2.7
2018-01-29,0.0,0.0,0.0,18.9,14.2,0.0,2.1
2018-01-30,0.0,0.0,0.0,31.4,18.2,0.0,0.7
2018-01-31,0.0,0.0,0.0,27.3,13.7,0.0,0.7
2018-02-01,0.0,0.0,0.0,37.2,12.0,0.0,0.9
2018-02-02,0.0,0.0,0.0,28.8,31.1,0.0,1.5
2018-02-03,10.8,22.0,25.8,25.6,17.3,0.0,1.1
2018-02-04,9.9,23.3,23.7,17.6,14.7,0.0,0.6
2018-02-05,109.9,38.6,116.0,22.5,12.7,0.0,4.0
2018-02-06,9.0,14.8,20.8,21.5,12.2,0.0,1.6
2018-02-07,65.9,34.6,68.7,31.5,18.1,0.0,4.5
2018-02-08,41.6,35.0,53.7,21.4,10.5,0.0,7.8
2018-02-09,66.0,46.4,85.4,14.5,21.1,0.0,18.2
2018-02-10,56.2,17.9,61.8,18.1,11.3,0.0,2.3
2018-02-11,1.9,4.2,5.2,11.4,17.6,0.0,0.4
2018-02-12,46.5,21.6,48.9,21.4,13.6,0.0,2.2
2018-02-13,3.9,4.9,7.0,18.1,7.0,0.0,0.1
2018-02-14,13.9,17.0,27.7,20.5,15.0,0.0,0.7
2018-02-15,58.0,41.5,75.4,54.1,10.3,0.0,5.4
2018-02-16,112.6,41.7,134.0,26.4,17.8,0.0,5.4
2018-02-17,26.1,16.3,27.9,19.8,10.6,0.0,1.8
2018-02-18,3.4,10.6,11.6,24.6,15.1,0.0,4.1
2018-02-19,22.9,14.8,26.5,24.6,10.4,0.0,8.0
2018-02-20,7.0,15.0,16.0,41.6,14.0,0.0,0.5
2018-02-21,30.6,37.1,46.8,41.4,8.8,0.0,1.0
2018-02-22,29.4,37.7,38.3,31.9,12.6,0.0,7.9
2018-02-23,77.2,37.0,103.6,20.0,10.3,0.0,3.0
2018-02-24,73.7,37.9,87.7,26.5,13.9,0.0,5.8
2018-02-25,29.6,22.9,41.9,17.9,17.7,0.0,12.6
2018-02-26,95.6,38.4,105.1,14.4,8.2,0.0,4.7
2018-02-27,34.9,24.8,45.8,19.5,13.0,0.0,4.9
2018-02-28,3.3,7.6,7.7,29.4,10.5,70.5,0.3
2018-03-01,5.3,18.1,18.1,27.9,9.1,83.1,0.8
2018-03-02,6.5,18.4,18.9,38.4,12.7,87.7,0.9
2018-03-03,9.7,21.7,22.2,36.5,16.2,74.1,1.3
2018-03-04,10.4,27.6,35.2,28.7,11.3,78.5,1.2
2018-03-05,99.7,47.6,139.4,37.0,15.3,84.6,17.8
2018-03-06,210.9,44.2,249.8,38.1,19.2,88.9,12.5
2018-03-07,12.1,38.7,45.4,14.3,6.2,84.6,1.2
2018-03-08,86.0,51.0,98.0,21.8,15.8,83.4,3.1
2018-03-09,73.8,34.3,92.7,19.1,12.9,84.4,13.1
2018-03-10,50.5,32.2,59.5,14.3,8.6,68.9,13.6
2018-03-11,11.4,25.2,26.7,16.1,19.0,70.0,6.1
2018-03-12,70.0,39.4,103.0,33.8,16.8,86.7,14.9
2018-03-13,19.9,21.2,34.4,21.1,11.7,73.1,1.1
2018-03-14,45.6,40.0,60.3,34.9,20.6,84.2,1.7
2018-03-15,190.2,42.7,216.5,37.1,17.7,79.6,7.8
2018-03-16,55.1,37.1,66.5,30.2,10.0,84.5,4.6
2018-03-17,133.0,46.1,138.9,32.8,15.6,89.9,5.9
2018-03-18,9.0,31.3,31.4,23.6,17.8,69.6,2.7
2018-03-19,57.5,41.7,66.5,42.3,17.7,81.8,2.1
2018-03-20,50.5,39.3,80.7,34.8,14.8,87.1,4.5
2018-03-21,105.2,45.2,121.3,37.2,12.5,84.7,13.5
2018-03-22,184.0,52.3,189.3,32.5,21.7,89.2,7.4
2018-03-23,37.6,36.1,42.4,24.3,12.1,87.5,1.4
2018-03-24,4.5,21.8,24.5,17.3,16.3,89.5,0.8
2018-03-25,30.3,40.5,60.4,13.1,8.0,91.0,11.0
2018-03-26,220.4,51.6,223.3,31.3,12.2,84.6,9.2
2018-03-27,42.9,28.0,45.9,13.9,6.8,87.6,1.3
2018-03-28,181.6,46.4,186.0,30.1,15.8,89.5,8.0
2018-03-29,32.8,31.6,46.7,19.4,14.0,85.5,5.1
2018-03-30,7.7,20.7,26.5,15.1,12.5,88.4,1.7
2018-03-31,9.2,19.1,19.7,12.9,8.8,80.5,0.5
2018-04-01,38.7,41.2,64.2,24.5,21.9,80.8,2.0
2018-04-02,28.4,34.0,44.9,17.2,8.9,74.5,3.3
2018-04-03,25.6,37.9,57.5,21.2,13.4,82.9,4.0
2018-04-04,32.5,35.5,53.5,19.8,14.0,89.6,1.1
2018-04-05,55.4,48.1,75.5,32.5,20.2,77.6,2.3
2018-04-06,161.9,55.4,199.2,38.7,16.9,87.7,8.7
2018-04-07,21.9,32.1,38.7,22.9,16.5,81.3,2.5
2018-04-08,27.9,30.6,36.1,28.2,20.0,84.5,1.2
2018-04-09,77.8,55.6,101.2,26.8,13.8,75.8,2.8
2018-04-10,8.2,29.9,30.6,45.2,27.8,87.0,0.3
2018-04-11,41.7,40.5,66.0,21.7,18.5,82.0,3.1
2018-04-12,0.0,0.0,0.0,43.5,26.1,86.9,14.2
2018-04-13,0.0,0.0,0.0,40.1,16.7,90.4,0.7
2018-04-14,0.0,0.0,0.0,35.9,15.0,92.8,0.9
2018-04-15,0.0,0.0,0.0,35.1,12.1,91.7,1.0
2018-04-16,0.0,0.0,0.0,41.0,18.8,89.8,2.6
2018-04-17,6.1,24.2,26.9,50.4,17.5,88.7,1.6
2018-04-18,15.7,28.4,40.0,26.7,14.8,87.0,1.0
2018-04-19,55.5,57.2,78.9,22.0,20.4,69.6,1.7
2018-04-20,30.6,38.9,53.8,19.3,12.6,85.5,0.6
2018-04-21,21.1,37.5,39.7,18.2,10.3,86.6,0.5
2018-04-22,11.8,42.5,54.3,23.9,23.8,83.2,1.8
2018-04-23,53.3,63.4,83.8,32.0,12.9,72.0,1.9
2018-04-24,22.5,49.6,72.1,14.7,26.5,81.2,1.7
2018-04-25,48.2,43.0,75.2,17.2,9.9,84.7,2.1
2018-04-26,165.4,61.2,195.6,25.0,15.1,85.9,6.6
2018-04-27,111.5,55.2,122.3,35.2,9.8,78.2,4.0
2018-04-28,0.9,4.2,4.4,25.0,13.9,90.4,0.8
2018-04-29,0.5,6.4,6.9,33.3,11.1,90.1,0.5
2018-04-30,16.6,32.4,36.7,16.1,21.1,89.9,0.6
2018-05-01,81.2,54.6,106.4,26.5,12.6,87.1,3.1
2018-05-02,57.3,43.5,68.5,24.0,14.3,82.0,16.1
2018-05-03,139.5,57.9,178.0,34.1,14.9,78.2,9.0
2018-05-04,355.2,79.0,372.0,37.5,53.5,87.1,14.4
2018-05-05,143.4,39.0,148.1,0.0,20.0,88.7,6.5
2018-05-06,12.3,39.5,46.4,0.0,20.0,86.5,13.4
2018-05-07,44.5,57.3,63.7,0.0,32.2,77.2,3.0
2018-05-08,87.2,74.0,109.7,0.0,13.0,77.3,3.4
2018-05-09,53.6,60.1,78.3,54.9,27.2,88.5,2.1
2018-05-10,122.9,53.5,139.1,0.0,23.8,91.7,5.0
2018-05-11,1.5,12.3,13.2,24.9,9.3,87.0,0.4
2018-05-12,2.4,18.2,20.2,18.9,8.1,91.0,1.4
2018-05-13,3.9,7.7,10.0,16.6,9.3,91.1,0.8
2018-05-14,39.5,44.5,62.5,19.7,12.7,91.5,1.5
2018-05-15,2.0,13.4,13.3,24.9,13.5,89.6,0.4
2018-05-16,16.8,45.0,61.8,21.3,8.9,90.0,0.5
2018-05-17,43.7,59.4,69.7,16.8,9.9,86.1,1.4
2018-05-18,93.3,62.2,143.1,31.3,15.0,80.3,4.4
2018-05-19,6.4,29.8,33.7,21.2,17.7,88.4,1.2
2018-05-20,4.9,24.4,26.6,16.1,9.2,86.9,1.2
2018-05-21,85.6,60.6,100.7,359.4,13.3,90.5,4.2
2018-05-22,27.7,47.4,47.7,20.9,18.0,88.4,3.5
2018-05-23,17.8,48.2,51.5,18.5,14.8,87.4,1.7
2018-05-24,19.9,37.9,43.2,63.4,15.0,87.6,-0.2
2018-05-25,26.8,59.5,68.5,43.9,16.0,88.6,1.1
2018-05-26,25.6,30.0,39.9,21.9,12.6,88.1,1.7
2018-05-27,7.5,25.9,32.5,43.4,9.1,81.3,0.7
2018-05-28,79.8,71.4,117.8,21.3,9.8,85.3,5.2
2018-05-29,132.4,73.2,179.5,33.0,25.4,78.4,6.9
2018-05-30,259.8,80.1,297.6,39.0,26.2,82.6,10.9
2018-05-31,307.8,77.5,358.6,71.9,58.9,89.9,12.0
2018-06-01,458.1,78.5,473.5,61.4,49.2,90.1,18.7
2018-06-02,3.3,15.3,16.9,26.0,16.4,80.6,-0.4
2018-06-03,13.1,44.7,44.8,20.7,14.3,90.9,-0.1
2018-06-04,5.7,29.7,29.5,17.0,5.3,90.6,-0.5
2018-06-05,33.4,44.8,58.4,34.5,12.3,91.6,0.9
2018-06-06,42.9,55.9,92.2,34.1,13.1,82.9,1.2
2018-06-07,57.2,67.9,90.0,21.7,13.4,80.9,7.0
2018-06-08,143.2,85.1,170.7,43.5,31.2,86.9,7.3
2018-06-09,282.1,55.7,292.1,49.2,36.6,91.2,7.7
2018-06-10,74.3,48.0,100.7,33.1,21.5,90.0,2.0
2018-06-11,84.6,52.2,131.0,21.8,15.3,87.1,8.3
2018-06-12,16.7,30.7,46.2,23.4,10.8,88.3,0.2
2018-06-13,21.8,49.5,59.5,13.9,10.4,87.6,0.6
2018-06-14,47.5,60.9,78.1,26.2,15.2,87.7,1.9
2018-06-15,104.4,50.8,130.7,18.4,17.9,88.7,3.3
2018-06-16,8.8,37.2,37.5,20.7,15.8,91.9,0.5
2018-06-17,38.0,64.4,67.3,38.8,23.7,87.7,1.7
2018-06-18,4.9,27.5,32.4,63.6,16.3,89.7,5.1
2018-06-19,58.4,60.4,78.3,31.7,20.9,88.7,14.2
2018-06-20,72.4,64.7,119.5,19.5,24.2,84.7,3.5
2018-06-21,45.5,60.9,88.3,18.2,16.9,76.3,4.2
2018-06-22,192.0,76.2,225.3,33.6,23.6,80.6,10.7
2018-06-23,97.5,57.5,141.9,29.0,35.9,88.5,3.5
2018-06-24,9.3,26.5,28.9,18.3,7.8,90.9,5.7
2018-06-25,22.0,57.1,59.3,40.6,12.7,88.3,7.6
2018-06-26,25.4,63.7,66.2,24.7,17.2,80.2,7.9
2018-06-27,463.7,98.4,522.4,83.1,61.6,88.1,19.5
2018-06-28,221.8,66.2,265.5,64.0,56.2,90.8,10.7
2018-06-29,166.5,64.5,198.9,36.9,28.8,91.9,7.0
2018-06-30,183.2,57.7,226.9,68.1,52.8,92.0,7.3
2018-07-01,7.8,37.6,37.6,20.6,24.6,89.3,9.1
2018-07-02,22.8,50.6,70.8,32.4,13.3,81.4,0.6
2018-07-03,141.3,74.2,177.4,50.6,30.1,88.2,8.9
2018-07-04,290.1,79.6,324.0,47.1,24.8,85.3,12.3
2018-07-05,68.6,69.5,80.8,37.6,29.4,79.4,2.9
2018-07-06,248.7,65.6,255.7,55.4,45.3,88.9,9.5
2018-07-07,84.0,44.5,103.9,35.1,21.0,87.3,22.7
2018-07-08,0.7,7.3,7.6,24.3,10.1,86.0,1.8
2018-07-09,5.5,18.7,19.6,32.5,12.6,85.7,3.7
2018-07-10,31.7,67.0,69.0,30.2,17.2,81.5,1.7
2018-07-11,201.5,82.1,225.3,28.4,26.4,82.7,7.5
2018-07-12,151.4,76.2,180.0,58.7,47.4,85.3,8.7
2018-07-13,293.6,67.5,310.1,45.2,26.5,90.0,13.3
2018-07-14,33.8,52.7,52.5,29.1,17.6,89.8,2.7
2018-07-15,12.9,51.1,61.6,33.3,27.5,91.4,5.4
2018-07-16,24.6,59.5,66.0,28.6,29.1,91.8,3.4
2018-07-17,105.1,67.8,133.1,33.0,25.4,89.7,4.3
2018-07-18,177.2,68.7,202.8,36.3,26.6,90.8,6.6
2018-07-19,40.9,53.2,59.0,15.7,27.3,90.6,2.0
2018-07-20,153.3,72.6,193.5,38.3,27.0,89.5,5.6
2018-07-21,79.2,37.4,94.0,21.5,23.4,90.9,4.0
2018-07-22,5.8,35.6,38.2,17.3,14.9,89.6,1.5
2018-07-23,101.6,69.1,149.1,65.7,61.6,83.9,2.8
2018-07-24,327.8,85.0,370.9,45.4,107.2,89.6,12.7
2018-07-25,0.0,0.0,0.0,0.0,39.4,0.0,0.0
2018-07-26,0.0,0.0,0.0,0.0,19.6,0.0,0.0
2018-07-27,104.8,47.9,127.1,28.4,31.9,87.7,4.3
2018-07-28,26.9,50.3,54.1,32.4,18.9,89.0,0.8
2018-07-29,6.3,18.6,22.5,25.2,30.0,90.7,0.2
2018-07-30,131.2,78.9,141.3,40.5,14.2,80.3,7.7
2018-07-31,31.7,50.7,52.1,30.4,26.8,88.7,1.5
2018-08-01,104.8,67.3,133.5,28.8,18.4,91.2,4.3
2018-08-02,145.5,41.6,162.3,19.5,19.3,92.6,5.7
2018-08-03,115.6,63.9,143.7,38.2,35.5,89.7,8.1
2018-08-04,94.7,49.4,127.4,45.7,30.1,92.3,4.5
2018-08-05,9.8,34.4,35.8,6.5,9.8,89.7,1.1
2018-08-06,111.6,48.6,130.5,83.2,18.0,90.8,5.2
2018-08-07,273.0,75.7,276.7,35.7,33.6,91.9,12.2
2018-08-08,2.2,32.8,33.2,13.3,10.2,89.2,1.0
2018-08-09,31.3,60.6,62.2,25.5,25.2,88.0,1.0
2018-08-10,158.8,71.3,181.8,31.6,24.6,86.9,6.4
2018-08-11,86.2,51.0,91.1,26.1,20.4,90.5,5.7
2018-08-12,54.5,43.3,77.3,25.0,18.4,88.6,3.9
2018-08-13,155.7,59.0,167.3,36.3,13.1,89.0,5.4
2018-08-14,12.2,41.9,42.3,34.5,17.2,89.1,-0.3
2018-08-15,13.4,28.2,30.4,41.0,22.9,76.3,-0.4
2018-08-16,21.0,60.5,64.1,162.5,49.0,82.5,0.4
2018-08-17,28.5,70.5,70.4,28.5,23.8,89.1,1.6
2018-08-18,12.3,43.5,51.0,18.1,18.8,83.9,-0.4
2018-08-19,30.4,53.2,54.2,32.0,22.6,88.7,3.8
2018-08-20,1.6,14.6,15.6,25.3,16.5,83.2,1.0
2018-08-21,19.9,51.8,51.8,18.5,22.1,81.6,6.7
2018-08-22,13.6,44.0,53.4,23.7,17.7,86.2,1.5
2018-08-23,53.3,63.1,78.4,22.3,16.4,84.9,3.1
2018-08-24,72.1,74.9,108.8,19.9,11.8,84.2,3.8
2018-08-25,13.6,21.4,24.2,27.0,28.2,80.6,1.5
2018-08-26,32.9,52.5,65.7,26.7,18.3,84.0,3.1
2018-08-27,205.7,81.9,232.9,51.2,33.0,85.3,13.0
2018-08-28,54.3,55.7,66.3,29.1,19.1,88.6,2.4
2018-08-29,39.4,58.5,91.3,24.8,23.5,91.0,1.2
2018-08-30,66.1,54.1,114.3,23.7,13.7,91.7,2.9
2018-08-31,37.6,56.8,71.2,21.2,17.5,92.3,2.9
2018-09-01,82.3,42.9,115.4,16.5,23.5,92.3,4.4
2018-09-02,2.0,11.8,12.1,36.2,19.3,88.9,6.4
2018-09-03,48.8,68.4,85.4,21.6,11.5,85.8,9.3
2018-09-04,131.4,74.5,160.4,21.7,13.2,89.2,8.0
2018-09-05,62.4,53.5,96.4,19.7,14.9,76.1,16.2
2018-09-06,60.6,56.1,98.6,15.7,23.2,86.1,15.1
2018-09-07,41.8,52.7,69.6,24.7,30.0,74.2,5.9
2018-09-08,28.7,29.7,43.2,18.9,15.0,77.8,6.3
2018-09-09,7.4,16.7,19.6,18.7,24.3,69.0,1.5
2018-09-10,31.9,60.0,60.8,17.3,12.1,83.3,0.9
2018-09-11,65.2,56.2,90.1,18.9,14.0,83.0,12.6
2018-09-12,215.5,58.3,237.3,65.1,18.6,86.7,8.7
2018-09-13,36.0,57.3,72.1,22.2,14.1,82.0,3.1
2018-09-14,30.7,54.1,64.2,23.7,22.7,83.7,1.8
2018-09-15,17.9,38.0,41.1,19.8,11.2,85.0,19.8
2018-09-16,0.4,4.6,4.5,13.5,16.6,78.9,-0.1
2018-09-17,1.9,13.6,13.7,18.2,9.3,89.2,0.4
2018-09-18,121.6,59.1,164.9,31.2,19.4,88.5,9.5
2018-09-19,34.9,50.0,71.7,14.9,15.7,82.8,5.3
2018-09-20,99.0,55.2,132.1,18.8,15.7,80.3,7.9
2018-09-21,23.3,60.9,77.4,23.9,12.4,82.1,1.2
2018-09-22,29.4,40.2,56.6,18.9,12.2,88.3,4.0
2018-09-23,23.2,29.8,52.9,27.2,15.6,87.9,1.8
2018-09-24,10.7,32.1,33.3,18.2,15.0,84.6,1.1
2018-09-25,24.5,25.4,37.2,51.6,17.7,73.3,1.2
2018-09-26,19.3,32.8,38.3,57.1,16.3,72.9,2.0
2018-09-27,37.8,54.1,56.8,36.0,32.9,77.2,2.9
2018-09-28,159.2,64.2,180.5,22.8,27.8,85.6,8.7
2018-09-29,72.2,46.5,91.4,18.0,14.6,77.9,3.9
2018-09-30,12.3,24.6,35.7,16.4,20.4,88.4,1.5
2018-10-01,0.0,0.0,0.0,15.6,11.0,78.2,3.9
2018-10-02,0.0,0.0,0.0,21.7,16.9,88.1,6.6
2018-10-03,0.0,0.0,0.0,27.5,11.5,86.7,9.2
2018-10-04,0.0,0.0,0.0,28.2,20.2,88.7,4.5
2018-10-05,0.0,0.0,0.0,26.4,31.2,88.9,5.9
2018-10-06,0.0,0.0,0.0,20.0,11.8,82.8,13.6
2018-10-07,0.0,0.0,0.0,22.1,15.3,86.6,0.9
2018-10-08,0.0,0.0,0.0,24.3,23.4,76.0,0.7
2018-10-09,0.0,0.0,0.0,28.1,33.3,80.5,4.0
2018-10-10,0.0,0.0,0.0,30.5,26.0,73.1,1.6
2018-10-11,0.0,0.0,0.0,27.3,59.5,89.5,2.1
2018-10-12,11.0,15.9,22.5,37.1,52.9,86.4,0.0
2018-10-13,20.8,28.6,42.0,23.2,38.4,81.4,0.0
2018-10-14,10.5,29.4,36.3,24.5,45.6,78.3,1.5
2018-10-15,220.2,63.1,283.3,40.1,22.6,86.7,11.9
2018-10-16,109.5,58.5,166.3,22.4,34.0,83.8,5.1
2018-10-17,24.2,36.3,60.5,19.3,52.2,82.8,2.5
2018-10-18,25.3,48.2,71.2,52.0,20.3,83.9,4.2
2018-10-19,216.5,55.4,271.9,56.5,38.3,88.5,11.0
2018-10-20,133.7,42.1,171.5,25.6,56.2,87.8,12.6
2018-10-21,6.1,19.0,21.4,21.9,30.7,83.5,2.7
2018-10-22,12.5,28.8,38.4,12.5,20.9,84.3,8.1
2018-10-23,103.1,43.2,144.5,18.8,30.4,86.7,4.8
2018-10-24,147.7,55.3,197.8,18.3,19.4,83.8,5.4
2018-10-25,65.6,41.9,107.5,21.8,31.3,80.9,2.9
2018-10-26,33.5,46.1,79.7,24.1,20.9,87.9,1.0
2018-10-27,7.8,34.9,42.7,39.9,37.7,89.9,1.1
2018-10-28,7.6,25.0,25.8,11.3,17.1,89.5,0.7
2018-10-29,9.1,18.8,27.9,23.5,15.8,84.3,0.1
2018-10-30,29.5,33.9,63.4,30.5,41.4,86.1,0.8
2018-10-31,113.6,57.2,170.8,30.1,23.7,86.5,15.1
2018-11-01,17.0,27.4,41.5,43.3,56.7,81.1,2.3
2018-11-02,44.9,48.4,91.4,30.2,43.8,61.4,4.6
2018-11-03,8.9,31.0,39.9,28.8,44.6,84.3,1.9
2018-11-04,5.8,6.5,12.3,41.4,23.2,88.5,0.2
2018-11-05,21.3,33.5,54.8,30.9,44.8,73.7,0.5
2018-11-06,1.7,9.7,11.4,44.9,60.9,79.8,1.1
2018-11-07,5.0,10.5,14.9,27.1,45.0,86.7,3.5
2018-11-08,15.6,20.2,35.8,20.6,44.1,89.0,1.4
2018-11-09,4.7,16.4,21.1,21.3,41.7,88.8,1.1
2018-11-10,16.3,36.5,43.1,27.0,9.9,88.2,1.2
2018-11-11,22.2,35.9,52.3,30.7,10.1,89.8,1.7
2018-11-12,54.6,61.1,115.8,17.5,5.3,90.3,1.5
2018-11-13,53.1,47.7,100.8,29.9,9.1,80.6,1.9
2018-11-14,87.5,48.1,135.7,26.1,10.1,83.9,3.4
2018-11-15,80.3,53.5,133.8,27.1,8.1,77.3,3.0
2018-11-16,140.3,37.6,178.0,16.5,5.8,83.7,5.1
2018-11-17,48.1,35.5,83.3,26.9,8.1,79.8,3.9
2018-11-18,13.6,22.6,34.2,18.4,7.8,80.1,1.5
2018-11-19,47.8,45.7,93.5,21.1,5.6,87.0,2.3
2018-11-20,36.0,39.9,75.9,19.4,6.7,81.5,2.9
2018-11-21,104.0,40.7,144.7,15.2,5.7,84.9,3.1
2018-11-22,59.2,39.6,98.8,25.2,5.0,89.4,2.6
2018-11-23,140.7,42.2,182.9,24.5,8.6,83.6,4.7
2018-11-24,2.0,6.0,7.5,16.3,5.6,88.8,1.3
2018-11-25,1.8,17.9,17.6,54.4,16.4,91.0,0.6
2018-11-26,36.3,36.5,65.4,55.9,21.1,89.7,1.6
2018-11-27,54.3,49.7,102.9,28.1,8.9,87.4,4.2
2018-11-28,71.0,51.9,122.9,27.9,9.1,82.8,3.1
2018-11-29,18.4,42.8,59.4,30.4,11.8,84.8,1.9
2018-11-30,4.0,10.2,13.3,24.4,7.3,80.3,1.1
2018-12-01,0.7,3.0,3.5,32.5,13.3,88.1,0.3
2018-12-02,0.6,7.6,7.9,28.0,12.4,89.1,0.2
2018-12-03,5.4,18.0,22.2,19.9,8.1,89.3,0.4
2018-12-04,20.3,39.1,59.2,35.1,10.2,90.6,1.1
2018-12-05,16.4,31.0,47.4,36.2,11.8,84.0,1.0
2018-12-06,20.6,29.0,45.7,31.4,8.5,76.6,0.6
2018-12-07,79.2,42.3,121.5,29.2,9.6,79.0,10.6
2018-12-08,32.1,28.6,60.6,30.7,11.3,76.5,0.5
2018-12-09,9.4,8.9,15.6,36.7,11.4,73.5,0.6
2018-12-10,36.2,25.9,62.2,37.1,14.3,81.2,1.8
2018-12-11,108.1,46.1,148.0,44.9,18.9,86.8,2.1
2018-12-12,18.6,27.3,43.1,0.0,5.5,81.1,1.3
2018-12-13,33.7,29.1,59.1,0.0,7.6,78.8,6.1
2018-12-14,10.6,29.3,38.1,17.8,5.3,84.7,1.1
2018-12-15,16.0,31.6,47.6,19.5,10.8,86.3,1.3
2018-12-16,42.2,19.0,58.1,17.9,5.7,88.1,8.9
2018-12-17,39.8,28.7,68.5,14.6,5.1,88.0,2.3
2018-12-18,78.0,41.6,118.2,23.9,6.2,85.6,3.1
2018-12-19,21.5,22.5,41.2,19.3,6.8,85.8,1.3
2018-12-20,26.5,31.6,58.1,19.1,5.7,89.5,1.9
2018-12-21,17.7,24.5,41.4,19.2,6.0,87.3,1.4
2018-12-22,12.6,15.1,24.5,20.0,4.8,86.2,1.6
2018-12-23,11.4,17.2,27.3,16.2,5.4,90.0,1.3
2018-12-24,10.8,26.2,36.6,12.8,5.2,92.0,1.6
2018-12-25,5.8,10.6,16.1,16.4,6.2,89.7,0.7
2018-12-26,5.8,6.4,12.2,35.9,14.6,84.8,0.1
2018-12-27,16.7,17.5,34.2,51.1,12.2,71.5,0.4
2018-12-28,17.6,21.6,38.4,23.4,7.0,73.9,1.2
2018-12-29,20.1,26.1,46.3,21.5,8.2,78.7,1.1
2018-12-30,7.8,16.8,24.6,17.5,8.4,83.7,0.6
2018-12-31,13.3,16.1,28.0,36.3,10.4,80.9,1.0
2019-01-01,0.0,6.7,10.8,25.3,10.3,80.4,0.5
2019-01-02,0.0,7.2,11.9,26.2,6.1,82.4,1.6
2019-01-03,16.5,17.6,32.8,22.9,9.7,80.8,0.3
2019-01-04,13.7,9.3,22.3,36.1,11.2,75.7,0.6
2019-01-05,24.0,23.1,46.9,42.7,12.9,83.6,1.3
2019-01-06,6.6,9.5,12.7,17.9,6.7,82.7,0.6
2019-01-07,30.6,28.4,58.6,24.8,9.5,77.6,0.7
2019-01-08,25.5,22.3,46.2,26.1,6.9,79.7,0.7
2019-01-09,55.7,35.0,89.9,25.1,9.3,84.8,3.5
2019-01-10,12.6,12.2,24.6,25.7,10.1,85.1,0.9
2019-01-11,34.1,24.3,57.8,26.8,8.4,84.1,1.0
2019-01-12,17.8,19.3,36.8,24.6,10.6,75.1,6.5
2019-01-13,1.6,8.1,9.4,32.6,11.3,78.7,1.7
2019-01-14,26.9,32.4,59.4,31.6,7.9,86.7,2.1
2019-01-15,50.4,35.1,81.5,21.8,7.7,85.4,4.8
2019-01-16,84.4,42.3,124.4,26.2,9.9,82.6,3.1
2019-01-17,27.5,22.8,50.3,35.2,8.5,79.2,1.1
2019-01-18,33.4,27.4,60.1,28.1,10.1,82.3,0.8
2019-01-19,26.0,26.3,52.3,26.7,10.0,82.1,0.8
2019-01-20,8.4,11.1,18.6,40.9,13.6,86.5,0.2
2019-01-21,20.4,20.6,39.7,28.5,12.2,71.1,0.7
2019-01-22,24.6,19.9,43.1,41.3,14.5,71.0,1.1
2019-01-23,42.6,35.3,77.8,28.2,8.0,74.8,1.0
2019-01-24,27.6,34.8,55.2,38.6,10.9,86.8,2.3
2019-01-25,39.9,39.0,78.3,45.1,13.2,79.2,2.8
2019-01-26,18.4,24.3,42.7,24.8,7.1,73.7,1.3
2019-01-27,7.3,9.6,13.6,18.6,7.7,87.9,0.2
2019-01-28,11.5,9.3,19.6,16.2,6.9,89.9,0.4
2019-01-29,22.9,35.3,58.2,31.2,11.8,88.4,0.7
2019-01-30,6.2,22.3,26.5,39.6,12.9,83.4,0.6
2019-01-31,0.0,24.0,29.1,33.1,13.7,85.6,1.1
2019-02-01,0.0,43.8,129.2,32.9,12.5,76.2,3.1
2019-02-02,42.3,25.6,68.0,39.7,10.5,85.4,1.0
2019-02-03,5.1,9.4,14.5,36.0,10.3,66.9,2.6
2019-02-04,10.4,24.6,35.0,38.2,10.0,76.8,1.6
2019-02-05,144.9,32.1,177.0,41.2,10.5,84.3,9.9
2019-02-06,25.1,24.9,43.8,21.9,10.8,84.2,6.8
2019-02-07,9.0,17.8,26.8,26.4,6.0,74.0,3.1
2019-02-08,45.8,37.3,83.1,29.1,6.5,69.8,9.7
2019-02-09,43.6,35.1,78.8,49.7,6.8,73.8,3.0
2019-02-10,25.5,22.6,42.5,28.1,7.2,79.3,13.1
2019-02-11,110.0,43.3,149.2,34.0,14.1,83.9,2.7
2019-02-12,20.3,21.6,38.7,21.2,6.8,86.9,1.6
2019-02-13,48.1,27.2,75.3,24.2,5.4,81.0,0.6
2019-02-14,115.7,38.7,152.0,35.6,9.8,84.0,3.2
2019-02-15,93.5,31.4,125.0,33.7,9.3,83.8,2.8
2019-02-16,11.7,15.4,22.8,30.3,10.7,74.1,1.8
2019-02-17,30.5,29.3,59.8,32.9,11.1,83.4,4.4
2019-02-18,36.1,30.5,66.7,29.9,9.1,85.2,1.5
2019-02-19,42.2,43.1,85.3,22.9,7.0,69.1,2.1
2019-02-20,140.9,39.2,180.2,30.5,8.1,82.5,6.3
2019-02-21,5.4,16.0,21.4,35.0,7.2,82.1,0.6
2019-02-22,4.6,14.2,18.8,20.4,7.1,89.9,0.7
2019-02-23,21.8,26.0,44.5,28.2,0.0,91.2,1.0
2019-02-24,20.5,25.7,38.1,170.7,0.0,79.5,9.0
2019-02-25,38.6,28.5,63.8,27.9,6.2,65.7,23.0
2019-02-26,98.1,52.3,150.4,19.6,6.6,62.0,8.8
