Date,capped_scale
2020-07-05,138.02
2020-07-06,87.42000000000002
2020-07-07,157.9225
2020-07-08,91.18
2020-07-09,52.949999999999996
2020-07-10,136.2
2020-07-11,75.84
2020-07-12,166.32999999999998
2020-07-13,75.9475
2020-07-14,94.32750000000001
2020-07-15,56.05
2020-07-16,28.32
2020-07-17,5.1
2020-07-18,105.12
2020-07-19,130.3175
2020-07-20,85.1225
2020-07-21,115.31
2020-07-22,145.62
2020-07-23,20.759999999999998
2020-07-24,63.1925
2020-07-25,53.56
2020-07-26,73.35
2020-07-27,43.1
2020-07-28,106.4125
2020-07-29,78.0
2020-07-30,46.19
2020-07-31,60.0175
2020-08-01,29.709999999999997
2020-08-02,119.0625
2020-08-03,166.10500000000002
2020-08-04,66.24
2020-08-05,84.71
2020-08-06,120.88999999999999
2020-08-07,43.92
2020-08-08,86.61999999999999
2020-08-09,69.07
2020-08-10,99.00999999999999
2020-08-11,22.78
2020-08-12,117.88999999999999
2020-08-13,134.73
2020-08-14,75.78
2020-08-15,159.925
2020-08-16,88.72999999999999
2020-08-17,99.26000000000002
2020-08-18,90.24000000000001
2020-08-19,123.77
2020-08-20,105.87249999999999
2020-08-21,108.44
2020-08-22,83.3725
2020-08-23,87.14
2020-08-24,45.7875
2020-08-25,85.55
2020-08-26,61.47
2020-08-27,127.32
2020-08-28,90.50750000000001
2020-08-29,122.9975
2020-08-30,67.83
2020-08-31,77.58000000000001
2020-09-01,76.09
2020-09-02,63.67250000000001
2020-09-03,157.9325
2020-09-04,140.7525
2020-09-05,56.9825
2020-09-06,35.36750000000001
2020-09-07,79.09
2020-09-08,133.0575
2020-09-09,174.73000000000002
2020-09-10,56.349999999999994
2020-09-11,153.74
2020-09-12,105.86250000000001
2020-09-13,46.9
2020-09-14,88.46249999999999
2020-09-15,86.22
2020-09-16,83.6725
2020-09-17,55.05
2020-09-18,25.069999999999993
2020-09-19,34.29
2020-09-20,55.917500000000004
2020-09-21,102.98499999999999
2020-09-22,99.41250000000001
2020-09-23,69.06750000000001
2020-09-24,22.08
2020-09-25,31.407500000000002
2020-09-26,72.47
2020-09-27,48.28250000000001
2020-09-28,43.16
2020-09-29,18.66
2020-09-30,65.26
2020-10-01,59.41
2020-10-02,74.34
2020-10-03,40.16
2020-10-04,75.57000000000001
2020-10-05,70.74
2020-10-06,66.07
2020-10-07,108.24000000000001
2020-10-08,46.14
