Date,UVI
2017-01-01,1.9449444444444441
2017-01-02,2.1778368055555553
2017-01-03,2.6445041666666658
2017-01-04,2.019447222222222
2017-01-05,3.0731770833333325
2017-01-06,2.334981249999998
2017-01-07,2.3872069444444453
2017-01-08,1.9449874999999999
2017-01-09,2.561915277777777
2017-01-10,1.8268125
2017-01-11,2.0335215277777774
2017-01-12,2.7248819444444448
2017-01-13,1.7786666666666657
2017-01-14,2.990601388888889
2017-01-15,2.2324840277777773
2017-01-16,2.894014583333333
2017-01-17,2.9540013888888894
2017-01-18,2.538991666666666
2017-01-19,1.10781111111111
2017-01-20,2.41544236111111
2017-01-21,2.3959763888888883
2017-01-22,2.5083930555555547
2017-01-23,2.2073402777777784
2017-01-24,2.853175
2017-01-25,1.7155798611111104
2017-01-26,2.8773062499999984
2017-01-27,2.6369263888888885
2017-01-28,2.8871076388888905
2017-01-29,2.8660555555555542
2017-01-30,2.8094659722222226
2017-01-31,2.844411805555555
2017-02-01,2.4366659722222224
2017-02-02,2.5366840277777776
2017-02-03,2.08535
2017-02-04,2.7524055555555558
2017-02-05,2.839498611111112
2017-02-06,2.9301027777777775
2017-02-07,2.130425694444445
2017-02-08,1.575561805555556
2017-02-09,1.8054868055555555
2017-02-10,1.8050506944444438
2017-02-11,2.481311111111111
2017-02-12,1.9302541666666666
2017-02-13,2.342352083333333
2017-02-14,1.305528472222222
2017-02-15,2.0767229166666663
2017-02-16,0.506766666666667
2017-02-17,1.7756076388888893
2017-02-18,1.8818659722222222
2017-02-19,2.1747298611111123
2017-02-20,2.3192458333333335
2017-02-21,2.4377118055555553
2017-02-22,2.194493055555556
2017-02-23,2.3064527777777784
2017-02-24,2.123356944444444
2017-02-25,1.6941861111111116
2017-02-26,2.205472916666667
2017-02-27,1.9258777777777785
2017-02-28,2.160688194444444
2017-03-01,1.7869930555555555
2017-03-02,2.0145277777777775
2017-03-03,2.02446111111111
2017-03-04,1.5107958333333327
2017-03-05,1.395518055555556
2017-03-06,1.9152909722222218
