Date,AQI,NO,NO2,NOx,PM10,PM2.5,Temp,WS
2020-02-06,49.0,54.0,82.8,134.8,18.2,6.7,22.0,0.8
2020-02-07,39.0,116.3,62.9,159.1,25.4,11.1,25.0,0.7
2020-02-08,58.0,158.9,124.6,283.5,31.1,9.8,25.0,0.9
2020-02-09,39.0,70.3,47.0,97.5,20.0,7.7,23.0,0.7
2020-02-10,41.0,109.5,88.3,161.7,24.9,8.6,23.0,0.8
2020-02-11,39.0,157.2,78.0,207.3,20.7,6.5,25.0,0.7
2020-02-12,52.0,271.8,119.2,391.0,34.9,9.5,25.0,1.1
2020-02-13,61.0,371.6,122.9,475.1,44.3,16.1,26.0,0.7
2020-02-14,39.0,57.3,62.9,118.0,23.4,9.6,25.0,1.0
2020-02-15,41.0,18.6,33.2,51.9,25.0,8.8,23.0,1.0
2020-02-16,40.0,20.8,34.9,52.3,18.2,7.1,24.0,1.1
2020-02-17,47.0,177.4,103.7,281.2,24.9,8.4,24.0,0.8
2020-02-18,37.0,92.0,55.8,141.7,18.1,7.0,25.0,0.9
2020-02-19,30.0,98.6,61.4,160.0,20.5,7.1,27.0,0.6
2020-02-20,41.0,155.8,80.3,236.2,13.7,5.7,28.0,0.8
2020-02-21,86.0,330.9,164.1,494.9,29.7,6.4,27.0,0.6
2020-02-22,52.0,146.2,115.5,261.7,10.3,3.8,24.0,0.5
2020-02-23,28.0,81.6,56.7,124.9,0.0,0.0,23.0,0.9
2020-02-24,34.0,106.2,67.8,149.1,0.0,0.0,25.0,1.2
2020-02-25,59.0,212.3,114.5,273.4,20.1,7.3,26.0,0.8
2020-02-26,46.0,172.6,90.9,250.8,35.0,8.0,27.0,0.8
2020-02-27,36.0,150.1,74.1,219.9,20.8,7.7,26.0,0.9
2020-02-28,62.0,278.6,111.2,389.8,34.8,11.6,26.0,1.0
2020-02-29,44.0,171.7,93.3,247.7,31.3,7.8,26.0,0.5
2020-03-01,43.0,71.3,62.3,133.6,33.8,13.4,25.0,0.8
2020-03-02,53.0,34.6,39.1,72.1,28.1,10.4,23.0,0.8
2020-03-03,44.0,31.9,36.0,55.7,21.6,7.4,24.0,0.9
2020-03-04,44.0,307.7,80.7,388.5,36.4,13.6,25.0,0.8
2020-03-05,50.0,20.0,32.4,52.4,28.9,10.8,22.0,1.1
2020-03-06,26.0,54.6,51.9,100.4,13.8,5.8,22.0,1.1
2020-03-07,23.0,41.9,44.8,86.6,15.7,7.0,23.0,0.9
2020-03-08,26.0,63.1,53.1,116.1,17.2,10.5,24.0,0.7
2020-03-09,50.0,180.5,102.6,251.4,22.8,8.8,23.0,0.7
2020-03-10,68.0,346.5,129.9,455.6,24.4,6.9,24.0,0.6
2020-03-11,68.0,345.2,133.0,456.5,22.0,7.8,24.0,0.6
2020-03-12,29.0,70.4,50.1,120.5,15.3,8.0,23.0,0.8
2020-03-13,24.0,48.1,39.9,85.4,14.4,5.4,22.0,0.8
2020-03-14,26.0,81.3,53.3,134.6,13.0,5.8,24.0,0.9
2020-03-15,31.0,110.2,63.7,148.5,18.9,8.8,25.0,0.8
2020-03-16,39.0,254.3,78.2,332.4,22.2,6.9,21.0,0.8
2020-03-17,41.0,81.8,52.7,127.3,37.7,12.3,22.0,1.7
2020-03-18,52.0,154.4,105.1,219.8,30.8,10.7,21.0,0.8
2020-03-19,76.0,326.6,144.4,471.0,34.1,8.8,21.0,0.6
2020-03-20,62.0,346.4,138.5,484.9,27.2,8.3,21.0,0.6
2020-03-21,45.0,127.1,88.9,199.9,23.2,8.0,22.0,0.7
2020-03-22,44.0,115.0,76.9,188.2,16.9,6.6,24.0,0.6
2020-03-23,58.0,213.2,116.1,293.8,26.4,7.9,23.0,0.9
2020-03-24,47.0,114.0,90.8,187.1,31.6,10.5,19.0,0.8
2020-03-25,51.0,191.2,101.5,292.7,16.2,6.4,21.0,0.7
2020-03-26,29.0,75.2,46.2,104.8,19.3,7.3,20.0,0.7
2020-03-27,26.0,121.6,48.3,154.5,20.0,8.4,19.0,0.6
2020-03-28,26.0,49.8,37.9,87.8,14.2,5.2,20.0,0.8
2020-03-29,23.0,29.4,31.4,58.3,11.2,6.4,21.0,0.8
2020-03-30,18.0,22.8,30.1,52.2,11.4,4.8,21.0,0.8
2020-03-31,20.0,77.6,34.0,109.9,11.8,5.9,23.0,0.6
2020-04-01,19.0,58.4,33.6,90.8,11.1,4.9,23.0,0.7
2020-04-02,20.0,112.2,40.1,146.1,11.8,4.9,23.0,0.7
2020-04-03,34.0,105.9,67.6,142.3,14.2,6.6,22.0,0.7
2020-04-04,22.0,20.6,29.3,49.8,10.6,4.5,21.0,0.7
2020-04-05,18.0,16.3,36.5,52.7,11.7,5.3,21.0,0.9
2020-04-06,23.0,33.1,37.8,64.4,15.1,8.1,20.0,0.7
2020-04-07,39.0,139.3,80.0,219.3,14.0,8.2,22.0,0.7
2020-04-08,33.0,80.1,64.0,144.2,18.0,6.5,21.0,0.7
2020-04-09,30.0,54.7,47.2,100.6,18.9,7.1,19.0,0.7
2020-04-10,31.0,82.6,47.3,129.8,16.7,6.0,20.0,0.7
2020-04-11,28.0,135.3,56.0,173.6,14.3,5.8,21.0,0.7
2020-04-12,21.0,64.2,44.8,94.6,,,21.0,0.7
2020-04-13,29.0,98.4,55.4,151.8,29.6,11.8,20.0,0.6
2020-04-14,45.0,84.5,50.2,117.8,28.7,11.3,17.0,0.9
2020-04-15,43.0,67.6,73.2,125.7,21.7,8.6,17.0,0.6
2020-04-16,31.0,127.1,59.5,167.9,16.7,7.2,19.0,0.4
2020-04-17,37.0,92.4,55.5,131.8,20.6,9.5,22.0,0.6
2020-04-18,37.0,146.3,57.8,186.9,26.5,11.1,21.0,0.7
2020-04-19,49.0,95.0,59.2,138.2,26.8,11.0,21.0,0.6
2020-04-20,38.0,163.6,80.3,236.0,25.3,11.1,20.0,0.7
2020-04-21,38.0,76.7,40.7,113.7,21.4,10.1,18.0,0.8
2020-04-22,34.0,126.9,48.1,174.5,15.5,7.6,20.0,0.8
2020-04-23,24.0,12.6,35.1,47.7,16.5,7.5,20.0,0.8
2020-04-24,27.0,41.1,42.9,76.0,16.0,6.6,21.0,0.8
2020-04-25,32.0,89.3,60.5,123.5,16.2,7.5,20.0,0.7
2020-04-26,31.0,65.6,51.6,113.1,20.9,10.9,21.0,0.7
2020-04-27,37.0,137.2,71.8,186.8,20.5,9.1,20.0,0.7
2020-04-28,43.0,84.4,52.6,135.3,29.8,11.6,19.0,0.6
2020-04-29,48.0,68.4,52.7,121.1,26.5,10.0,21.0,0.6
2020-04-30,38.0,93.9,53.1,138.9,16.7,7.1,19.0,0.8
2020-05-01,62.0,219.8,126.9,335.7,34.1,9.5,19.0,0.4
2020-05-02,35.0,31.1,32.0,59.0,22.0,8.8,21.0,0.8
2020-05-03,54.0,21.7,28.8,43.2,37.3,16.2,20.0,0.9
2020-05-04,53.0,208.1,94.2,255.7,27.7,10.5,21.0,0.9
2020-05-05,43.0,90.1,79.4,160.0,22.7,9.7,17.0,0.5
2020-05-06,34.0,67.1,60.0,124.6,28.6,7.3,15.0,0.8
2020-05-07,36.0,211.9,74.1,270.3,25.5,7.7,17.0,0.7
2020-05-08,39.0,180.0,79.0,259.1,26.8,10.6,20.0,0.7
2020-05-09,41.0,45.7,43.5,86.1,23.9,10.1,19.0,0.8
2020-05-10,39.0,24.6,39.0,63.6,18.2,8.1,19.0,0.8
2020-05-11,30.0,14.7,34.6,49.3,14.7,5.4,18.0,1.0
2020-05-12,23.0,6.5,23.1,29.6,18.1,6.8,17.0,0.9
2020-05-13,23.0,16.9,42.6,59.0,12.4,5.5,17.0,1.0
2020-05-14,27.0,50.2,53.6,89.7,17.6,8.6,18.0,0.7
2020-05-15,33.0,137.2,56.1,193.3,23.7,11.5,18.0,0.9
2020-05-16,33.0,53.8,45.0,97.3,30.8,7.4,18.0,0.7
2020-05-17,29.0,27.7,49.6,77.4,18.9,5.9,18.0,0.8
2020-05-18,44.0,178.9,86.9,240.7,16.5,7.3,17.0,0.9
2020-05-19,28.0,88.8,54.2,136.4,26.9,9.5,17.0,0.8
2020-05-20,32.0,181.9,65.4,245.6,18.7,10.5,15.0,0.8
2020-05-21,33.0,91.8,65.8,144.3,24.4,9.5,16.0,0.8
2020-05-22,50.0,192.5,94.0,286.4,22.6,12.1,17.0,0.8
2020-05-23,31.0,46.8,50.7,92.4,16.9,10.5,14.0,0.7
2020-05-24,31.0,11.4,32.8,36.3,22.7,9.7,17.0,1.3
2020-05-25,39.0,147.6,75.4,206.5,23.0,10.0,19.0,1.1
2020-05-26,31.0,65.7,60.5,126.2,14.1,6.6,18.0,0.9
2020-05-27,20.0,31.3,38.8,69.1,16.9,9.0,15.0,1.0
2020-05-28,25.0,28.7,33.6,62.2,15.6,6.9,16.0,0.8
2020-05-29,24.0,22.9,44.4,65.7,14.2,6.1,16.0,0.8
2020-05-30,27.0,91.1,53.3,144.4,13.1,5.7,18.0,0.8
2020-05-31,18.0,0.9,7.5,8.4,15.5,6.1,16.0,1.3
2020-06-01,21.0,16.1,24.3,40.4,16.7,6.6,18.0,1.3
2020-06-02,34.0,61.0,51.4,112.0,23.7,11.7,19.0,0.7
2020-06-03,40.0,217.5,78.1,295.6,27.5,11.0,17.0,1.5
2020-06-04,48.0,253.6,73.8,323.3,31.4,11.9,18.0,0.9
2020-06-05,47.0,55.9,83.5,133.5,19.4,7.8,16.0,0.9
2020-06-06,38.0,226.2,77.6,293.6,28.0,15.7,17.0,0.7
2020-06-07,34.0,73.9,66.3,131.2,20.2,10.6,15.0,0.8
2020-06-08,40.0,257.2,77.1,323.9,26.0,16.0,16.0,0.6
2020-06-09,50.0,281.8,106.8,349.6,23.4,13.7,16.0,0.7
2020-06-10,55.0,283.7,108.6,347.2,34.8,13.5,16.0,0.6
2020-06-11,72.0,250.2,134.0,384.2,24.2,11.0,17.0,0.7
2020-06-12,56.0,294.9,108.6,376.8,28.1,11.7,16.0,0.4
2020-06-13,40.0,209.3,56.6,265.9,21.5,12.0,16.0,0.8
2020-06-14,29.0,14.8,35.7,48.3,12.8,6.1,15.0,0.9
2020-06-15,27.0,59.1,55.1,110.2,15.0,4.3,16.0,0.9
2020-06-16,36.0,58.8,71.7,130.5,13.7,5.5,16.0,0.9
2020-06-17,34.0,119.2,71.7,190.9,21.9,5.0,17.0,0.9
2020-06-18,41.0,351.2,91.7,424.9,19.9,8.4,17.0,0.8
2020-06-19,60.0,201.8,127.7,329.5,24.2,7.2,16.0,0.7
2020-06-20,26.0,72.2,53.1,114.9,17.9,11.3,16.0,1.1
2020-06-21,23.0,34.7,44.4,77.8,10.9,5.7,16.0,0.9
2020-06-22,23.0,42.3,46.8,89.0,16.5,7.8,18.0,1.4
2020-06-23,31.0,22.1,42.7,63.7,20.4,7.5,17.0,1.1
2020-06-24,38.0,21.1,39.7,55.1,21.9,8.0,16.0,1.4
2020-06-25,35.0,96.5,71.3,167.8,16.2,7.1,16.0,0.9
2020-06-26,27.0,26.0,47.8,71.9,22.0,9.0,17.0,1.2
2020-06-27,43.0,185.3,91.4,276.6,25.5,10.5,17.0,1.1
2020-06-28,43.0,178.3,94.0,253.0,20.3,9.2,15.0,0.6
2020-06-29,36.0,149.7,76.8,217.0,27.2,8.1,15.0,0.6
2020-06-30,47.0,376.5,26.1,460.0,18.4,7.5,14.0,1.0
2020-07-01,60.0,378.9,124.9,503.8,26.5,16.3,13.0,0.8
2020-07-02,66.0,482.2,141.0,562.0,22.8,9.5,14.0,0.9
2020-07-03,65.0,577.4,150.2,699.1,46.1,23.2,14.0,1.1
2020-07-04,43.0,143.1,88.7,222.3,35.0,17.0,15.0,0.5
2020-07-05,42.0,44.3,52.1,89.2,44.7,18.1,16.0,2.4
2020-07-06,61.0,272.2,115.7,333.6,24.0,8.6,14.0,0.8
2020-07-07,80.0,294.9,184.4,476.4,32.9,14.6,15.0,0.8
2020-07-08,77.0,576.8,168.3,745.1,26.4,10.1,12.0,1.1
2020-07-09,65.0,443.7,139.5,547.5,37.2,26.8,14.0,0.7
2020-07-10,55.0,329.2,94.7,402.7,41.2,27.4,14.0,1.2
2020-07-11,50.0,214.2,82.5,272.9,40.9,15.3,14.0,1.0
2020-07-12,34.0,132.0,63.6,184.6,15.5,9.0,15.0,0.5
2020-07-13,41.0,170.0,79.8,242.5,27.9,8.8,18.0,0.7
2020-07-14,52.0,226.8,97.0,299.2,43.1,9.2,16.0,0.8
2020-07-15,31.0,13.8,36.0,46.9,15.8,5.6,15.0,2.0
2020-07-16,23.0,11.7,26.2,37.9,18.6,6.8,15.0,1.9
2020-07-17,29.0,38.4,57.7,94.1,10.5,4.4,16.0,0.9
2020-07-18,26.0,33.1,50.8,83.9,9.5,4.3,16.0,0.9
2020-07-19,17.0,11.4,34.4,45.8,0.0,0.0,16.0,1.4
2020-07-20,26.0,43.3,52.5,89.0,0.0,0.0,17.0,1.1
2020-07-21,59.0,306.0,114.4,418.5,24.1,0.0,17.0,1.0
2020-07-22,54.0,304.1,109.2,413.3,33.4,14.0,14.0,1.1
2020-07-23,72.0,445.3,140.0,572.8,33.6,13.1,17.0,0.8
2020-07-24,56.0,212.1,117.4,310.1,23.3,12.4,16.0,1.0
2020-07-25,41.0,158.6,82.6,223.6,25.0,16.1,14.0,0.8
2020-07-26,37.0,123.4,70.1,184.0,22.6,11.6,15.0,1.0
2020-07-27,40.0,94.7,58.9,153.6,29.7,17.3,14.0,1.0
2020-07-28,34.0,35.8,47.5,74.1,18.5,6.4,16.0,1.3
2020-07-29,25.0,28.4,45.1,69.2,18.1,6.6,15.0,1.2
2020-07-30,25.0,28.5,48.2,69.1,,,15.0,1.2
2020-07-31,23.0,21.4,45.4,63.7,21.9,7.8,15.0,1.7
2020-08-01,34.0,15.1,37.7,50.3,22.8,9.0,15.0,1.3
2020-08-02,47.0,8.2,33.0,37.0,33.3,13.1,15.0,1.2
2020-08-03,45.0,54.1,55.2,96.9,18.0,7.1,15.0,0.9
2020-08-04,35.0,114.0,67.8,177.2,34.7,14.4,17.0,0.9
2020-08-05,49.0,316.1,74.1,385.3,59.9,20.3,15.0,1.4
2020-08-06,43.0,65.7,53.7,118.9,18.1,7.5,16.0,1.7
2020-08-07,67.0,261.4,120.0,380.6,46.1,8.6,18.0,0.8
2020-08-08,49.0,154.2,109.3,245.7,25.3,11.5,14.0,0.8
2020-08-09,49.0,131.3,99.0,230.3,21.8,13.2,15.0,0.8
2020-08-10,53.0,321.9,110.6,412.2,40.9,18.1,16.0,0.7
2020-08-11,43.0,85.1,61.8,139.3,26.1,14.8,16.0,1.9
2020-08-12,37.0,136.4,70.2,204.2,24.0,10.2,17.0,1.0
2020-08-13,46.0,292.3,92.7,385.0,21.3,8.5,16.0,0.8
2020-08-14,28.0,50.8,49.8,96.6,15.9,9.3,14.0,0.9
2020-08-15,48.0,81.4,101.9,169.1,14.7,7.2,15.0,0.8
2020-08-16,33.0,147.1,65.9,186.0,22.8,15.9,13.0,1.2
2020-08-17,31.0,15.9,35.6,51.5,14.5,4.9,14.0,1.1
2020-08-18,43.0,23.0,51.4,74.4,38.0,8.9,15.0,2.4
2020-08-19,52.0,112.7,67.6,180.2,31.9,12.3,15.0,2.3
2020-08-20,43.0,153.8,73.4,217.8,38.9,13.9,18.0,1.2
2020-08-21,57.0,217.4,112.1,327.1,37.4,12.8,18.0,1.0
2020-08-22,48.0,119.7,87.4,204.3,29.3,10.2,19.0,1.3
2020-08-23,44.0,23.2,34.2,57.4,23.6,9.6,17.0,1.3
2020-08-24,41.0,193.6,82.8,256.7,24.3,10.1,15.0,1.1
2020-08-25,102.0,210.5,194.1,324.8,26.1,9.8,15.0,1.0
2020-08-26,51.0,242.4,105.4,347.7,25.1,12.7,14.0,1.0
2020-08-27,47.0,173.3,99.2,252.6,20.4,10.4,15.0,0.9
2020-08-28,47.0,328.1,95.8,420.1,23.8,11.1,16.0,0.7
2020-08-29,37.0,152.0,67.5,219.6,27.8,17.2,18.0,0.7
2020-08-30,34.0,97.8,58.7,139.6,23.3,14.1,19.0,1.1
2020-08-31,59.0,242.9,116.3,330.3,26.7,12.4,16.0,0.9
2020-09-01,45.0,213.8,85.9,293.9,38.0,9.8,19.0,0.9
2020-09-02,58.0,139.9,112.6,252.5,23.0,9.5,14.0,1.1
2020-09-03,53.0,135.7,99.7,222.7,20.4,8.1,14.0,1.1
2020-09-04,37.0,218.7,75.0,293.7,18.0,11.1,15.0,0.9
2020-09-05,40.0,132.1,76.0,208.1,17.3,10.2,17.0,0.7
2020-09-06,41.0,117.4,74.8,185.8,25.6,8.8,17.0,0.8
2020-09-07,59.0,176.9,108.6,285.5,18.7,6.8,16.0,1.0
2020-09-08,48.0,157.8,89.8,247.7,23.5,13.5,15.0,1.0
2020-09-09,47.0,208.1,93.7,289.6,27.2,12.8,15.0,1.1
2020-09-10,59.0,213.5,126.5,307.4,34.8,9.7,16.0,0.7
2020-09-11,43.0,109.1,69.1,159.9,25.5,9.9,15.0,1.1
2020-09-12,38.0,216.3,75.1,276.5,16.7,7.6,14.0,1.0
2020-09-13,29.0,83.7,55.5,130.5,15.3,7.1,17.0,0.8
2020-09-14,60.0,219.5,114.0,296.7,28.2,6.8,17.0,0.8
2020-09-15,57.0,293.7,110.4,404.1,36.2,15.5,18.0,1.2
2020-09-16,62.0,293.9,102.2,374.7,37.6,17.0,17.0,1.0
2020-09-17,66.0,196.0,87.5,269.1,43.1,14.3,19.0,0.7
2020-09-18,62.0,232.7,120.3,311.4,32.3,13.5,16.0,1.2
2020-09-19,51.0,120.6,88.0,202.1,26.0,13.8,16.0,1.0
2020-09-20,40.0,33.9,49.1,82.2,22.4,11.7,16.0,2.0
2020-09-21,32.0,49.9,60.6,103.1,23.1,7.0,17.0,1.3
2020-09-22,33.0,217.7,66.6,271.0,27.3,9.9,17.0,0.9
2020-09-23,51.0,203.8,100.7,299.0,52.7,7.9,20.0,0.8
2020-09-24,44.0,202.9,97.0,270.0,40.6,8.8,20.0,1.2
2020-09-25,54.0,187.6,106.1,277.7,34.9,11.8,22.0,0.6
2020-09-26,44.0,39.0,35.0,71.4,22.3,9.5,17.0,1.1
2020-09-27,49.0,112.0,81.8,178.6,41.1,16.1,20.0,1.2
2020-09-28,61.0,264.5,87.0,330.1,31.3,12.3,18.0,0.9
2020-09-29,55.0,218.6,115.1,312.3,30.3,11.2,17.0,1.0
2020-09-30,49.0,165.2,97.8,256.8,23.0,9.1,15.0,1.0
2020-10-01,38.0,282.1,85.3,355.9,33.0,9.2,17.0,0.9
2020-10-02,42.0,382.0,78.4,460.4,51.6,14.8,17.0,1.3
2020-10-03,52.0,333.5,103.1,391.3,38.0,15.0,19.0,1.0
2020-10-04,31.0,112.5,50.8,163.3,15.0,9.2,20.0,0.9
2020-10-05,36.0,104.7,71.6,152.9,31.2,8.5,22.0,0.7
2020-10-06,36.0,156.0,76.7,232.7,17.1,6.9,19.0,0.8
2020-10-07,59.0,232.1,108.3,340.4,28.1,9.7,20.0,1.1
2020-10-08,39.0,86.7,76.9,163.6,28.8,10.5,17.0,1.4
2020-10-09,49.0,33.0,44.1,74.7,37.5,9.0,16.0,2.1
2020-10-10,48.0,44.8,50.7,93.4,24.4,7.9,17.0,2.4
2020-10-11,41.0,21.5,36.4,53.6,26.0,9.5,18.0,2.2
2020-10-12,66.0,28.5,53.7,77.7,44.5,13.7,17.0,1.4
2020-10-13,67.0,299.8,88.1,387.9,33.3,13.2,17.0,0.9
2020-10-14,50.0,151.3,94.4,216.4,14.9,6.4,19.0,0.7
2020-10-15,37.0,78.3,74.9,141.0,27.6,9.9,16.0,1.1
2020-10-16,34.0,222.0,68.5,282.1,13.1,5.9,16.0,1.3
2020-10-17,40.0,176.5,83.7,243.6,20.0,9.8,17.0,0.7
2020-10-18,34.0,114.1,55.3,169.4,18.2,11.0,17.0,1.0
2020-10-19,54.0,186.0,112.4,269.7,34.9,9.3,20.0,0.6
2020-10-20,54.0,211.7,105.5,304.1,31.6,9.1,22.0,0.7
2020-10-21,57.0,139.7,111.4,251.1,34.9,9.5,22.0,0.7
2020-10-22,41.0,80.2,52.7,117.4,26.3,9.4,21.0,1.1
2020-10-23,30.0,115.6,54.4,170.0,23.2,6.5,19.0,0.9
2020-10-24,23.0,73.6,45.5,119.1,21.5,5.6,21.0,1.1
2020-10-25,22.0,34.3,25.2,58.9,9.8,4.3,20.0,1.0
2020-10-26,16.0,19.9,28.5,44.8,11.7,5.6,21.0,1.1
2020-10-27,64.0,183.5,126.1,309.6,21.4,6.4,22.0,1.2
2020-10-28,29.0,79.4,36.4,114.8,22.1,6.7,19.0,1.1
2020-10-29,38.0,67.9,45.5,104.8,25.1,7.8,20.0,0.8
2020-10-30,37.0,42.2,43.6,81.5,31.2,8.7,21.0,0.8
2020-10-31,42.0,353.9,84.8,434.1,27.1,11.8,22.0,0.8
2020-11-01,43.0,96.4,69.0,152.5,26.9,12.5,23.0,0.5
2020-11-02,29.0,112.4,49.9,162.4,25.2,8.4,21.0,0.8
2020-11-03,45.0,43.4,33.0,76.3,53.5,10.5,20.0,1.3
2020-11-04,52.0,21.1,25.0,42.1,52.8,11.3,21.0,1.5
2020-11-05,57.0,68.8,43.7,110.4,33.0,13.4,19.0,1.8
2020-11-06,53.0,208.3,111.3,289.4,18.6,10.1,23.0,0.4
2020-11-07,34.0,67.2,46.5,113.1,34.1,10.7,21.0,1.7
2020-11-08,49.0,191.2,103.2,291.2,66.9,10.9,23.0,1.0
2020-11-09,42.0,140.0,61.6,199.8,46.1,8.4,20.0,0.6
2020-11-10,30.0,126.4,61.9,176.9,16.3,8.1,17.0,0.6
2020-11-11,41.0,269.8,82.9,352.7,30.0,8.4,19.0,0.9
2020-11-12,55.0,268.1,114.3,382.3,24.4,9.3,21.0,0.8
2020-11-13,32.0,177.2,68.8,220.7,22.7,7.9,22.0,0.7
2020-11-14,28.0,129.4,55.8,167.0,14.1,7.2,22.0,0.8
2020-11-15,25.0,99.2,49.0,145.0,14.1,6.8,22.0,0.6
2020-11-16,47.0,174.5,99.7,229.7,39.0,7.6,25.0,0.5
2020-11-17,42.0,92.8,86.8,163.5,18.7,7.5,22.0,0.9
2020-11-18,56.0,299.7,102.7,350.6,32.8,12.5,22.0,0.8
2020-11-19,48.0,178.5,67.9,227.8,22.7,7.2,21.0,0.8
2020-11-20,37.0,115.4,70.0,157.5,19.0,8.1,22.0,0.8
2020-11-21,38.0,238.6,64.8,298.6,26.5,9.0,22.0,0.7
2020-11-22,42.0,97.0,48.3,145.3,27.9,10.1,20.0,0.9
2020-11-23,42.0,72.2,46.5,103.1,21.8,6.8,20.0,0.7
2020-11-24,53.0,252.4,108.2,360.6,19.7,6.5,17.0,1.1
2020-11-25,46.0,81.3,72.4,126.0,31.9,12.0,21.0,1.0
2020-11-26,65.0,370.9,132.9,442.9,27.2,10.7,22.0,0.8
2020-11-27,41.0,200.3,65.3,251.4,31.3,12.2,24.0,0.8
2020-11-28,52.0,134.2,46.3,180.6,34.5,13.4,21.0,0.9
2020-11-29,48.0,99.2,45.1,144.3,34.7,14.5,20.0,0.8
2020-11-30,63.0,287.2,121.1,361.5,46.2,11.8,23.0,0.8
2020-12-01,56.0,203.4,79.1,242.7,36.4,12.5,20.0,0.9
2020-12-02,44.0,73.5,40.9,108.6,26.1,10.5,20.0,1.1
2020-12-03,64.0,204.8,118.1,322.9,42.5,16.1,20.0,0.8
2020-12-04,63.0,160.0,61.2,207.5,32.9,12.6,21.0,0.8
2020-12-05,52.0,201.5,97.3,298.9,31.6,14.7,21.0,0.6
2020-12-06,42.0,110.9,52.5,163.4,23.1,9.4,23.0,0.8
2020-12-07,45.0,204.9,85.6,281.5,30.7,10.0,25.0,0.6
2020-12-08,42.0,215.6,79.9,276.9,25.3,8.0,26.0,0.7
2020-12-09,36.0,66.0,35.4,97.4,26.0,11.6,24.0,0.8
2020-12-10,55.0,270.1,107.5,352.6,31.9,11.6,26.0,0.9
2020-12-11,47.0,210.9,95.2,306.1,35.5,11.2,24.0,0.7
2020-12-12,47.0,139.7,57.1,196.8,26.9,9.7,22.0,0.9
2020-12-13,45.0,141.1,66.7,171.6,26.6,10.2,22.0,1.0
2020-12-14,45.0,104.0,91.6,195.6,24.6,10.9,23.0,0.8
2020-12-15,47.0,135.5,90.0,195.2,27.9,10.7,26.0,1.1
2020-12-16,43.0,151.9,55.0,196.3,21.3,7.0,23.0,0.8
2020-12-17,39.0,149.7,71.6,178.5,19.8,7.7,21.0,0.8
2020-12-18,46.0,49.3,41.7,81.8,36.9,15.0,23.0,1.0
2020-12-19,52.0,35.1,39.0,74.0,25.8,11.2,23.0,0.9
2020-12-20,44.0,115.3,45.0,160.2,22.9,12.3,25.0,0.7
2020-12-21,39.0,85.4,36.3,121.7,22.1,8.3,24.0,0.8
2020-12-22,32.0,47.5,44.7,83.9,27.5,7.6,23.0,0.7
2020-12-23,33.0,127.3,53.6,170.5,26.7,7.3,23.0,0.7
2020-12-24,35.0,214.0,62.5,276.4,29.7,11.5,24.0,0.9
2020-12-25,45.0,83.6,37.7,103.4,32.4,12.5,22.0,0.9
2020-12-26,42.0,177.3,58.9,236.2,21.6,7.7,22.0,0.8
2020-12-27,30.0,119.9,54.1,150.2,17.3,6.0,22.0,0.7
2020-12-28,31.0,96.8,58.8,132.1,20.0,6.7,21.0,0.9
2020-12-29,30.0,117.9,56.7,144.8,19.1,6.2,22.0,0.9
2020-12-30,30.0,120.8,42.7,151.1,16.7,6.0,22.0,0.9
2020-12-31,30.0,72.0,43.5,115.5,26.6,10.6,22.0,1.0
2021-01-01,43.0,91.3,84.7,176.0,22.8,13.3,23.0,0.7
