Date,AQI,NO,NO2,NOx,PM10,PM2.5,Temp,WS
2018-02-11,26.0,49.9,29.5,79.4,16.9,7.3,23.0,0.9
2018-02-12,25.0,91.7,43.0,134.7,15.6,6.1,26.0,0.9
2018-02-13,36.0,129.4,36.3,153.9,29.5,12.1,24.0,0.6
2018-02-14,43.0,129.4,44.8,170.3,37.0,8.9,26.0,0.6
2018-02-15,42.0,200.4,79.2,226.3,18.6,7.6,27.0,0.7
2018-02-16,32.0,213.5,62.5,272.0,22.4,10.3,27.0,1.0
2018-02-17,40.0,127.3,49.8,167.0,27.3,9.4,26.0,1.0
2018-02-18,42.0,64.6,54.3,116.2,21.0,9.1,26.0,0.7
2018-02-19,50.0,239.0,99.0,337.9,26.7,11.0,27.0,0.7
2018-02-20,58.0,151.8,64.1,207.9,42.9,16.6,27.0,1.2
2018-02-21,66.0,252.9,132.2,357.8,32.8,12.4,25.0,0.7
2018-02-22,72.0,297.0,148.1,445.1,38.3,9.9,24.0,0.7
2018-02-23,78.0,281.3,160.8,442.1,15.0,5.9,25.0,0.8
2018-02-24,31.0,113.1,61.2,156.0,15.6,6.3,25.0,0.7
2018-02-25,28.0,151.4,56.9,191.1,14.0,6.9,26.0,0.7
2018-02-26,53.0,300.6,109.3,402.5,37.8,6.4,27.0,0.6
2018-02-27,35.0,176.5,72.3,248.7,18.0,5.9,23.0,0.9
2018-02-28,36.0,25.2,29.8,55.1,25.8,8.2,23.0,0.5
2018-03-01,37.0,24.2,34.1,51.6,18.5,6.7,24.0,1.2
2018-03-02,44.0,28.7,35.8,61.6,30.3,10.6,25.0,0.9
2018-03-03,54.0,32.0,34.8,66.2,30.3,11.8,25.0,1.0
2018-03-04,54.0,24.2,29.0,53.2,24.4,9.1,26.0,0.9
2018-03-05,37.0,86.0,55.2,136.7,20.8,8.1,27.0,0.9
2018-03-06,57.0,232.1,112.0,344.1,26.6,9.9,27.0,0.8
2018-03-07,55.0,222.9,108.9,283.8,43.3,6.9,27.0,0.7
2018-03-08,34.0,52.0,44.4,93.5,17.7,6.4,22.0,0.8
2018-03-09,24.0,114.2,46.3,152.4,20.3,9.9,26.0,0.7
2018-03-10,23.0,28.9,34.7,55.4,13.9,5.9,23.0,0.9
2018-03-11,21.0,16.9,27.8,44.7,12.7,4.6,22.0,0.8
2018-03-12,32.0,143.5,64.4,207.8,18.9,7.9,19.0,1.4
2018-03-13,54.0,226.7,108.7,334.0,25.2,9.3,24.0,0.9
2018-03-14,39.0,234.4,77.1,311.5,25.9,9.4,24.0,0.8
2018-03-15,66.0,348.8,131.0,431.7,37.2,11.4,23.0,0.6
2018-03-16,61.0,348.7,123.6,472.3,53.0,10.1,24.0,0.6
2018-03-17,48.0,27.6,36.5,61.2,18.6,6.6,23.0,0.9
2018-03-18,27.0,8.2,16.5,24.7,16.2,5.9,22.0,1.2
2018-03-19,30.0,40.1,35.0,75.1,22.7,8.8,23.0,0.9
2018-03-20,32.0,52.7,56.0,108.8,23.8,7.8,23.0,1.2
2018-03-21,33.0,77.9,47.1,125.0,20.2,8.2,23.0,0.9
2018-03-22,35.0,55.4,51.0,101.4,21.4,7.5,23.0,1.1
2018-03-23,33.0,32.8,34.1,66.9,21.7,9.2,22.0,0.9
2018-03-24,42.0,199.8,82.2,257.7,17.2,6.5,23.0,0.9
2018-03-25,25.0,62.4,44.0,102.5,11.6,5.2,24.0,0.5
2018-03-26,29.0,69.3,56.8,120.0,16.9,6.4,24.0,0.9
2018-03-27,45.0,207.3,85.8,293.1,21.9,6.6,23.0,0.8
2018-03-28,44.0,196.0,86.0,279.5,22.5,7.3,23.0,0.7
2018-03-29,52.0,269.4,99.3,368.7,52.1,8.6,26.0,0.5
2018-03-30,41.0,85.1,74.7,137.2,17.4,6.6,23.0,0.6
2018-03-31,65.0,272.2,126.6,362.4,41.3,7.0,24.0,0.5
2018-04-01,46.0,102.4,89.7,192.1,25.5,9.8,23.0,0.7
2018-04-02,37.0,89.4,60.0,143.2,16.3,6.6,23.0,0.6
2018-04-03,70.0,390.7,137.4,528.1,29.8,7.7,23.0,0.5
2018-04-04,78.0,392.9,152.3,545.2,52.0,8.4,25.0,0.7
2018-04-05,48.0,229.1,92.3,296.2,31.4,9.1,23.0,0.8
2018-04-06,64.0,218.3,125.4,305.3,30.1,9.2,23.0,0.6
2018-04-07,40.0,126.6,75.3,178.5,25.7,11.9,23.0,0.7
2018-04-08,45.0,114.4,87.5,194.5,26.4,11.7,23.0,0.6
2018-04-09,60.0,339.3,119.3,435.5,56.3,9.5,23.0,0.6
2018-04-10,52.0,192.8,96.4,287.1,44.8,16.2,22.0,1.1
2018-04-11,62.0,266.3,92.9,359.2,18.4,7.1,14.0,1.0
2018-04-12,68.0,647.9,48.0,696.0,42.4,16.4,18.0,
2018-04-13,78.0,618.7,173.2,791.9,39.6,15.4,21.0,
2018-04-14,57.0,0.0,0.0,0.0,38.3,15.9,21.0,
2018-04-15,60.0,,,,38.3,15.8,20.0,
2018-04-16,68.0,676.0,208.9,884.9,41.5,15.9,23.0,0.3
2018-04-17,74.0,283.7,117.4,376.0,62.1,16.3,24.0,0.5
2018-04-18,64.0,212.4,95.2,307.6,25.8,10.3,20.0,1.0
2018-04-19,63.0,245.4,124.4,330.6,27.9,9.9,20.0,0.6
2018-04-20,64.0,328.9,126.3,416.6,28.3,7.7,22.0,0.5
2018-04-21,60.0,175.7,118.4,294.1,16.2,7.3,21.0,0.4
2018-04-22,33.0,51.6,50.0,101.6,21.5,9.3,20.0,0.9
2018-04-23,67.0,202.7,135.5,338.2,29.1,9.0,19.0,0.6
2018-04-24,56.0,249.7,111.5,335.1,23.6,7.9,19.0,0.6
2018-04-25,28.0,102.8,55.3,158.1,21.3,12.6,20.0,0.6
2018-04-26,55.0,364.3,109.4,462.1,27.8,9.4,20.0,0.9
2018-04-27,32.0,69.4,51.7,121.1,22.6,8.1,19.0,0.8
2018-04-28,44.0,17.3,32.1,45.5,31.5,13.0,19.0,1.2
2018-04-29,46.0,23.3,39.0,62.3,24.4,9.7,21.0,0.8
2018-04-30,37.0,139.3,54.1,193.3,16.6,6.1,21.0,0.7
2018-05-01,43.0,246.2,82.8,329.0,19.1,8.1,21.0,0.7
2018-05-02,31.0,49.0,47.9,96.2,17.0,6.7,21.0,0.9
2018-05-03,59.0,150.7,115.2,265.8,27.1,12.0,18.0,0.7
2018-05-04,54.0,438.7,105.9,523.4,37.4,17.6,19.0,0.9
2018-05-05,46.0,150.4,78.6,226.5,31.1,16.7,19.0,0.6
2018-05-06,42.0,139.2,71.9,196.9,27.6,13.8,20.0,0.5
2018-05-07,53.0,179.3,105.7,252.1,39.0,15.5,19.0,0.9
2018-05-08,61.0,296.2,122.3,418.6,45.0,15.4,20.0,0.6
2018-05-09,66.0,220.1,133.7,353.8,33.1,14.8,21.0,0.8
2018-05-10,42.0,282.1,83.8,365.9,29.5,14.1,19.0,0.8
2018-05-11,76.0,179.7,151.6,301.2,30.4,12.3,20.0,0.8
2018-05-12,56.0,147.6,110.2,257.9,19.7,8.7,19.0,0.7
2018-05-13,39.0,97.5,75.1,172.6,19.3,8.5,21.0,1.3
2018-05-14,82.0,249.1,158.2,407.3,18.7,7.7,22.0,0.5
2018-05-15,42.0,103.6,83.3,180.9,18.2,7.3,20.0,0.9
2018-05-16,61.0,345.2,117.2,462.4,30.8,8.7,22.0,0.6
2018-05-17,60.0,252.7,115.5,360.6,20.9,9.3,18.0,0.6
2018-05-18,67.0,304.6,126.7,431.3,24.7,10.3,20.0,0.4
2018-05-19,54.0,168.0,106.4,263.5,50.9,9.1,18.0,1.9
2018-05-20,44.0,130.3,85.2,179.7,16.1,8.3,19.0,0.7
2018-05-21,85.0,352.5,168.2,520.4,29.5,10.3,21.0,0.5
2018-05-22,76.0,309.2,151.7,460.9,34.1,9.1,20.0,0.8
2018-05-23,78.0,305.3,158.0,414.2,28.2,10.4,16.0,1.0
2018-05-24,82.0,335.6,167.6,468.1,32.7,11.6,17.0,0.6
2018-05-25,73.0,299.2,150.4,436.7,32.1,13.7,16.0,1.5
2018-05-26,44.0,186.5,84.2,270.0,23.7,11.8,15.0,1.0
2018-05-27,74.0,127.5,151.8,279.4,20.3,8.5,16.0,0.6
2018-05-28,51.0,159.9,102.8,262.7,18.0,7.5,12.0,1.1
2018-05-29,51.0,162.4,103.8,265.4,20.7,10.4,14.0,0.7
2018-05-30,58.0,285.5,118.3,387.6,21.0,13.1,14.0,0.7
2018-05-31,43.0,293.3,89.3,382.6,36.4,27.3,14.0,1.1
2018-06-01,45.0,67.6,46.5,110.9,28.8,21.3,15.0,1.0
2018-06-02,34.0,8.6,33.1,41.8,20.4,7.0,16.0,1.2
2018-06-03,34.0,9.0,22.0,26.7,21.1,7.9,16.0,0.9
2018-06-04,24.0,5.1,28.6,32.7,24.3,9.7,17.0,0.9
2018-06-05,53.0,125.8,106.2,197.9,34.6,14.0,17.0,0.9
2018-06-06,67.0,252.1,135.2,347.9,31.4,13.5,15.0,0.7
2018-06-07,41.0,102.3,80.7,169.1,15.6,6.6,13.0,1.1
2018-06-08,48.0,228.1,96.9,276.2,41.9,30.0,16.0,0.7
2018-06-09,45.0,222.7,63.1,283.3,38.0,26.2,15.0,0.7
2018-06-10,35.0,18.0,32.0,50.0,12.1,7.9,15.0,0.6
2018-06-11,26.0,91.6,54.4,137.5,13.5,8.8,13.0,1.5
2018-06-12,65.0,262.1,132.1,371.0,36.5,10.1,16.0,1.3
2018-06-13,58.0,234.1,116.6,350.7,37.0,9.8,18.0,0.3
2018-06-14,53.0,224.2,105.8,330.0,29.1,10.8,17.0,0.8
2018-06-15,61.0,245.9,104.2,332.2,30.6,11.5,17.0,1.3
2018-06-16,51.0,153.6,104.5,256.6,22.9,9.0,18.0,0.7
2018-06-17,47.0,125.7,96.0,221.7,25.6,13.5,19.0,0.5
2018-06-18,65.0,183.9,132.7,308.3,47.6,10.1,18.0,0.9
2018-06-19,61.0,241.8,122.8,364.7,29.6,9.5,17.0,1.0
2018-06-20,35.0,75.3,59.7,134.9,12.0,5.2,14.0,
2018-06-21,29.0,32.2,57.7,89.9,12.1,4.9,13.0,1.0
2018-06-22,58.0,193.5,114.3,281.5,21.5,14.6,14.0,0.8
2018-06-23,43.0,153.6,87.3,240.9,21.6,15.3,15.0,0.4
2018-06-24,41.0,95.8,81.9,177.7,12.0,5.6,15.0,0.6
2018-06-25,74.0,247.7,151.4,399.0,37.1,7.7,14.0,1.2
2018-06-26,65.0,234.4,130.2,360.1,29.4,9.9,12.0,1.2
2018-06-27,56.0,450.2,113.2,563.4,43.9,29.4,14.0,1.0
2018-06-28,74.0,258.3,93.4,342.5,41.0,28.3,14.0,0.7
2018-06-29,49.0,223.4,102.4,320.3,44.9,34.7,12.0,0.9
2018-06-30,67.0,271.1,113.6,331.8,36.8,27.9,14.0,1.1
2018-07-01,55.0,107.0,100.3,192.1,22.2,16.7,14.0,0.7
2018-07-02,45.0,214.4,91.9,305.2,24.4,10.5,17.0,0.5
2018-07-03,41.0,125.3,74.6,190.8,17.4,7.2,13.0,1.1
2018-07-04,57.0,423.7,121.7,545.3,31.1,15.2,14.0,0.8
2018-07-05,42.0,133.2,85.3,218.5,25.6,8.9,14.0,0.8
2018-07-06,46.0,139.9,93.4,220.0,28.2,20.0,14.0,0.8
2018-07-07,43.0,106.2,87.8,186.5,33.0,18.9,16.0,0.7
2018-07-08,33.0,66.0,65.3,119.3,20.0,8.0,16.0,0.9
2018-07-09,49.0,137.1,98.9,219.4,36.6,11.6,16.0,1.9
2018-07-10,72.0,244.2,151.2,395.3,44.0,13.6,15.0,0.7
2018-07-11,73.0,315.5,144.6,460.1,44.6,9.8,15.0,0.7
2018-07-12,55.0,303.2,112.8,386.4,39.5,24.5,16.0,0.6
2018-07-13,51.0,208.7,72.9,276.3,32.5,22.8,14.0,1.1
2018-07-14,34.0,9.1,35.7,40.9,24.8,10.4,16.0,1.8
2018-07-15,46.0,105.4,93.0,198.3,31.6,17.6,15.0,1.4
2018-07-16,64.0,263.8,118.2,382.0,108.7,15.2,17.0,0.6
2018-07-17,61.0,471.1,122.8,594.0,60.9,13.7,17.0,0.5
2018-07-18,52.0,314.0,114.0,424.9,34.9,12.6,16.0,1.1
2018-07-19,51.0,251.8,103.8,338.5,38.7,9.0,16.0,0.7
2018-07-20,54.0,338.2,112.4,450.5,0.0,0.0,16.0,0.9
2018-07-21,43.0,127.7,86.6,208.0,0.0,0.0,16.0,0.8
2018-07-22,49.0,240.6,98.6,335.6,0.0,0.0,16.0,0.8
2018-07-23,62.0,283.7,125.5,405.5,26.4,16.7,15.0,0.8
2018-07-24,66.0,305.1,133.0,427.5,47.8,21.0,14.0,1.0
2018-07-25,63.0,258.3,127.4,372.6,33.8,17.0,16.0,1.1
2018-07-26,79.0,291.1,161.2,452.3,40.2,14.7,18.0,0.8
2018-07-27,74.0,221.8,150.9,337.5,36.6,11.3,15.0,0.7
2018-07-28,51.0,224.6,109.0,312.9,46.6,13.2,18.0,0.4
2018-07-29,57.0,139.6,114.1,239.5,21.5,10.1,18.0,0.5
2018-07-30,53.0,186.0,104.3,290.3,22.6,13.3,16.0,0.7
2018-07-31,31.0,43.6,59.2,97.6,17.7,8.7,15.0,0.9
2018-08-01,34.0,187.9,114.0,283.2,34.8,18.6,17.0,0.7
2018-08-02,39.0,210.5,97.3,304.6,23.0,14.4,15.0,1.1
2018-08-03,32.0,203.1,124.6,295.8,27.9,18.2,15.0,0.8
2018-08-04,43.0,140.9,99.4,226.8,24.9,16.2,16.0,1.1
2018-08-05,36.0,98.4,75.6,160.5,14.2,7.0,14.0,0.7
2018-08-06,22.0,160.8,66.1,226.9,20.7,6.8,15.0,1.0
2018-08-07,23.0,180.4,105.9,286.4,20.9,8.9,17.0,1.1
2018-08-08,24.0,179.0,104.7,283.7,27.2,7.8,16.0,1.5
2018-08-09,,232.7,108.7,333.3,26.9,13.6,16.0,0.9
2018-08-10,,314.3,125.8,440.1,28.7,14.0,17.0,1.1
2018-08-11,,66.2,50.5,113.5,15.0,6.4,16.0,0.9
2018-08-12,,181.5,103.4,285.0,22.6,13.6,16.0,1.1
2018-08-13,,25.8,44.1,69.8,18.9,12.7,15.0,1.3
2018-08-14,,241.4,130.9,372.3,59.8,14.6,16.0,0.7
2018-08-15,,137.1,106.7,218.8,45.7,15.1,16.0,1.4
2018-08-16,,202.5,137.4,295.1,41.2,10.8,18.0,0.6
2018-08-17,,289.4,125.0,397.7,41.3,12.9,16.0,0.6
2018-08-18,,110.8,85.9,196.7,31.7,15.8,16.0,0.9
2018-08-19,,173.4,100.6,258.5,24.8,15.8,15.0,1.0
2018-08-20,43.0,143.3,113.8,239.9,53.3,12.2,17.0,0.9
2018-08-21,45.0,257.9,117.4,353.5,57.5,8.8,14.0,0.6
2018-08-22,47.0,204.2,154.6,358.7,34.2,9.2,15.0,0.6
2018-08-23,39.0,201.3,127.9,309.5,23.1,11.0,16.0,0.9
2018-08-24,29.0,208.8,124.0,288.8,21.9,11.6,15.0,0.9
2018-08-25,38.0,85.3,107.1,158.7,28.3,10.5,16.0,1.0
2018-08-26,42.0,107.1,84.0,162.7,28.3,11.0,16.0,0.7
2018-08-27,46.0,137.6,94.9,232.5,50.1,11.9,14.0,0.7
2018-08-28,43.0,15.3,34.5,49.4,17.5,9.5,0.0,
2018-08-29,40.0,179.3,113.8,293.0,33.0,9.1,17.0,0.5
2018-08-30,42.0,194.0,99.2,277.4,19.1,9.8,17.0,1.0
2018-08-31,52.0,202.3,106.1,298.2,31.5,9.3,17.0,0.8
2018-09-01,53.0,212.2,108.1,282.5,38.7,14.9,17.0,0.9
2018-09-02,45.0,114.3,79.2,180.6,32.9,13.6,17.0,0.8
2018-09-03,86.0,287.0,177.0,396.3,33.1,10.5,14.0,0.6
2018-09-04,35.0,132.0,64.2,196.2,21.4,7.3,14.0,1.1
2018-09-05,37.0,122.3,74.5,191.1,,,15.0,1.2
2018-09-06,32.0,90.7,65.2,147.8,14.5,6.2,13.0,1.2
2018-09-07,54.0,103.6,108.9,212.6,25.1,9.1,15.0,1.2
2018-09-08,37.0,67.4,75.1,139.0,18.5,7.7,17.0,1.2
2018-09-09,36.0,85.7,72.2,149.0,16.4,6.5,15.0,1.0
2018-09-10,49.0,168.8,99.0,251.9,16.3,4.9,14.0,1.1
2018-09-11,43.0,73.9,87.6,154.9,23.0,10.7,16.0,0.9
2018-09-12,66.0,316.7,134.5,438.5,27.0,11.8,17.0,1.3
2018-09-13,50.0,117.7,101.6,200.3,17.1,8.3,16.0,1.1
2018-09-14,60.0,114.3,122.7,229.2,18.7,10.4,16.0,1.0
2018-09-15,50.0,45.0,58.4,103.5,20.4,11.3,18.0,1.2
2018-09-16,39.0,84.9,80.4,165.3,,,17.0,1.3
2018-09-17,39.0,62.7,78.0,123.4,20.9,8.1,18.0,1.3
2018-09-18,32.0,45.5,49.7,95.3,14.0,6.2,18.0,1.4
2018-09-19,22.0,28.3,44.0,68.8,11.4,5.5,18.0,1.1
2018-09-20,43.0,118.9,86.5,183.2,16.0,7.6,21.0,0.9
2018-09-21,61.0,193.0,123.7,315.4,30.5,9.1,18.0,0.8
2018-09-22,55.0,90.8,111.4,202.1,18.9,9.8,18.0,0.8
2018-09-23,33.0,35.6,49.4,81.8,,,18.0,1.0
2018-09-24,71.0,214.7,145.7,320.6,,,18.0,0.6
2018-09-25,53.0,206.4,110.7,317.2,,,15.0,1.2
2018-09-26,81.0,217.8,163.6,319.8,43.9,9.3,17.0,0.8
2018-09-27,49.0,162.4,100.4,235.3,35.0,8.6,17.0,0.8
2018-09-28,53.0,180.4,108.4,288.8,17.7,9.8,16.0,0.8
2018-09-29,46.0,146.1,94.1,240.2,17.8,11.0,17.0,0.8
2018-09-30,38.0,76.8,81.1,154.9,56.1,42.1,17.0,1.0
2018-10-01,65.0,251.8,137.8,387.2,47.8,8.0,18.0,0.4
2018-10-02,46.0,169.7,95.2,249.8,31.0,8.4,17.0,
2018-10-03,53.0,152.6,106.8,231.7,17.4,5.7,17.0,
2018-10-04,32.0,132.7,64.7,197.3,20.4,6.9,17.0,
2018-10-05,39.0,188.3,80.9,259.4,19.1,8.3,20.0,
2018-10-06,33.0,93.3,52.5,139.3,38.0,9.3,18.0,
2018-10-07,38.0,75.6,80.0,143.7,21.4,9.6,18.0,
2018-10-08,39.0,162.0,80.8,238.9,22.4,7.0,19.0,
2018-10-09,59.0,294.9,120.5,415.4,24.5,7.6,18.0,
2018-10-10,88.0,233.9,178.0,384.0,30.9,6.4,18.0,
2018-10-11,60.0,179.9,119.7,299.6,31.7,8.1,17.0,
2018-10-12,57.0,345.5,114.0,459.6,41.9,10.2,17.0,
2018-10-13,38.0,98.4,76.2,150.6,,,14.0,
2018-10-14,35.0,124.3,70.9,185.9,16.2,6.9,18.0,
2018-10-15,59.0,310.7,125.3,436.0,28.4,9.5,19.0,0.4
2018-10-16,57.0,203.7,117.4,312.5,27.5,9.0,17.0,0.8
2018-10-17,49.0,195.8,99.3,295.1,18.4,6.9,17.0,0.9
2018-10-18,32.0,105.8,67.3,163.3,23.6,9.9,18.0,0.9
2018-10-19,54.0,120.0,110.0,229.9,48.6,10.3,20.0,1.0
2018-10-20,48.0,202.3,63.4,265.7,20.6,8.8,22.0,0.7
2018-10-21,34.0,111.0,67.7,169.6,21.0,13.9,21.0,0.6
2018-10-22,40.0,178.2,81.0,251.4,35.8,23.2,20.0,0.7
2018-10-23,34.0,160.5,68.7,229.2,15.2,5.7,20.0,0.8
2018-10-24,49.0,252.8,97.4,331.9,30.8,8.2,20.0,0.9
2018-10-25,45.0,231.9,89.3,313.2,29.5,8.2,21.0,0.5
2018-10-26,49.0,148.4,96.0,244.4,27.5,10.7,19.0,0.7
2018-10-27,44.0,120.4,56.3,172.5,25.5,8.9,19.0,1.0
2018-10-28,39.0,138.3,77.8,216.1,10.6,4.6,20.0,0.6
2018-10-29,47.0,171.0,94.7,247.1,24.1,7.6,20.0,0.8
2018-10-30,60.0,244.5,119.2,339.9,26.8,11.2,16.0,0.7
2018-10-31,39.0,142.6,75.2,217.7,24.2,10.1,21.0,0.7
2018-11-01,44.0,270.6,78.0,344.2,33.7,12.7,16.0,1.2
2018-11-02,45.0,169.7,76.1,239.9,27.0,10.1,19.0,0.9
2018-11-03,53.0,212.2,74.5,280.0,37.8,12.9,19.0,0.8
2018-11-04,58.0,83.1,62.0,145.1,37.5,15.3,21.0,1.0
2018-11-05,54.0,267.1,72.8,339.9,26.5,14.1,19.0,0.9
2018-11-06,48.0,155.1,80.1,235.1,35.4,11.8,20.0,0.7
2018-11-07,51.0,237.5,60.7,295.5,31.6,12.7,21.0,1.2
2018-11-08,47.0,271.4,88.3,359.7,29.9,10.7,20.0,0.6
2018-11-09,50.0,188.9,102.6,284.1,24.8,9.7,21.0,0.7
2018-11-10,38.0,67.8,67.5,125.5,23.5,10.8,19.0,0.8
2018-11-11,39.0,113.0,63.0,167.8,23.8,13.4,18.0,0.8
2018-11-12,44.0,126.7,90.5,216.2,17.0,6.3,20.0,0.7
2018-11-13,32.0,118.3,65.9,184.2,20.4,8.4,21.0,0.9
2018-11-14,32.0,44.0,34.1,73.5,19.4,7.5,21.0,1.1
2018-11-15,28.0,66.3,54.5,120.8,18.9,5.6,20.0,1.4
2018-11-16,25.0,78.0,52.1,127.8,17.1,7.4,21.0,1.1
2018-11-17,37.0,148.7,76.8,211.7,31.4,9.7,23.0,0.8
2018-11-18,58.0,117.0,117.3,202.7,20.5,9.6,23.0,0.7
2018-11-19,44.0,132.7,88.3,214.3,21.1,6.7,19.0,0.9
2018-11-20,54.0,190.7,106.8,280.9,18.6,7.5,17.0,0.7
2018-11-21,41.0,227.2,81.8,290.8,25.2,6.4,18.0,0.7
2018-11-22,51.0,246.0,100.1,319.9,14.9,6.3,19.0,0.9
2018-11-23,39.0,212.6,77.3,285.6,22.9,8.4,21.0,1.1
2018-11-24,26.0,17.7,33.9,51.6,13.8,6.0,18.0,0.8
2018-11-25,46.0,121.4,90.7,191.6,47.1,14.9,21.0,0.5
2018-11-26,65.0,219.3,128.8,348.2,44.5,14.6,21.0,0.7
2018-11-27,54.0,62.7,66.7,129.5,21.5,8.5,22.0,0.8
2018-11-28,49.0,216.0,98.0,280.9,26.1,9.6,24.0,0.8
2018-11-29,41.0,132.3,78.4,191.4,26.0,11.4,23.0,1.1
2018-11-30,35.0,31.2,33.9,65.1,27.7,8.7,20.0,0.8
2018-12-01,44.0,25.4,31.2,53.4,31.9,13.9,19.0,0.9
2018-12-02,57.0,55.5,41.6,97.1,30.7,13.2,23.0,1.2
2018-12-03,74.0,282.4,145.8,428.3,32.3,9.4,20.0,0.8
2018-12-04,55.0,250.5,108.5,359.0,34.4,11.8,22.0,0.6
2018-12-05,52.0,250.1,101.0,320.0,34.9,12.7,23.0,
2018-12-06,52.0,264.7,103.7,340.9,23.0,9.3,20.0,
2018-12-07,38.0,139.2,58.5,189.5,24.6,9.9,21.0,0.9
2018-12-08,43.0,91.7,49.1,133.1,24.2,9.8,23.0,0.9
2018-12-09,48.0,58.5,48.3,99.2,28.5,11.0,22.0,1.0
2018-12-10,48.0,97.9,58.6,155.4,31.3,13.2,22.0,0.8
2018-12-11,55.0,213.7,93.5,307.2,34.4,13.0,23.0,0.8
2018-12-12,62.0,208.8,123.8,308.7,24.9,6.9,23.0,1.3
2018-12-13,56.0,304.6,111.7,390.5,28.3,8.9,24.0,0.8
2018-12-14,34.0,130.5,68.4,195.1,24.9,7.1,23.0,0.8
2018-12-15,26.0,61.1,38.1,99.2,14.6,6.5,22.0,0.9
2018-12-16,30.0,69.1,61.7,113.5,11.0,5.0,26.0,0.9
2018-12-17,48.0,184.6,97.0,271.1,17.2,6.3,25.0,0.9
2018-12-18,34.0,124.8,67.2,192.0,12.4,6.0,26.0,0.8
2018-12-19,45.0,217.9,88.5,289.2,37.4,8.0,27.0,0.8
2018-12-20,58.0,214.4,115.8,326.4,19.5,7.5,23.0,0.7
2018-12-21,66.0,295.8,130.3,386.7,25.8,14.8,23.0,0.5
2018-12-22,30.0,107.5,60.4,154.6,12.1,5.7,24.0,0.7
2018-12-23,20.0,18.0,22.5,37.1,11.5,5.0,20.0,0.9
2018-12-24,27.0,42.9,54.2,87.9,11.9,4.7,20.0,1.0
2018-12-25,29.0,48.2,58.9,99.4,23.5,7.8,21.0,1.0
2018-12-26,50.0,66.6,54.4,107.3,34.8,13.7,23.0,0.9
2018-12-27,56.0,87.3,47.5,124.5,27.7,10.4,23.0,0.8
2018-12-28,45.0,54.7,40.4,87.8,19.9,7.4,24.0,0.6
2018-12-29,34.0,31.9,33.1,64.8,20.2,8.2,23.0,0.9
2018-12-30,32.0,157.1,42.8,191.2,14.7,7.3,26.0,0.8
2018-12-31,33.0,119.2,68.0,185.2,22.6,11.0,24.0,0.6
2019-01-01,36.0,59.0,36.3,82.7,24.3,11.2,24.0,0.6
2019-01-02,30.0,64.4,48.5,112.8,15.5,6.4,25.0,0.7
2019-01-03,35.0,154.6,71.4,195.0,29.5,8.4,26.0,0.6
2019-01-04,41.0,59.4,41.4,85.0,27.8,10.3,25.0,1.1
2019-01-05,54.0,112.2,44.0,151.3,30.2,10.9,27.0,0.8
2019-01-06,48.0,87.7,51.7,139.0,18.7,7.0,26.0,0.9
2019-01-07,31.0,152.9,63.6,216.5,18.8,8.5,27.0,0.9
2019-01-08,31.0,89.9,48.3,136.3,18.6,6.9,26.0,0.8
2019-01-09,34.0,67.1,58.7,118.6,22.2,10.5,25.0,0.9
2019-01-10,40.0,95.4,80.3,164.3,34.9,10.6,26.0,1.2
2019-01-11,61.0,233.6,124.2,298.7,23.3,8.9,28.0,0.6
2019-01-12,34.0,79.4,35.0,111.1,25.4,11.2,26.0,1.0
2019-01-13,44.0,106.1,53.3,151.1,27.6,12.6,26.0,1.0
2019-01-14,53.0,196.0,108.1,304.1,22.0,8.5,23.0,0.7
2019-01-15,27.0,83.6,51.9,129.0,17.7,6.4,22.0,0.7
2019-01-16,32.0,103.2,62.5,151.8,25.4,9.7,25.0,0.9
2019-01-17,41.0,201.3,71.6,242.2,30.3,9.1,25.0,0.8
2019-01-18,41.0,190.7,82.1,256.4,24.7,9.5,25.0,0.6
2019-01-19,35.0,100.7,51.8,140.0,19.0,9.6,27.0,0.6
2019-01-20,39.0,87.3,57.4,125.3,28.0,10.8,24.0,1.0
2019-01-21,44.0,164.0,90.0,248.7,26.5,10.1,26.0,0.9
2019-01-22,47.0,126.5,76.5,185.0,29.7,11.7,24.0,1.0
2019-01-23,46.0,159.5,65.8,224.3,23.4,8.8,25.0,0.8
2019-01-24,52.0,277.6,94.5,354.0,51.7,13.2,22.0,0.8
2019-01-25,53.0,178.5,68.9,223.0,25.1,10.0,24.0,0.6
2019-01-26,45.0,135.1,55.9,163.6,20.6,7.0,23.0,0.6
2019-01-27,37.0,119.6,77.1,174.1,15.7,6.2,26.0,0.7
2019-01-28,24.0,60.1,37.9,97.9,14.7,7.0,26.0,0.9
2019-01-29,34.0,109.5,69.6,165.5,22.4,11.7,28.0,1.0
2019-01-30,43.0,98.7,56.5,144.5,25.4,14.2,26.0,1.1
2019-01-31,45.0,104.5,70.4,174.9,28.6,13.8,25.0,1.2
2019-02-01,45.0,56.5,65.7,95.8,26.5,10.0,25.0,1.2
2019-02-02,42.0,71.1,47.1,103.3,33.0,14.3,26.0,0.7
2019-02-03,40.0,19.3,22.6,37.0,27.1,11.0,24.0,1.0
2019-02-04,44.0,113.5,70.5,184.0,22.3,8.4,25.0,1.1
2019-02-05,56.0,240.1,111.3,337.3,45.8,10.2,27.0,1.1
2019-02-06,39.0,45.4,39.4,74.4,17.2,10.3,28.0,0.8
