Date,AQI,PM10,PM2.5,RH,TEMP,WS
2017-01-01,17.958333333333332,7.533333333333334,0.0,64.05833333333334,20.291666666666668,1.3083333333333333
2017-01-02,17.0,7.604166666666665,0.0,80.47083333333335,20.458333333333332,1.379166666666667
2017-01-03,12.0,6.516666666666666,0.0,82.08749999999999,20.5,1.75
2017-01-04,16.625,12.56666666666667,0.0,68.66666666666666,17.875,3.1249999999999996
2017-01-05,34.625,20.425,0.0,49.4125,16.708333333333332,2.3416666666666663
2017-01-06,36.75,15.754166666666668,0.0,58.24999999999999,16.208333333333332,1.4083333333333334
2017-01-07,26.833333333333332,11.862499999999999,0.0,55.11666666666665,17.708333333333332,2.525
2017-01-08,23.25,10.429166666666667,0.0,58.412499999999994,17.75,2.8541666666666665
2017-01-09,22.875,13.049999999999997,0.0,63.12083333333333,18.791666666666668,2.483333333333333
2017-01-10,25.25,10.325,0.0,76.95833333333331,19.791666666666668,2.0624999999999996
2017-01-11,17.0,8.283333333333333,0.0,75.64166666666667,20.416666666666668,1.883333333333333
2017-01-12,14.958333333333334,7.2124999999999995,0.0,68.25833333333334,20.25,1.5291666666666668
2017-01-13,20.5,15.9125,0.0,68.72500000000001,19.666666666666668,2.4875000000000003
2017-01-14,35.625,17.25416666666667,0.0,64.72916666666667,19.791666666666668,1.1416666666666668
2017-01-15,27.708333333333332,13.125,0.0,78.07083333333331,21.583333333333332,1.95
2017-01-16,42.166666666666664,25.229166666666668,0.0,62.508333333333326,18.833333333333332,2.9999999999999996
2017-01-17,43.958333333333336,20.229166666666664,0.0,62.720833333333324,18.958333333333332,2.9166666666666665
2017-01-18,39.625,17.34166666666667,0.0,67.42083333333333,19.916666666666668,1.7708333333333337
2017-01-19,31.458333333333332,18.029166666666665,0.0,71.71666666666665,17.75,1.95
2017-01-20,37.416666666666664,19.641666666666666,0.0,59.145833333333336,16.916666666666668,2.2291666666666665
2017-01-21,36.875,18.21666666666667,0.0,71.37916666666666,17.041666666666668,0.6416666666666666
2017-01-22,44.291666666666664,25.266666666666666,0.0,71.01249999999999,19.25,2.6208333333333336
2017-01-23,52.166666666666664,27.191666666666666,0.0,60.36249999999999,17.791666666666668,3.1333333333333333
2017-01-24,49.0,17.8875,0.0,59.787499999999994,19.125,1.9124999999999999
2017-01-25,28.166666666666668,14.262499999999998,0.0,72.43333333333335,17.875,1.7249999999999999
2017-01-26,44.291666666666664,27.625,0.0,59.445833333333326,17.666666666666668,2.6125000000000003
2017-01-27,45.916666666666664,18.241666666666667,0.0,60.175000000000004,18.5,2.075
2017-01-28,35.916666666666664,19.212499999999995,0.0,64.62083333333334,19.458333333333332,1.904166666666667
2017-01-29,33.791666666666664,15.054166666666665,0.0,68.9125,18.583333333333332,1.3375000000000001
2017-01-30,28.291666666666668,12.533333333333337,0.0,66.92083333333333,19.583333333333332,2.1166666666666667
2017-01-31,22.416666666666668,9.870833333333335,0.0,69.09166666666667,20.958333333333332,1.3958333333333333
